Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
184,0,10.28 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Instead of having more schools eliminate recess hour maybe have teachers actually exercise with the kids and do organized games with the kids for 30min.
185,0,24.4 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Instead of having the nasty stuff cafeteria serve have healthy pre-made lunches that are tasty
186,0,16.62 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Have PE teachers teach about healthy food alternatives and have them show them fun ways they can exercise at home
187,0,31.16 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",When having the Holiday parties at school instead of the kids bring a lot of junk food have them bring healthy foods and a couple things that are junk food
188,0,18.0 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Have workshops in the school that can help kids be active and think about the healthy alternatives while they are at home or even at school
189,0,17.58 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Schools try to get the parents involved with healthy eating habits so when they get home they could do what they learned with there kids
190,0,55.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","When the kids have field day make it a healthy choice day too, so it shows that kids are having fun being active and making healthy choices"
191,0,74.94 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Making healthy foods more accessible instead of having one aisle in a grocery store or driving to whole foods that's too far away for some people
192,0,9.19 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",In grocery store have them show the healthy alternatives of the items they buy
193,1,56.15 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",An advertise program that has celebrities/professional sport players eating/drinking health food/drinks. Everyone takes in to consideration be it negative or positive about the ad and when they are shopping.
194,0,10.37 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Have a TV show for kids and teach them how being healthy can be or then maybe a reverse image.
195,0,17.3 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","This is a good idea but it would be hard on some teachers. Maybe have like sections of classes/a hallway go to outside and play(out side of recess/lunch). Also some kids love recess, and some hate it..."
196,0,57.41 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Maybe having state ladders for healthy families and where they rank for life style/food choices etc... I know I'm naturally competitive and it could spark some to take another step onto a healthy path. The question would be how to make it competitive without the effect of feeling bullied if your at the lower end or behind someone.
197,1,108.29 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",In Canada they have free health care since we know its possible i think we should aim for that.
198,2,16.67 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Instead of one emergency room in hospitals there should be at least two that have requirements so it can be less of a wait.
199,0,173.47 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Finances shouldn't be so high once you get your bill from your recent hospital visit, so i think the bill paying should be paid only if the heavy or important things were used while at the hospital. If the physician didn't use important equipment then the bill shouldn't be so expensive."
200,0,124.72 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Insurance should come in different levels sort of like today but different. The first level is free for everyone and the next levels you would have today. The free package will still be treated as to the other packages. With the free package you still would get great service and quality. In the other packages the differences will be your family can stay all together as one health insurance verses your child leaving when they are 19.
201,0,72.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The education shouldn't be messed with but the cost should go down since the school is already hard to get into ; which is a good thing; they cost should shorten.
202,3,50.68 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",The reason doctors use such important equipment is so that we can be treated to the best of their abilities. They are expensive because they are the best equipment.
203,1,101.17 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",How is school and health care related?
204,0,3.15 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",What kind of levels should they have? Since you already have explained they are similar to the ones we already have today?
205,0,371.02 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I believe health care should be a little more affordable. The cost of living is already going up but the cost of staying alive shouldn't go up as well. Like taxes, the government takes out a percentage based on what the person makes, the cost of health care should be the same way. Because everyone makes different amounts of income the cost of health care should cost accordingly."
206,0,27.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",But are our physicians just as good-quality as Canadian physicians? Is it quantity over quality? Free is convenient but you also have to think are you getting the best treatment possible?
207,3,4.8 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",What kinds of requirements should these emergency rooms have?
208,3,406.5 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","When someone is overweight and they want to loose weight they will most likely go to the doctor and ask what the doctor has for them as a solution. Most doctors will suggest lipo-suction, body wraps, or weight loss pills. But has a doctor ever prescribed a healthy meal plan, or a work out schedule? Of course not! America is a business, Americans want money. Its very seldom that doctors will actually care about their patients more than making a profit out of them. Lipo-suction, body wraps and weight loss pills are quite expensive, healthcare does not cover it, in the end you are paying for confidence instead of working for it. What a caring doctor should prescribe is a dose of ""lay off on the McDonalds"", work out regularly and choose to be healthy. A healthy mindset can also build the confidence of a person for a lifetime and is the fuel for motivation."
209,1,196.63 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",It seems like everyone wants cheap cost but no one wants cheap care. The reason health care is expensive is so we can have the best care available.
210,1,105.75 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",What would be a reasonable percentage to take out for health care?
211,0,199.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","They should try a system where the amount you pay for health care should be determined by how many times you visit a doctor, with exceptions to the people who are chronically ill like patients with cancer"
212,0,240.88 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",there are people constantly visit doctors because they are over weight and that effects how much we pay for healthcare so the people who choose to make bad choices should have to pay for their own action instead of making the general population pay as a whole
213,0,125.95 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","instead of spending tax payers dollars on trying to prevent obesity that money could be better spent somewhere else. For those people who decide to be obese should have to pay for their own actions. They are adults an should be responsible for what they eat and drink, the government should not have to spend money on telling you not to eat fast food everyday or to exercise"
214,1,210.54 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",There should be a maximum on how much a health care provider can charge a person because it would not hurt the health care providers to take a salary decrease
215,1,46.9 %,"health, care, healthcare, not, pay, doctor, do, people, money, make",One could be for more urgent care and the other could be for injuries that would be okay to wait awhile
216,0,156.87 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I think everyone should have to pay the same amount. I don't think people should have to pay more just because they make more money.
217,1,109.03 %,"health, care, healthcare, not, pay, doctor, do, people, money, make","I think if health care was free, the quality of it would decrease."
218,0,58.11 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",This money should be put towards education for healthcare so that the quality and technology can continue to increase.
219,0,77.21 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Yes, there should be maximums for charges but I don't think it should affect their salary. Doctors have to pay to keep their office open and operating."
220,0,124.8 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","We Americans rely to much on pharmaceuticals. I believe we should have tighter regulations on the drugs that can be prescribed by doctors, and over the counter medicines. I say this because there are many examples of patients becoming dependent on these drugs leading to other health care related issues."
221,0,120.82 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Adding to your point, I believe one of the biggest weapons we have against America's health system in general is exercise. All of the studies in the area of exercise have the benefits greatly out-weighting the risk. I believe America needs to stop leaning on pharmaceuticals, as a solution. Exercise is shown to be a tool against prevention of bad health,  and when one becomes ill exercise is also shown that exercise will help the body recover."
222,0,270.06 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","While I do believe health care should be cheaper for the average joe. I don't believe healthcare should be force onto people who don't need it, or simply just don't want it. I feel that it's a waste of money. I also think it break our constitutional rights."
223,0,0.04 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",ObamaCare?
224,0,0.76 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There needs to be changes in Medicad, Medicare"
225,0,58.29 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",There needs to be an advancement in the study of mental health. I feel like its such a black and grey area. Having the proper diagnosis on a person and treatment for the person.
226,0,192.79 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Even at that do we have the best care? Health care is expensive but that doesnt mean its the best. For something to be good it doesn't need to be high in price.
227,0,197.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Health care should be the same all around since we all are getting the same health care. So if you make more money than others why should they pay more for the same outcome
228,0,335.94 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","A friend of mine's mother just recently broke her leg and back, she went to the doctors to get it checked out and it turns out she has to get $5000 worth of surgery done to repair the damage. She is also an older woman so it will also take more time to heal. Her family does not have that kind of money and her insurance does not cover the costs of the surgery. I think this is sad America, $5000 seems like a reasonable amount but the fact that insurance does not cover the cost of this surgery makes me sick to my stomach. If the government does not want to lower cost of health care then America's insurance companies should offer to cover more of our peoples' needs."
229,0,143.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","McDonald's makes more money than these insurance companies, if not the same amount, maybe if we put more money into staying fit and healthy we would not need to go to the doctors for health related problems."
230,0,125.21 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",instead of spending money on telling people what to eat they should use that money to open a community gym so that there is a place for people to go workout.
231,2,72.37 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",I was referring to  the the insurance company not the doctors.
232,0,110.6 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",the problem with that is that eating out is so much cheaper and faster compared to trying to eat healthy so maybe finding a way to make healthier food cheaper would decrease the amount of money people spend on fast food.
233,0,96.24 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",If they could make healthy food more widely available then maybe people will choose to make the healthier decision.
234,0,78.0 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",on the education side they could make taking a nutrient class in middle school a requirement so they kids can learn how to eat healthy and what types of food are good for you and that are easy to make.
235,0,11.84 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",And also not as expensive. It's way cheaper and easier to eat off the dollar menus at fast food places.
236,0,67.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I agree. I think putting nutrition classes in schools is the best way to inform people of the importance of eating healthy.
237,3,8.26 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",What kinds of regulations would help this problem?
238,0,111.89 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I honestly don't know, we need to start educating americans at an early age that drugs aren't the solution to every medical problem. That taking to much drugs can lead to other medical issues."
239,0,56.8 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Throughout middle school and high school I had nutritional classes, and like many other elective classes throughout school many students really failed to comprehend, and assess  the severity of the problems we live in these days. Every cause has an effect. I do think classes like that help, but if the student sees their parents eating fast food daily, nutritional classes become useless. Outside influences are very powerful during the adolescent years.  Its important that we pass down healthy lifestyles, from generation to generation."
240,0,151.02 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","With the cost in America increasing, I honestly don't see how anyone would expect any services to decrease. Especially the services of  in the medical field, as important as they are. I think the only thing that can be done to offset the rise in cost, is prevention. It is  however the  inevitable that one will become sick however. I believe it all starts with the financial aspect of life. When the financial area of life get better, i feel all other areas of life will fall in place. including healthcare"
241,0,15.85 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The problem with that is to get a better response to get healthier or to lose weight you have to do both, eat right and workout."
242,0,129.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","America's obesity rate goes up every year by a higher number. Adults already know what to eat and what isn't the best thing, so they should start in schools and make it mandatory for kids to have a nutrients class or something in that category and make the breakfast and lunch menu healthy if it isn't already. Not saying its going to drop the rates but its a start for them to drop."
243,0,91.32 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Dietary medications is not the way to go for losing weight or to get healthy. So why not take those off the shelves and with that money make it more reductive in another way. As in schools, gyms, people."
244,0,224.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Although community gyms are a good idea, there are already gyms out there that are lost of cost and easy to join. The only thing stopping people today from going there is our busy lives' schedules and lack of motivation. The problem is not to build more places for people to work out its the people themselves that need to make better choices on how to live healthy lives."
245,0,140.59 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Eating healthy is a great way to stay fit and healthy but sometimes healthy food isn't always the most cheap, which is another reason why American's like to turn to fast food and other unhealthy but cheap and fast places. Maybe if we lowered the cost of the healthy foods more people would be in favor of buying healthy food."
246,3,89.6 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","In a way I agree with this statement. The hospital should only use the equipment necessary to treat the patient, but the reason the are so expensive is so that our patients can have the best treatment possible with the best equipment."
247,0,140.94 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I think one way people could be motivated to live healthier lives is for insurance companies to give customers discounts or other perks for being in good health (low cholesterol level, not over weight, etc)."
248,0,30.51 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","In these classes, they could also have some type of parent and student night where the kids tell their parents what they've learned and teach them about eating and living healthy so that the parents are informed as well and see how important it is."
249,0,62.92 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I do agree with this point. I think it would be beneficial for both sides. However where would we draw the line for being healthy and non-healthy. I could also see the veiwpoints about people being discriminated   against if that point were to rise.
250,0,121.94 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I agree with your comment. Dietary medications is there as a fast way to lose weight. It is not the best way, or the most safe way to lose weight either. Its there to the people with the available resources to acquire such medications. Losing weight in gyms or by a diet is considered to be to slow. People fail to realize that losing weight via diet or exercise has many secondary benefits. Benefits you can't achieve by using medications"
251,0,104.9 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","There's a reason America leads the world in health issues. Maybe it's the ingredients like fructose corn syrup, that can be found in every processed food sold in the market.  America needs to use other countries as examples when it comes to food. Even the most healthiest of choices aren't really all that healthy when you realize all the chemicals that are pumped into the food we eat."
252,0,42.45 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",make healthcare more affordable
253,4,160.82 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Universal healthcare. I think Canada and Denmark have universal healthcare. The US could reform its healthcare system using one or more of these countries as a prototype.
254,0,25.82 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Make the interior of hospitals less depressing.
255,0,16.77 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Improve quality of hospital food.
256,5,31.13 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",Expedite wait times in emergency rooms.
257,0,13.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Improve quality of nursing homes and closely monitor the employees treatment of its residents to curb elderly abuse.
258,3,107.86 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Require doctors or nurses to explain the specifics (side effects, etc.) of pharmaceuticals, as well as alternative medications to patients before prescribing them."
259,3,57.78 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Doctors could start making house calls again.
260,0,63.29 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Include America's healthcare system as a topic in the government class curricullum in high schools
261,3,85.7 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Doctors should ask about mental health at their patients regular check ups and refer them to therapy or other treatments when necessary
262,3,17.24 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",As well as the long-term effects of medication. Such as the psychological effects of prolonged use of ADHD medications.
263,3,71.03 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Learning about the healthcare system at an early age could enable students to think of new ideas in order to improve the system in the future.
264,4,121.37 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",The U.S healthcare system should be like Canada's healthcare system.
265,3,50.11 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Hospitals should look for cheaper methods they could use that are as efficient as the expensive methods to cure their patients
266,4,86.37 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","If we cannot have a universal healthcare system like Canada or other countries, then we should make healthcare affordable to all citizens."
267,0,67.12 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Pharmaceuticals should be aware of all the medications being prescribed at their pharmacy so that they do not harm anyone with the new products.  In other words new products should be tested so that people do not get sick from them and then need medical attention because of it.
268,0,43.61 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Laws should be made to secure anything that will prevent anyone from not getting the healthcare they need.
269,3,48.78 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Emergency room services should be at an equal service to all patients.
270,2,6.19 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Cut off the expenses that are unnecessary
271,4,83.04 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Using the prototype healthcare of another county could help the US with the framework of a new healthcare system. Possibly making it better and more efficient all citizens.
272,3,60.82 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Hospitals should spend less on the look of the hospital, but more on how their services are given equal to their patients."
273,3,45.04 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Improve waiting lines for sick patients.
274,0,49.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Unless everyone agrees to put on the effort to make healthcare for everyone, well then everyone should have access to it. But if they do not then they have the right to exclude them from it."
275,0,17.18 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Depending on how severe someone is hurt then they should be skipped to the front of the line. If they medical attention that you need is not as an emergency then you should be willing to let others get treated first.
276,0,44.54 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Get a public figure to encourage citizen in raising up money that will be used only on keeping US citizens healthy, or at least helping them get the medical attention that is needed at all times."
277,2,70.73 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","By all means if you have the money to get at the front of the line, well they better pay double so that money can circulate and it can be used for other medical expenses."
278,0,94.41 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","they should make it a different system to be seen in a emergency room, because you arent there to wait you have an emergency so obviously need to be seen quickly. In and out service. maybe get more doctors for the emergency room"
279,0,122.47 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I believe sick people should be treated at a doctors office so they could take up less room in the emergency room so the people with broken bones, severe chest pains, and serious stuff besides a cold or flu or whatever can be treated quicker."
280,2,137.48 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",they should make insurance plans affordable to anyone and everyone because this is a reason why hospitals are constantly backed up. Because not everyone can afford to pay a doctor.
281,0,3.64 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","do away with obamacare and start from scratch by looking at reality now, not seeing how to improve what we already have."
282,0,171.0 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","definitely yes, you are paying good money for your dear old loved one to be taken care of and payed attention to, so that is the obvious reason they are in there in the first place because some families only have time to visit not enough time to check on their meds and health 24/7"
283,3,55.24 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",i think the same that hospitals should worry less about the architecture of their building unless they are accommodating on the number of rooms for patients rather than the style or appearance of the place to save money on decorations and spend it on equipment
284,0,151.68 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","make healthcare more accessible to immigrants who are becoming citizens because they are coming here for equal opportunity in which they dont get i their previous country so they obviously deserve health insurance, not for free but just given a better opportunity to achieve it like any other citizen of the US"
285,0,4.61 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",equal rights for sure across the board and across stratification levels in society
286,3,55.06 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","Hospitals are going paperless so heavy use of technology such as flat screens, table cart computers, bar codes, and tablets are really helping the physicians to retrieve the patients' medical records faster."
287,0,92.03 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",they should be given equal medical treatment even if it means most people are not being able to pay for the hospital bills.
288,2,12.1 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Hospitals are actually going paperless so they are installing many computers and flat screens.
289,3,40.86 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",It is more manageable to track down patients' medical records from computer than piles of copy paper.
290,0,8.34 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Totally agree, this way the young generation will be open to ideas for future."
291,2,53.53 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Also the costs of the medications and alternate ways to pay for it.
292,3,84.63 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",The doctors should be able to interact with the patients easily.
293,0,122.45 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Healthcare System should be talked about more than how it really is right now. Most people do not know much about the healthcare system and it should be known to them as it affects them.
294,0,96.66 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Healthcare isn't necessarily secure for elderly people.
295,3,57.87 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","It should be quick too, less waiting time for the patients."
296,0,75.96 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Hospitals should be an affordable place for sick people who believe they can get better by the doctors.
297,3,56.27 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",The pharmacist should explain to the patients thoroughly about the medications like when to take it and with what or the side-effects of the medications.
298,0,11.88 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Everyone should get equal medical attention so it should not matter if one is wealthy or poor.
299,0,71.43 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",I've always thought this should be put in place. The only problem I could see would be that maybe taxes would have to be raised so that the doctors and nurses would still make money to live on.
300,0,4.23 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",again the only way we could do this is to raise taxes.
301,3,55.8 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",they do this already. The medicine cannot be widely distributed if it has major side affects that make the patient worse.
302,0,16.93 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","This is a good idea. If you have a minor cut that needs to be stitched and someone comes in with a limb cut off or something just as severe, they should get treatment first."
303,0,81.75 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",the only problem with this is that if someone has no medical insurance a normal doctor will not see them and their only option is the emergency room. That's why healthcare reform is needed.
304,0,71.87 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","that way more minds will have more ideas about what to do with our healthcare. Also, more people will be informed about it."
305,4,56.31 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","The healthcare system should be taught in high school, like in government or something."
306,4,63.04 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",This way maybe more citizens would try to fix the flaws the healthcare system has.
307,3,46.49 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","They should hire more doctors, that way everyone has an equal opportunity to be attended by one"
308,3,98.44 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",Nurses should be required to know as much as a doctor that way they can be more useful whenever a doctor is not there.
309,4,46.17 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service","Students in high school should be encouraged to look for ways to improve the US healthcare, that way in the future something will be actually done for it."
310,4,61.74 %,"healthcare, people, pay, make, insurance, healthy, care, time, food, service",Intensify a committee that will find the perfect healthcare system for the US.
311,0,46.02 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Get more people involved in the flaws that US has rather than foreign ones.
312,0,183.09 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","It's not the rich people's fault that they can afford doctors, Americans should worry about ways to save money so that they too can afford doctors or invest that money to improve the way it is spent in the medical fields to help cure people."
313,0,68.83 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Before we try to fix our healthcare system we should fix the things that are preventing us from improving it overall. Which is the whole money problem.
314,2,13.35 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Instead of loosing territory to new Wal-Mart's we should use that territory to build new hospitals or clinics.
315,2,65.72 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost",Require all doctors to do a certain amount of pro bono work on special cases like sick children whose family's cannot afford medical treatment.
316,5,4.15 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",Increase funding on stem cell research.
317,0,26.02 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The U.S. should do away with abstinence-only education in high schools, and start teaching safe sex practices. Teenagers are going to have sex no matter what so they should be well informed on methods of contraception so they can adequately protect themselves from STDs and unplanned pregnancies."
318,0,21.01 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Legalize abortion in all states and make it more affordable.
319,0,64.49 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Find a way to increase money funds so that the hospitals can use them in order to promote better care.
320,0,133.66 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",There should be seperate and smaller community groups that is working on this health care plan and also publicizing more of this topic in the news so that people can know what is going on.
321,5,52.5 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",The waiting is too long for emergency care. May be they should start improving with the emergency unit first.
322,0,62.97 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",even if they build hospitals and clinics it will be no use if people cant afford to go.
323,0,82.56 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",there should be like programs for poor people who can apply to get help in paying for the medical bills.
324,0,25.63 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Basically, everything revolves around money so they should think first about how to distribute money."
325,0,52.52 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",The workers of the hospitals should be friendly and reliable because many of them dont smile and it does really hurt the reputation of the hospitals.
326,3,43.92 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",There should also be diversity in workers because it might be easier for patients to interact more with workers that are from same place. Increase diversity.
327,0,7.7 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","US could use Canada as an example and if they find some flaws in Canada, they could always improve that part in US."
328,0,80.58 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",People should be given the care they deserve.
329,0,10.49 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Medical practice should be given equally to everyone despite how their look, their age, gender, and wealth."
330,0,102.76 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","i have recently learned that obama passed a law for birthcontrol to be free, i believe if you have insurance, so i believe everyone should have a fair chance of free birthcontrol like people with insurance."
331,0,350.07 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","they should also make the hospital for people with major problems, not for people who have a cold or flu or something to that extent. It is annoying when you are trying to get a broken body part looked at and you have to wait in line behind the people who cant afford normal doctors so they take up space in the EMERGENCY room. in other words they should reform hospital standards and change rates on health insurance so the poor people that go to the emergency room for a cough, can instead go to a family doctor."
332,0,209.88 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","i think that those commercials like Everest those online schools make it to easy for people to get out in the medical field, whether it be a receptionist of just a nurses aid. I think that the medical field should require degrees with top notch nursing programs and up. Even UTA for example, it is smaller than UT A&M but we still have a wonderful program. Can you really trust people that graduate from online schools. Yeah they can pass a MCAT but by how many points? Raise the passing percentage of the medical field tests to make sure we are getting quality doctors handling our LIVES."
333,5,26.26 %,"system, healthcare, insurance, pay, time, care, health, fix, call, emergency",I 100% agree fully with this. One problem at a time. i think we should focus on getting out of debt first.
334,0,18.7 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",quit spending money on putting mcdonalds on every corner of every street too.
335,0,197.87 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","Health care system should crack down more on the obesity in schools. We are becoming a nation where its socially acceptable to be fat and die fat. its disgusting, and saddening to think that other nations stereotype us Americans as a bunch of fat people. It is seriously not hard to teach good nutrition in schools and make nutritious meals without making them taste disgusting and fake as they do now."
336,0,148.84 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Create an app for emergency rooms and other medical facilities that allow patients to check in and fill out all the usual paperwork digitally. This would cut down on paper costs and potentially make the check in process at hospitals more efficient. Perhaps include features like estimated wait time or allow the patient to see the number of people waiting ahead of them.
337,0,0.69 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",Legalize marijuana for medicinal use in the U.S.
338,0,48.88 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system",People would not feel secure if someone who graduated online is treating them.
