Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1086,0,25.13 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","It sounded too good to be true until i seen tax rates may increase slightly.  How big is slightly?  If everybody has healthcare how does it affect healthcare workers (doctors, nurses, etc)?"
1212,0,31.2 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","the prices of delivering a baby should be lessened. it's sad that it costs a fortune to be born, a fortune to live, and a fortune to die. since the population will no doubt increase, and HAS been increasing, the price should be lopwered, sine  babies are being born everywhere, everyday, all day."
1208,0,20.0 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","healthcare is a more of a service then a right. if we think about it strictly as a right, then it might as well be free. if healthcare is free, for anyone, we might as well dig ourselves a hole. there will be a deficit that will be very hard to get out of."
1084,0,35.63 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","I watched this film Sicko and it displayed the healthcare in the UK, Germany, and other foreign places.  Everybody had healthcare but I wondered if they had to pay more for taxes.  I believe we should have the right to decide if we want healthcare.  If the governments insists everybody has it then isn't it taking our right to decide.  It would be nice if everybody had healthcare but our economy is already low.  We could make budget cuts to the military but then what happens to our defense system.  Usually when we make budget cuts its money for education.  If the government decides our healthcare then they might decide what we need is too much and take a shortcut that wouldn't benefit us just to save a dollar."
1966,0,21.21 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",Everyone needs better knowledge about the current state of Healthcare and what needs to be done for the people.
1956,0,22.22 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",have our nation look at other country's who have better healthcare policies and see what America can do to tweek ours to be better than what it is now
1083,0,24.13 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","i completely agree with you here. foods that are leading causes [and drinks] of obesity should be taxed at a higher rate than foods that are good for you. it is amazing how much more expensive it is to get something that is good for you an it is to get something that is slowly killing the inside of your body. if the government were to intervene in anyway, this should be how."
14,0,21.26 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",The government could pull out all money going into the healthcare system and the country would just have to build itself back up by people helping each other out.
1197,0,23.13 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","A healthcare plan? Some people don't want to see their tax money going to provide a free healthcare plan though for people who might not even really need / ""deserve"" it."
1066,0,20.35 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","I believe that pharmaceuticals should be made available to patients, at minimal costs; provided they have a prescription for it of course. The cost of medicine piles on to already burgeoning hospital bills. The government should look into subsidizing pharmaceutical companies as much as possible to enable them to lower prices for the more expensive pharmaceutical products, which are in high demand i.e. expensive medicines which are sought by a large number of patients because the disease / ailment it is used for is somewhat widespread."
152,0,23.81 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",Increase taxes and use that money to provide universal healthcare
1090,0,20.44 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","exactly and the last thing we need is for money to be taken from our education. its because people arent getting a good enough education that they are needing medicare. if more people focused and highering their education, and if the government went more into helping the education system less people would need government care to afford health care. less people would get sick because they would be able to afford a cleaner enviroment"
1063,0,18.79 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","When it comes down to it, the healthcare system is messed up and everyone is just in it for the competition of who gets more money and how."
1191,0,22.05 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","Health care agencies on a university campus should provide free basic healthcare to students that show the need for it, as the healthcare was a part of the tuition for the university."
1962,0,19.88 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",regulate finances of a hospital so as to make sure it's more for the better of mankind than solely profit
1957,0,27.42 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",look at where all finances are going with regard to healthcare and then RE-finance the money to better allocate it so we don't waste it on programs we don't need or over fund so we can fund the under funded programs
1019,0,21.38 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",There should be more action taken from the government to better healthcare.
27,0,20.04 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",I agree because it is ultimately up to the woman to decide for herself whether or not to have the baby and the risks that go along with it.
1065,0,29.94 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","I believe that a Universal Healthcare program such as the one in effect in Canada, or other Western European nations such as the UK, Germany, France, or Australia, is the way to the greater good. All of those nations have healthcare, and sterling economies. Treatment for certain conditions like cancer, for example, are difficult to overcome even with large paychecks. The manner in which banks monitor credit means that most people are forced to choose between ignoring treatment, or ruining their credit history, which would make taking out loans, mortgages, financial assistance, extremely difficult. No one in the 21st century, living in the world's most affluent nation, should be denied access to healthcare. Tax rates may increase slightly, but it will be for the overall betterment of society."
1064,0,32.05 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit",One of my biggest concerns is the number of people who cannot access healthcare because of an inability to afford insurance. This could be resolved if the healthcare system were subsidized by the government. I believe that the government could do well do channel more funds towards the healthcare system. The funds do not need to be generated via tax hikes; they can be allocated by reducing spending in other aspects such as the military.
156,0,20.97 %,"healthcare, system, government, good, provide, agree, price, program, tax, benefit","Universal healthcare should be provided to only those who pay their taxes. As for the people who don't, there should be cheap alternatives that may not provide the same quality of care but get the job done."
1076,1,26.69 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","honestly i think it should be in the hands of the employers. the company a person works for should be the main ""manager"" so to speak of the health care of their employees. for those who can not work due to disabilities, then a private investor should be held responsible. donations and community service can help to make that a possibility. and more people would rather donate to help those that need it, rather than have it forcibly be taken out of their paychecks. for the homeless, they should get a time limit on how long they are allowed to be insured without a job. if they continue to live on the streets without any attempts of applying and searching for a job, then they should be cut off. free loaders are what is draining from others of this free country."
977,1,23.88 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Very true. Not very many people are educated health-wise. Health programs and lectures should be given in the workplace to employers and employees no matter where they work. This should be a part of orientation when someone begins a new job.
1439,1,26.32 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Everyone should have the same health care to cover medical needs. Just the financial aid depends on your income and other expenses you pay. People should have the same oppurtunity in receiving health care needs.
1547,1,20.9 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Termination of other social assistance programs to fund a help care plan for those who are lower income?
1400,1,24.34 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","if we take away majority health care programs then it would solve some problems but the reasons we have more is that because if there are too many on one health care program, others might not be able to get the same amount of treatment or service that the others have that they need"
1036,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Equal treatment of all patients should be a priority.
476,1,18.45 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Fund technology for pharmaceuticals to better enhances the treatment to a sickness
983,1,20.2 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","A lot of people could take advantage of this though, if they are not required to pay promptly. They could prolong and keep prolonging the time to pay for their visit and end up never paying at all. The US could lose a lot of money."
1034,1,20.24 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","We need those who enforce health care, and we need those who enforce fair treatment."
987,1,19.49 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","The cosmetic surgery brings in a lot of money, it should cost more and some of the benefits should go back to the people."
448,1,21.88 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",keep pharmaceutical companies from bending the truth in order to make more profit. i.e. stop minimal cancer research in order to keep pharmaceuticals relevant and income high
457,1,17.82 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",keep all companies that have anything to do with health-related issues in human beings from telling lies in order to benefit for themselves
1403,1,19.59 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","if the united states did not have any health care programs, i think the world would be a better place well better as in more motivated and employed people"
1075,1,22.22 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","health care should not be in the governments hands completely. one of my biggest issues with government having to much control of our health care is that the quality will be greatly reduced. when the government is involved, they are cheap and will try and find shortcuts to making such a system without paying much for it."
1452,1,23.12 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Doctor's malpractice costs should be capped, both by limiting court judgements and insurance premiums, to lower healthcare costs"
462,1,19.87 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",maybe the ER should also decrease in cost
975,1,19.85 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The care and health of patients should be number one priority instead of how much money physicians and other healthcare providers will make off of them in a day.
601,1,20.4 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Anyone can go to a new hospital where they don't have your previous medical records. There needs to be a program that all medical physicians use so that your medical records are accessible no matter where you go
1071,1,22.97 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","It is known that soda is the highest contributor to the rise of obesity. We can cut down the consumption of soda in the same way we reduced smoking, by taxing it.  If we are able to reduce the obesity rate we can also lower the risk of heart disease and diabetes. If we can reduced that the amount of people needing to be treated will be lowered as well."
1445,1,21.26 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I agree. All health care should also be equal price, no matter if you have different medical insurances."
974,1,19.88 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I agree. Health care should also be fixed to where wealthy people can also benefit.
1125,1,20.37 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","have automated / self-service screenings, scannings like MRIs, X-Rays, and such guided by a computer to reduce cost of labor (except for the actual examination of the results which are provided by the doc)"
466,1,18.97 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","yes, so background checks on the people purchasing the guns would solve problems with unnecessary/inappropriate use of them which would decrease the amount of accidents resulting in the need of medical assistance"
973,1,17.95 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I don't think it should depend on income.
1430,1,26.81 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","For as the education aspect of health care, there should be more internships in the medical field for the students who are interested in health care. Reason being, by shadowing the physician you not only gain experience but you get the one on one hands on activity close to the physician and interacting with the patients no matter the unit you are assigned too."
1431,1,21.11 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",A paid internship wouldn't be bad either not only are you gaining experience and interacting with patients but you are getting paid to do something that is of interest to you and that you have a passion for.
1047,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I agree! Preventive care is the best care.
613,1,20.31 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The elderly should have well trained certified care givers in order to be sure that they are not mistreated or abused
1067,1,23.68 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Subsidizing companies can only go so far. Doctor's will be reluctant as this might reduce their earnings. This problem can be circumvented if the government comes up with new laws to assist doctors in other ways. For example, doctors can be made eligible for lower interest rates when taking out mortgages or perhaps their children can be provided with reduced fiscal costs. The idea is that reduced expenses will negate their somewhat reduced earnings which would occur from lowered healthcare bills."
1018,1,18.64 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Having to pay higher taxes would also mean less money in U.S. households, therefore leading to lower income class all around."
480,1,23.89 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Create jobs in the health care industry that both educate the employees and help the lower income families
1089,1,23.96 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",i dont think the government should play in any role of the health care. anytime the government takes part in anything with the people the quality greatly decreases. it should be the responsibility of the workplace.
1487,1,24.21 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","if the government covered the basics, then people could get private insurance for themselves or through their work to cover more severe health needs.  need to use such plans should be reduced by better basic care and therefore the cost for such plans should be more reasonable"
1003,1,23.12 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","healthcare professionals need to be thoroughly trained in order to be able to do their job in the best way possible. therefore, standards of hiring and education need to be higher in order to ensure only the best are on the job."
536,1,20.19 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Discover new ways to implement health care by observing other successful systems in other countries (i.e. London, Canada, etc.)"
535,1,22.99 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Create more jobs within health care to both fund the costs and educate those who are employed
1004,1,19.84 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",we need to educate people about ways they can take care of themselves naturally to help avoid the need for many pharmaceuticals.
1496,1,21.31 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",senior citizens should have a basic payment plan for their own healthcare since they are receiving social security money every month.
1097,1,20.04 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Reforming the patten to lower the amount of time a pharmaceutical company can hold the right to monopolies their product will help a lot
531,1,21.67 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Create a more efficient and sustainable health care provider to assist the needs of low income and uneducated families
530,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Greater reliance on preventive care
1010,1,17.95 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I think that if someone wants to get cosmetic surgery they should be able to, but at their own expense."
1510,1,21.37 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I think you should decide if you want health insurance. Thats an extra expense that is ridiculous and doesnt help us at all when we are alreadys truggling to pay bills in a hurting economy. Natural Selection- Not everybody is meant to survive.
1506,1,22.39 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Providing easily accessable, inexpensive services at the most basic levels and making the public aware of the availability seems key to reducing costs for more severe, expensive services later on."
1094,1,20.18 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I think it's people's right whether they want or do not want to have health insurance. Indeed, it is great if everyone has health insurance, but if it's not their will then there shouldn't be any unfair force to get one. Some people knows how to take care and prevent them from disease, such as eating right. This will help cutting government's budget that wanted to provide health insurance to everyone. With this money, government can use it to build more Emergency care, and that's where everyone really need because we don't know what's going to happen to us at any moment."
520,1,17.95 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",they should also remind you when you havent been to the gym in a while
1092,1,25.12 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","i am a big believer in the laissez-fare** approach to government. ""handsoff approach"" whenever the government is involved, the quality is decreased, the care is decreased, and honestly so many shortcuts are taken, that people might as well not even use it. whenever private companies do anything, the quality is a lot higher because they need you to want it, and to buy it, so they are going to make it to the best of their ability. yes it might be a little more pricey, but wouldn't it be worth it if the product was better? this is how i feel towards government controlling our health care systems, honestly the quality would suck if it were under the government hands. the only thing i think the government should help with is education. Sweden, if you are a born citizen, you get to go to college for free. this is how it should be here in America. with a smarter population, health care would take care of itself. people would be able to afford their own health care. also we might become a top country once again. i still think their needs to be competition into what college a person attends though, otherwise college would be like high school, just a right of passage."
1507,1,19.48 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I think there should be tax breaks for physicians who find actual cures for low income patients with health problems. For example if a physician can get a diabetes 2 patient off of meds (although it is not curable) to where the patient has been educated and has their disease under control or managed- government should give physicians tax breaks on this because it would cost government less to pay for a low income persons meds.
540,1,18.79 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The health care system must be affordable to all its users.
573,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",There should be better follow up care instructions and guidelines
1532,1,19.07 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","We are living in the time period of globalization. Today, nobody can really say what home is. If the number of sick people is going to be decreased then there also going to be advantages in the U.S. The society should create a global healthcare network on all continents."
998,1,19.87 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",that doesnt mean they also dont need health care.
482,1,22.6 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Eligibility for free or low cost health care depending on your economic status
1111,1,27.91 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","private companies will have the incentive of wanting their employees in their best health state, so this would make them choose a proper and effective health care plan without killing their pockets. also the fact that it is the companies job to provide for health care and not the government will help force the people who are riding on government money and peoples taxes for health and food to go out and actually look for a real job. so this in itself will decrease unemployment. lastly i agree government will have to help a little for the people who just are having bad luck with a job, but this should be a minimal hand, and for a minimal time period. at most maybe 6 months, that way people don't take advantage of our government, and make it fair for the people that work hard for their money and have to give out big taxes because other people don't have jobs. so total this would 1. increase quality. 2. decrease unemployment 3. decrease taxes. this is america, land of opportunity, not land of free-loaders."
1454,1,19.3 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Americans should be able to use the healthcare provider of their choice to improve the quality by keeping it competative
567,1,19.54 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",People with higher education should have better consideration for health care than denial off their income.
566,1,21.26 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",There should be a development of better health care programs for low to middle income families
483,1,18.89 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Provide preventive care such as t-dap, menigitis, etc. to lower income and people who are not aware of the diseases."
563,1,20.24 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Maybe better access to health care for those who don't have or can't afford medical insurance
1110,1,24.93 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","when it comes to pharmaceuticals, i think that should coincide with my previous idea that it should be taken away from the governments hand and into the hands of the companies people are employed for. along with getting health care, this should also cover medicines needed to be able to return to work healthy. employers don't want to have employees being out sick all the time, so this in itself will be incentive to having a good health care company set up for their employees."
1109,1,22.99 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","i agree. the more dangerous or health-risk the job is, the more the company should help with health care."
489,1,23.16 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Provide better care for mental health in order to educate people on health care
555,1,18.91 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",There should be better payment plans in place to encourage people to pay their medical bills.
1465,1,20.9 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Mental health has to be more of a priority at the most basic levels of healthcare because of it's impact on general health and well being
1466,1,21.26 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Additional healthcare cost for people with undiagnosed/untreated depression could be reduced
490,1,22.42 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",medicine should be available at lower cost for those with lower income
1028,1,21.16 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I think it's important that the health facilities have access to quality tools such as technology. If we want it to be more available to patients, then we should start within their local health care centers."
549,1,20.75 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I think long-term care such as nursing homes for the elderly is a good thing is most cases. As long as the health care providers take caution and know how to care for them. Being in a social environment is a good thing for those people in them.
494,1,17.54 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","becoming a healthcare professional should be a little easier, as in some parts in medical school can be consolidated"
999,1,18.24 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",this is to ensure that one does not have to pay too much for healthcare. only if it's needed.
562,1,21.26 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",There shouldn't be such a difference in earned income between hospital physicians and private practice physicians
644,1,19.5 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",lower the cost of birth control
1396,1,21.43 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Those who cannot afford health insurance should still be cared as if they had it as well for they are still paying for the cost.
868,1,21.46 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",and somehow provide education on health care because there's hundreds of people who don't know anything about health care
788,1,20.04 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Psh, nah man, that would be way too slow. An alien invasion, however, can glass planets. A symbiot would be stuck to a single city."
1264,1,20.86 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I agree. Older people should be qualified to pay a range of nothing to about 2% of the medical expenses.
1265,1,21.26 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The Ambulances should be free and covered by the government same as police departments and fire departments.
880,1,18.52 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",It is important that we fund more on technology because it plays a big role in our health.
1195,1,23.32 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","In a case of an emergency , such as someone who got shot , the patients should be admitted in the emergency room even if they don't have or carry health insurance. The cost of the surgeries and medical expenses should be determined according to the person's income , and an aid program should be available if the patient is needy or have low income."
1194,1,19.89 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Health care should be limited for those who misuses it. An example, buying drugs or medicine and use them in an illegal matter in a way to experience pleasure (getting high)."
1193,1,22.93 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The government should build more health agencies in many different areas around the USA that will provide all sorts of different health services ranging from check-ups to surgeries.
888,1,22.4 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","the American health care system is too expensive and people should be able to afford it and everyone should have a right to receive health care, it's like $100 more in the US than other countries such as France, Canada, and Spain."
891,1,22.22 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","everyone should receive the same amount of health care services, but the price of insurance and things like that should be determined by your income."
766,1,20.56 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","So should this healthcare system be free to low income and middle class, and have a fee for those that don't qualify? But making preventive care available to everyone."
1289,1,20.56 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The Health Care system first choice should not be pharmaceuticals unless the remedies and holistic way does not fully work on patients.
1290,1,23.12 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I think the health education is great. The years and experience needed to be in Health Care helps make the overall health care great for the people that are in need.
892,1,20.53 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","to make the American health care system fair, you should be able to pay for things according to your income."
758,1,18.45 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Give free exercise programs for people with diabetes.
1190,1,24.07 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Health care should be more funded by the government ; the government should purpose a large budget for health care.
756,1,19.54 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I mean seriously, my trip to the doctor, which included scans, cost less than my dogs vet bill."
1294,1,19.54 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Technology from back then to now have improved so much. I think that the technology aspect of the Health Care is great.
1297,1,22.6 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Health care is a topic that not most Americans really take the time to think about. Health care is what keeps us going when our body is shutting down.
1299,1,19.19 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Patient's should always be taken care of 100 percent with care and patience.
895,1,22.22 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","that would help a lot of people because at times one still has to pay something for a medical procedure and paying something reasonable, in regards to their income, is more convenient than paying a price that is way more than what that person can make in years of working."
1301,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Everything can always use a little improving including our Health Care.
1189,1,25.56 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",All health care providers and agencies should accept health care insurance and medicate insurance.
1307,1,19.35 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",i believe that everyone should receive equal healthcare insurance but in order to get there we have to make certain sacrifices but i don't know where to start.
1188,1,21.26 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","health care should be free for the needy families, those whom have low income and have large family."
898,1,21.3 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","if an individual, doctor or nurse, makes a medical error and it results in the death of a patient, that person should be punished heavily. the higher consequences would make the health care providers extra careful when treating patients"
1187,1,23.5 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","in addition that health care should be available to everyone , a small fee should be charged for applying for receiving health care that everybody can afford."
1261,1,23.7 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","a very good point. But in the same time , everyone should have the right of living ; the people in commas should be treated as any other hospitalized patient. Health care should provide the medical expenses for that patient and ask the family if they contribute for the paying , if not , then the costs are waived. I am not sure for how long is the period where we give up on people in commas."
1186,1,19.87 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Health care should be available to everyone.
795,1,18.71 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Yes, North Korea is threatening to bomb us. Some kind of vaccination will be really helpful."
1207,1,26.31 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","low income families should have healthcare, but at a cost. perhaps there should be a calculator to calculate income/healthcare cost. nothing in the world is free, and it is irresponsible to give people the illusion that healthcare is a free service."
848,1,23.51 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","If there were a way to ensure that a person could afford medical services with a ratio proportionate to their income, this would be fantastic. What if there were an option on tax forms (or somewhere convenient where everyone has the opportunity to) where it gives the option to donate towards lower income surgeries?"
844,1,20.24 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",technology plays a major role in health care
843,1,18.93 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",taking care of ourselves prevents a lot of problems
850,1,21.51 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","If medical/dental students' curriculum/credits were required working in university-funded clinics more widely for training, practice, and cheap community charity, it could be used as a tool for lower income families to access a lower level of health care (even a cheaper one) that they otherwise wouldn't have a chance to receive."
1217,1,19.88 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",The cost of medicine should be reduced to the very very bare minimum for those who need it to stay aalive
837,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",more people would be able to afford health care
1219,1,26.59 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","There should be a continue growth of health care providers so the ""competition"" aspect of it would lower the cost of health care."
1220,1,19.1 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",preventive care should increase in order to decrease the doctor visits in the future. say new borns and even during the pregancy state. the mother should be given everything needed to have a healthy baby.
1222,1,23.0 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",There have been instances where a family is not being helped because they have no insurance and the hospital is unsure if the family can pay the money. Health care should be provided in order to decrease the amount of deaths in America. Hospitals should help those in need if they are willing to sign a contract saying they will pay in time.
832,1,19.14 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",everyone should have an opportunity/right to receive health care
1223,1,20.73 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",This is very true. Many people in poor families do not go to the doctor unless they are very ill and may not be able to pay the full amount for health care. These costs should be reduced so that the death rate decreases in America.
828,1,20.37 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",health care workers should be paid more
1224,1,21.0 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","In other countries, health care does not cost as much and citizens are able to go to the doctor whenever they need it. I have heard of instances when people from other countries go to the doctor just to treat a minor cold. America's health care system needs to have a lower price on service and medicine at hospitals."
826,1,19.58 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","universal health care should not be available in the US because people who do not work already depend on welfare. If universal health care is passed, then these people would also depend on that"
1226,1,20.34 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I completely agree. Prices of health care does not vary so a person that makes an average of $300,000 annually pays the same amount for health care as someone who earns $30,000. Without insurance, no help is provided. Not many people from unwealthy families can pay for the necessary help."
854,1,19.88 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",health care plans should be taught in high school. i have no idea about any aspect of it
817,1,18.25 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","there should be more education about medical procedures and surgeries, for example, some operations that cost a lot of money are not really necessary, but the individual may feel that he or she does not have a choice, so they go through with it and end up in high debt.  sometimes doctors won't say anything because thousands of dollars to their bank accounts would do them no harm."
1236,1,19.89 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I think it should be covered by the health care. If anti pregnancy pills didn't work , which happened in many cases , health care should be available for such situation."
1238,1,19.85 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","I agree! that can lead to extra examines and procedures that can be costly and unnecessary, raising the medical bill expenses."
1242,1,23.22 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","The patients whom are in commas on life support, can not pay for there care, but its up to there love ones and when they cant pay, what happens to them. the doctors have little clue when or if they will ever wake up. and a lot of times some give up hope and pull the plug."
1243,1,19.21 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",I think that until it is absolute certain that a patient in a comma on life support is comptely loss than healthcare should cover them
808,1,21.64 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",free health care services for college students on campus
1247,1,23.1 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",It should not cost so much for an ambulance to come to an emergency. Many people call the fire department instead of the ambulance because they both take you to the hospital but one is free and the other costs hundreds of dollars.
1249,1,20.79 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",your health is in danger as you age. So health treatment should be cheaper for older people. Especially because most of them are retired and do not have  source for money besides their retirement money.
804,1,22.42 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",the higher income the better health care services
1251,1,19.54 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","if the hospital bill is going to continue to be high, check ups should be free and the pharmaceuticals should be much cheaper."
