Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
845,1,23.21 %,"insurance, pay, money, work, free, company, service, high, family, price","doctors and nurses need to have a passion for their work/job, some are just there for the money"
846,1,26.84 %,"insurance, pay, money, work, free, company, service, high, family, price","Adding onto this, I think that employers should provide health care services of some sort to all regular employees. Ideally the government would provide a basic, low-cost health care service to all citizens while employers included better (possibly more advanced/higher coverage) plans in addition to it."
848,1,25.44 %,"insurance, pay, money, work, free, company, service, high, family, price","If there were a way to ensure that a person could afford medical services with a ratio proportionate to their income, this would be fantastic. What if there were an option on tax forms (or somewhere convenient where everyone has the opportunity to) where it gives the option to donate towards lower income surgeries?"
1472,1,23.17 %,"insurance, pay, money, work, free, company, service, high, family, price","agreed, some people may take advantage of this system though and ""forget"" to pay on time, so maybe setting regulations like if you miss payment twice then you have to come up with the payment in full for all medical expenses. if this happens more than 2 times, then you wont have the ability to use the payment plan option"
856,1,23.86 %,"insurance, pay, money, work, free, company, service, high, family, price","More useful everyday skills should be requirements to be taught in school. (Budgeting, balancing checkbooks, automotive, how to apply for jobs, writing resumes/cover letters, insurance, self-medical care, etc.)"
1487,1,31.18 %,"insurance, pay, money, work, free, company, service, high, family, price","if the government covered the basics, then people could get private insurance for themselves or through their work to cover more severe health needs.  need to use such plans should be reduced by better basic care and therefore the cost for such plans should be more reasonable"
1470,1,22.59 %,"insurance, pay, money, work, free, company, service, high, family, price","we cant punish those who make more money, wanting what they have should be a reason to work harder and i think pushes some people to achieve better things for themselves in life."
802,1,22.96 %,"insurance, pay, money, work, free, company, service, high, family, price",Emergency services have been very pro-active during the Boston Marathon bombings and Waco Fertilizer explosion.
1503,1,26.8 %,"insurance, pay, money, work, free, company, service, high, family, price","Building on this, there should be an incentive plan for those who engage in healthy behavior.  For those ppl that take advantage of such exercise facilities, they should get free/discounted basic preventative services from the facility.  Engaging in healthy exercise should make them need less advanced healthcare.  The free/discounted additional medical services would be another incentive to engage in the exercise.  They would have to actually use the exercise facilities not just belong to receive the reward"
753,1,35.59 %,"insurance, pay, money, work, free, company, service, high, family, price",Have insurance companies provide cheaper rate plans so people won't have to worry about paying too much for their medical bills or have insurance companies provide free insurance for lower and middle class individuals.
766,1,22.96 %,"insurance, pay, money, work, free, company, service, high, family, price","So should this healthcare system be free to low income and middle class, and have a fee for those that don't qualify? But making preventive care available to everyone."
768,1,24.14 %,"insurance, pay, money, work, free, company, service, high, family, price","Include dental plan in healthcare system, if not free, then for a reasonable price."
769,1,24.23 %,"insurance, pay, money, work, free, company, service, high, family, price",People who begin a healthier lifestyle or loose weight under the healthcare system should pay less for healthcare coverage.
771,1,21.25 %,"insurance, pay, money, work, free, company, service, high, family, price","Maybe make obese concentration camps. Once their BMI gets below obese, they can leave."
1513,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price",free emergency healthcare should not be made available to patients 85 and older
1502,1,26.96 %,"insurance, pay, money, work, free, company, service, high, family, price","There are already programs at the major pharmacies for returning non-used Rx because of the negative environmental impact to the water supply.  Obviously, there needs to be more/better publicity for these services.  Possibly a small incentive like discounts or coupons would get more ppl to participate"
782,1,25.09 %,"insurance, pay, money, work, free, company, service, high, family, price","Start injecting a substance that turns bone into metal, yet still has the same effect as normal bones. That way, impossible to break your bone."
1510,1,21.54 %,"insurance, pay, money, work, free, company, service, high, family, price",I think you should decide if you want health insurance. Thats an extra expense that is ridiculous and doesnt help us at all when we are alreadys truggling to pay bills in a hurting economy. Natural Selection- Not everybody is meant to survive.
1509,1,24.5 %,"insurance, pay, money, work, free, company, service, high, family, price",Child Protective Services shoukld be monitroed more closely because they always seem to force feed kids with pharmaceuticals such as antidepressants. I can only imagine how much money is spent trying to cure a kids negative experiences through drugs that never solve the problem. CPS' budget for meds should be cut so they can find better solutions that cost less.
791,1,21.57 %,"insurance, pay, money, work, free, company, service, high, family, price",Then everyone would be superhuman.
792,1,21.57 %,"insurance, pay, money, work, free, company, service, high, family, price",Works for me.
1506,1,26.2 %,"insurance, pay, money, work, free, company, service, high, family, price","Providing easily accessable, inexpensive services at the most basic levels and making the public aware of the availability seems key to reducing costs for more severe, expensive services later on."
1504,1,24.59 %,"insurance, pay, money, work, free, company, service, high, family, price",There would have to be an incentive because insurance companies most likely would not want to cover such Rx eventhough it would be to there advantage saving payments for more costly procedures later on.
785,1,22.02 %,"insurance, pay, money, work, free, company, service, high, family, price",Offer free vaccinations for all diseases.
1033,1,23.73 %,"insurance, pay, money, work, free, company, service, high, family, price","we have different healthcare plans and providers now, they just don't work. they need to find a plan that will save money and help the people."
865,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price","if anyone is sick, whether they have insurance or not, they should be able and have the right to receive emergency room services"
1464,1,24.51 %,"insurance, pay, money, work, free, company, service, high, family, price","Eventhough specialist have spent more on education, the difference in what they make & what the GP makes for seeing more of the population is unreasonable.  I don't believe in price fixing either by the gov't or insurance companies, but there has to be some way to bring their incomes more in line"
955,1,23.73 %,"insurance, pay, money, work, free, company, service, high, family, price",health care coverage should be reevaluated and should only cover essentials as to not cover so much and make us pay more
960,1,23.21 %,"insurance, pay, money, work, free, company, service, high, family, price",doctors should not be influenced by outside sources such as politics and industrial companies
961,1,26.67 %,"insurance, pay, money, work, free, company, service, high, family, price","the people with the least income should have the highest ""benefit"" from government run insurance companies such as Medicaid and Medicare"
966,1,25.0 %,"insurance, pay, money, work, free, company, service, high, family, price",everyone deserves equal treatment regardless of income or insurance benefits
968,1,25.42 %,"insurance, pay, money, work, free, company, service, high, family, price","A general and affordable insurance plan should be made available to every citizen of the US; it might be costly, but everyone needs some sort of healthcare."
971,1,25.86 %,"insurance, pay, money, work, free, company, service, high, family, price",There would have to be a set price. Visiting the doctor because you have the flu versus because you have allergies would not be a fair price.
1429,1,24.58 %,"insurance, pay, money, work, free, company, service, high, family, price","insurance should cover all surgeries if the surgeries are necessary/mandatory. i know that getting your tonsils out isn't covered by insurance because they find it isn't necessary, but for some cases it may be. they shouldn't be able to put a general NO to surgeries, it should be decided individually for each case."
977,1,23.71 %,"insurance, pay, money, work, free, company, service, high, family, price",Very true. Not very many people are educated health-wise. Health programs and lectures should be given in the workplace to employers and employees no matter where they work. This should be a part of orientation when someone begins a new job.
985,1,23.35 %,"insurance, pay, money, work, free, company, service, high, family, price",The doctor would loose to much money if they did that. Then the cost for everybody would go up.They can offer them at cheaper prices and then have easy payment plans.
986,1,22.02 %,"insurance, pay, money, work, free, company, service, high, family, price",And then the regular people would be the ones that would suffer from the higher prices the doctors would have to then use.
1411,1,23.79 %,"insurance, pay, money, work, free, company, service, high, family, price",Services at the emergency are ok but it could be better. THe employees that are in the front of the building to greet people could use a training course on how to handle others and such things. HOw you talk to people is a reflection about who you are as a person and it shows what type of people work for the company and all in all you may loose business because of it.
1404,1,22.4 %,"insurance, pay, money, work, free, company, service, high, family, price","well maybe, many will either die from malnutrition or unattended paid treatment and such but i think it will make people look for jobs and be more mindful about themselves instead of always relying on the government to help them all the time"
1018,1,28.81 %,"insurance, pay, money, work, free, company, service, high, family, price","Having to pay higher taxes would also mean less money in U.S. households, therefore leading to lower income class all around."
1029,1,27.52 %,"insurance, pay, money, work, free, company, service, high, family, price","Health care needs to have more specific policies that would fit individual people's needs. If there's a family of 3 or a family of 17, there should be different and specific policies and/or insurances that can cover them on what they need in ways that are affordable and essential."
983,1,28.96 %,"insurance, pay, money, work, free, company, service, high, family, price","A lot of people could take advantage of this though, if they are not required to pay promptly. They could prolong and keep prolonging the time to pay for their visit and end up never paying at all. The US could lose a lot of money."
867,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price","changing the policy on having to pay a ""co pay"" when you go to the doctors"
944,1,24.63 %,"insurance, pay, money, work, free, company, service, high, family, price","yearly vaccines should be made affordable, and prices should be limited for those who have large families and small pay"
934,1,21.83 %,"insurance, pay, money, work, free, company, service, high, family, price",the doctors should get benefits if they handle emergency cases not cosmetic ones
871,1,22.64 %,"insurance, pay, money, work, free, company, service, high, family, price",people who work should have more benefits than those who don't
881,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price",Some people do not know what their insurance covers so it is important that everyone should learn about it
882,1,23.05 %,"insurance, pay, money, work, free, company, service, high, family, price",Insurance companies sometimes scam their customers.
1457,1,25.0 %,"insurance, pay, money, work, free, company, service, high, family, price",companies should be incouraged to self insure their employee through government inscentives.  This should also make them for competative by attracting more & better employees
891,1,23.33 %,"insurance, pay, money, work, free, company, service, high, family, price","everyone should receive the same amount of health care services, but the price of insurance and things like that should be determined by your income."
892,1,23.73 %,"insurance, pay, money, work, free, company, service, high, family, price","to make the American health care system fair, you should be able to pay for things according to your income."
936,1,26.23 %,"insurance, pay, money, work, free, company, service, high, family, price",insurance should not be forced on everyone if it is going to put them out of work or lessen their hours because it'll only harm them in the long run with less money and no insurance.
895,1,28.11 %,"insurance, pay, money, work, free, company, service, high, family, price","that would help a lot of people because at times one still has to pay something for a medical procedure and paying something reasonable, in regards to their income, is more convenient than paying a price that is way more than what that person can make in years of working."
1445,1,23.18 %,"insurance, pay, money, work, free, company, service, high, family, price","I agree. All health care should also be equal price, no matter if you have different medical insurances."
918,1,24.53 %,"insurance, pay, money, work, free, company, service, high, family, price",insurance needs to be more affordable and better coverage
919,1,32.35 %,"insurance, pay, money, work, free, company, service, high, family, price",private pay should not be way less than if you pay for the doctors visit with insurance. to have to pay high monthly premiums and then pay high deductibles at the doctors place is draining peoples money
927,1,31.56 %,"insurance, pay, money, work, free, company, service, high, family, price","getting a loan specific for medical bills should be easier, they should only work if its medical, not cosmetic or for buying anything else. and they should not have interest rates for the first 6 months to a year, after that a very low one so that the people can pay off their medical bills faster"
929,1,24.19 %,"insurance, pay, money, work, free, company, service, high, family, price","doctors should not get big bonuses for taking insurances, like medicaid or medicare, they over do work so they can get paid from the government and then ultimately it hurts the people"
933,1,21.26 %,"insurance, pay, money, work, free, company, service, high, family, price",doctors should not be able to discriminate against an emergency surgery or cosmetic surgery- if the emergency one cost less they should have to treat it the same as they always did
1453,1,26.11 %,"insurance, pay, money, work, free, company, service, high, family, price",The government should offer a basic healthcare coverage policy to all Americans regardless of employment or income level.
1625,1,22.81 %,"insurance, pay, money, work, free, company, service, high, family, price","Private insurance will never go away, at the end of the day the rich should not be penalized for success."
1280,1,23.21 %,"insurance, pay, money, work, free, company, service, high, family, price",Or maybe everyone should have a given free set of emergency pills / medicine for their home or whatever.
427,1,24.14 %,"insurance, pay, money, work, free, company, service, high, family, price","Money as in, decrease unneeded costs such as political position salary rate"
126,1,30.28 %,"insurance, pay, money, work, free, company, service, high, family, price","I disagree.  There will still be med. insurance companies because ""free healthcare"" equates to free checkups, minor things, shots, and education.  It doesn't mean that the government will foot the bill for everything; people will still need insurance or private pay for those costly treatments that aren't ""basic.""  Also, I think that better health for our 375+million citizens is/will be more of a top priority that the 25+million people who work in insurance..."
439,1,22.81 %,"insurance, pay, money, work, free, company, service, high, family, price",employees should not be allowed to work shifts that are too long since it could make their judgement hazy.
127,1,26.48 %,"insurance, pay, money, work, free, company, service, high, family, price",We would be taxed that taxed money goes to the government to distribute to medical facilities. Doctors ALWAYS get paid regardless of what it cost the patient. For example My co-pay is $10 per doctor visit... but the doctor gets $150 per visit. Even if it's free like at community clinics they get paid by the government. This is excluding volunteers of course.
1889,1,24.28 %,"insurance, pay, money, work, free, company, service, high, family, price",lower interest rates on insurance
132,1,21.57 %,"insurance, pay, money, work, free, company, service, high, family, price",All in one insurance
1886,1,25.35 %,"insurance, pay, money, work, free, company, service, high, family, price",make healthcare affordable to those who do not have insurance. have a standard chart in every practice that shows what percentage of medical operation is done based on the family's income.
1706,1,24.27 %,"insurance, pay, money, work, free, company, service, high, family, price","Maybe if schools or companies were offered some type of tax break for promoting or offering eduction on healthier lifestyles, everyone loves a good tax break."
1882,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price",make birth control over the counter for women eighteen years old and up
1708,1,30.37 %,"insurance, pay, money, work, free, company, service, high, family, price","I agree. Insurance needs to be simplified and dealt better. However, I think it is more the company's faults. It needs to be straight forward without any loopholes or catches that make it difficult to process. But I do not believe it should be given by the government for every individual. The rich pay for the better healthcare just as we all choose to pay for the cheaper or full coverage on auto insurance."
1696,1,32.11 %,"insurance, pay, money, work, free, company, service, high, family, price","I do not know much on how the current insurance works, all i know is i dont have medical. What i do know is people will complain either way. I was 8 yrs military, insurance was free.. and us enlisted and spouses complained complained complained about how crappy the service was and how long it took to be seen. I think 80 percent of the people i know said ""Cant wait to drop tricare and pay for my own insurance and get better care"" I was one of them... here i am now... 2 years out.. no medical. Somehow insurance needs to have many plans .. heck pet insurance has silver gold and platinum, my dog has health insurance and I do not. Why can humans not have simplified levels of care?"
285,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price",equal rights for sure across the board and across stratification levels in society
1720,1,22.84 %,"insurance, pay, money, work, free, company, service, high, family, price","What about modeling the ER like the DMV. You go to a computer, choose why you are there ""Flu like"" ""broken bone"" ""back issue"" ""who the heck knows"" Let certain nurses deal with said cases, to help stream line the process. Steam line is bad you say... not when over 80% of the people in the ER do not need to be in the ER its a good filter."
412,1,27.69 %,"insurance, pay, money, work, free, company, service, high, family, price","companies should provide sufficient funds for people accidents, especially common accidents in the particular work place. some avoidable accidents, however, shouldn't be paid for by the company completely"
161,1,24.86 %,"insurance, pay, money, work, free, company, service, high, family, price","The Health Care System right now is forcing too much upon the people and businesses as well. The main concern shouldn't be making every single person in American pay for every service that most will not use just so that a few can take advantage of it. The main concern should focus on helping the lower class who needs the services, obtain the standard of living that can provide them. Instead of throwing billions of tax dollars into food stamps and welfare checks, focus that money into creating the mass amounts of jobs that encourage the poor to get back on their feet, rather than giving to them handouts that encourage laying down."
409,1,23.33 %,"insurance, pay, money, work, free, company, service, high, family, price","cheaper prices on all things that are not self-inflicted i.e. cancer, broken bones, non-emergency care issues"
1724,1,23.29 %,"insurance, pay, money, work, free, company, service, high, family, price","Pass a bill so that no matter how much the budget is cut health care can not be touched... Or lets stop giving Israel, Egypt, Africa ..millions a day in ""aid"" and put that toward our own people!! We can complain about Americans but its Gov that is control of the funds without the money what can be done?"
1867,1,28.57 %,"insurance, pay, money, work, free, company, service, high, family, price",have insurance companies not turn a family down for an insurance plan (or make them pay ten times more than they should) if there is a pre existant disease in the family
1727,1,26.32 %,"insurance, pay, money, work, free, company, service, high, family, price","Insurance lottery, your number gets drawn that month you get a discount on a visit"
405,1,22.64 %,"insurance, pay, money, work, free, company, service, high, family, price",all Americans should be given health insurance
166,1,22.6 %,"insurance, pay, money, work, free, company, service, high, family, price","Provide more options for the lower class, middle class, and upper class to balance out what they can make out of what they have."
152,1,23.21 %,"insurance, pay, money, work, free, company, service, high, family, price",Increase taxes and use that money to provide universal healthcare
1893,1,24.07 %,"insurance, pay, money, work, free, company, service, high, family, price",more willingness to work with payments for those that don't have insurance
1894,1,23.63 %,"insurance, pay, money, work, free, company, service, high, family, price","Perhaps paying doctors according to how well they do and how many people they treat actually get better in the end. For example, increased pay if nearly 90% of the people who came to that doctor became healthy again and reduced pay if it is at a particular percent."
120,1,26.47 %,"insurance, pay, money, work, free, company, service, high, family, price","It sounds okay, but let's take the flu example. The cost/demand of vaccines will take a toll on payment. We can't cover everyone. However unless you're talking about visits being free then I see a possible idea, but providers won't be happy and will see it pointless to continue their practice if they aren't be paid."
91,1,36.56 %,"insurance, pay, money, work, free, company, service, high, family, price","i dont think that when you insurance that you are paying for services that you wont use.  just like car insur. you buy it because if ever you need it, it will be there.  you are paying for reassurance/stability/future help; not for something you wont need or ever use.  same with healthcare and insurance.  every should PAY SOMETHING just to be prepared.  make a separate item/deduction/tax on our paychecks so that we pay a little more to be safe.  and for people who can't afford to pay/dont work because sick/old/disabled, then either put into place more restrictions/people to monitor EFFECTIVELY there status for not working by way of sick/old/disabled to make sure that if anything changes, i.e. they become able-bodied, then the get to work to help out the others/pay it forward.."
92,1,22.06 %,"insurance, pay, money, work, free, company, service, high, family, price","i dont think that another country's plan will necessarily work for the U.S.  every country is different; maybe they start their youlth/middle aged/elderly off on different tracks/have different ideologies that are DIFFERENT from the U.S.;  find what works here then do it.  and if that means trying out a dozen different things before we get that lucky 13th, then thats what we should do."
97,1,28.01 %,"insurance, pay, money, work, free, company, service, high, family, price","Denmark is happiest country in the world; meaning Denmark has the happiest citizens. They have free healthcare, absolutely free regardless of who you are no questions asked. They also have a 15% tax rate meaning 15% of their money goes to the government. Is the trade off worth it and will people be willing to make that sacrifice?"
1668,1,25.06 %,"insurance, pay, money, work, free, company, service, high, family, price","Want to save money? Pull the plug on those on life support. I know that's mean but why are we wasting hundreds of thousand of dollars and man hours tending to someone who is going to pass anyway? Because the family has that choice i know. But change it. Allow a max of 12 months on life support.. after that the family has 2 options, pay for it out of pocket (no more insurance) or pull the plug. As of now if long term care or intense care costs to much insurance already says they will only pay for a lesser quality of care, the logical next step is to just terminate that care."
99,1,24.59 %,"insurance, pay, money, work, free, company, service, high, family, price","okay I see where you are coming from, but how do we get people to pay? Some people are just skimming the ice making what they can for their families, so they feel the need that some bills don't need to be paid. We can't just force them, or can we??"
490,1,23.64 %,"insurance, pay, money, work, free, company, service, high, family, price",medicine should be available at lower cost for those with lower income
100,1,25.33 %,"insurance, pay, money, work, free, company, service, high, family, price","I honestly don't know anymore. My ideas now are coming from a futuristic book I've read once where everyone was split into districts and they produced what they could in that area. Maybe we could do the same, but instead we'd be split based on income and needs. We pay for what we can afford, and we receive what we put effort into...I know it's sketchy though because some of us deserve more than what we work now based on previous efforts, so maybe we can accommodate that too...???"
101,1,25.45 %,"insurance, pay, money, work, free, company, service, high, family, price","I agree, but we need to be cautious about how many systems we adopt because eventually we might burn out and people won't be happy if we continue to constantly change our system...?"
482,1,22.98 %,"insurance, pay, money, work, free, company, service, high, family, price",Eligibility for free or low cost health care depending on your economic status
480,1,25.0 %,"insurance, pay, money, work, free, company, service, high, family, price",Create jobs in the health care industry that both educate the employees and help the lower income families
479,1,25.86 %,"insurance, pay, money, work, free, company, service, high, family, price",Make health insurance more accessible and open to lower income families
474,1,22.03 %,"insurance, pay, money, work, free, company, service, high, family, price",Eliminate Medicaid and create a more stabilized system that works across different types of incomes not just the poor
472,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price",Provide more ER's in low income regions for better convenience
104,1,27.95 %,"insurance, pay, money, work, free, company, service, high, family, price","Force is a harsh word, but yes, I think that people who don't have healthcare or don't pay/have the means to pay their bills should be forced.  Single/divorced parents ask the courts to have the other parent pay; the other parent's wages are garnished; the petitioner get his/her owed child support.  The same could/should be done with society and medical bills.  A family may just be skimming by with their most/more important bills, but $5 or $10 a month will, eventually, get their bills paid and will help cover the costs that they use.  Over time, the health profs., drs., nurses, etc. will have more funding available and so we can stop the decline in health care and begin with an incline."
106,1,22.95 %,"insurance, pay, money, work, free, company, service, high, family, price",That's a good question- will people of the US be willing to pay the tax rate that will enormously help provide free healthcare for all citizens?
110,1,42.31 %,"insurance, pay, money, work, free, company, service, high, family, price","To be honest, 15% is probably the median when it comes to healthcare costs at the moment.  We pay about $200/month for our family's insurance and that is about the same percentage in how much my wife brings in/month.  If everyone has to pay a higher tax rate, I would be somewhat upset because then I would be paying more a month.  But if we really think about it, with the amount that we pay in taxes and insurance /month, if you have insurance or work, will most likely be the same amount.  For some cheaper (if you have a low paying job), and for some more expensive (if you have a high paying job or multiple incomes).  Yes we would be paying ""more,"" but the quality of health care would go up because they have their money/the funds to adequately treat and prevent and wouldn't have to worry about money."
1686,1,23.81 %,"insurance, pay, money, work, free, company, service, high, family, price","Hospital workers don't necessarily need more money to be better, just to feel more appreciated by us.  Making someone feel appreciated could work better than just more money and people will feel like the work they do is worthwhile."
116,1,29.36 %,"insurance, pay, money, work, free, company, service, high, family, price","So let's talk about free health care. It sounds fantastic! I would absolutely love to have free health care in the US, but we have never had free health care. Does anyone realize how many jobs would be lost? There would be no more medical insurance companies... Do you realize how many people are employed there? Also the quality of medical care would go down, the general attitude of medical staff would be ""well I'm getting paid anyway."""
1691,1,21.9 %,"insurance, pay, money, work, free, company, service, high, family, price","This might sound crazy but we could establish new ""holidays"" like every month is celebrating some sort of health aspect and for each month there could be sales on medications, doctor appointments, emergency room services, mental health, while also educating the people."
449,1,22.22 %,"insurance, pay, money, work, free, company, service, high, family, price",lean towards more natural sources of medicine
117,1,28.21 %,"insurance, pay, money, work, free, company, service, high, family, price","The way free health care works in other countries is that people still have insurance in case of very serious cases, however, free healthcare is administered to people to educate them on how to take very good care of their bodies and not attain very contagious diseases. for example the general check-ups and the occasional flu will be treated under the free health care system. But, emergencies will require a valid health insurance. by doing this the price of prescription drugs will be elevated and insurance might be able to cover this; so it will still be necessary to have insurance."
1865,1,25.99 %,"insurance, pay, money, work, free, company, service, high, family, price",have insurance companies be more open and upfront with all their conditions on their plans
90,1,38.69 %,"insurance, pay, money, work, free, company, service, high, family, price","i dont think that a different outlook or perspective will change health care that much if any.  someone who has less of an income than one who is overly wealthy are still both logical thinking people.  what it comes down to is that healthcare profs. have budgets.  users of health care services have bills.  if bills are paid, then budgets stay the same or increase.  if bills aren't paid, then budgets are lowered.  when budgets are lowered then so are services, treatment quality, staff...it's all connected and eventually plummets because hospitals/healthcare has to pay to people to work. if they can't pay because ""users"" dont pay their bills, then everything goes to crap....make people pay their bills, (either hold them personally reliable if no insurance, hold the insurance if they have it or make people HAVE insurance so that somewhere, someone can get paid and continue to work."
175,1,22.22 %,"insurance, pay, money, work, free, company, service, high, family, price",Limiting the covered operations of a given program.
178,1,25.76 %,"insurance, pay, money, work, free, company, service, high, family, price","The benefits or welfare checks are supposed to be in effect for the person receiving it for certain amount of years, I think that's a max of 5 years to be in the program. I do think it should be harder for it to gain those benefits or put more guidelines and rules to keep getting welfare."
330,1,26.56 %,"insurance, pay, money, work, free, company, service, high, family, price","i have recently learned that obama passed a law for birthcontrol to be free, i believe if you have insurance, so i believe everyone should have a fair chance of free birthcontrol like people with insurance."
250,1,28.81 %,"insurance, pay, money, work, free, company, service, high, family, price","I agree with your comment. Dietary medications is there as a fast way to lose weight. It is not the best way, or the most safe way to lose weight either. Its there to the people with the available resources to acquire such medications. Losing weight in gyms or by a diet is considered to be to slow. People fail to realize that losing weight via diet or exercise has many secondary benefits. Benefits you can't achieve by using medications"
326,1,21.85 %,"insurance, pay, money, work, free, company, service, high, family, price",There should also be diversity in workers because it might be easier for patients to interact more with workers that are from same place. Increase diversity.
325,1,22.41 %,"insurance, pay, money, work, free, company, service, high, family, price",The workers of the hospitals should be friendly and reliable because many of them dont smile and it does really hurt the reputation of the hospitals.
324,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price","Basically, everything revolves around money so they should think first about how to distribute money."
1775,1,32.8 %,"insurance, pay, money, work, free, company, service, high, family, price","Doctors really don't get paid as much as you'd think. Their salary is paying off their tuition for grad/med school as well as all the different types of insurance to cover them. On top of that, if they have a private practice, they have to pay for staffing and leasing the building and bill just on that- thus the reason they partner up. Eventually their salary pays off. But you get paid for the amount of work you put in. 12 years of school, you worked hard for that money so why strip it away? That's why it's not for everyone. If it were easy, everyone would be doing it."
321,1,21.84 %,"insurance, pay, money, work, free, company, service, high, family, price",The waiting is too long for emergency care. May be they should start improving with the emergency unit first.
318,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price",Legalize abortion in all states and make it more affordable.
1823,1,21.57 %,"insurance, pay, money, work, free, company, service, high, family, price",Better service in the ER
247,1,25.21 %,"insurance, pay, money, work, free, company, service, high, family, price","I think one way people could be motivated to live healthier lives is for insurance companies to give customers discounts or other perks for being in good health (low cholesterol level, not over weight, etc)."
312,1,21.9 %,"insurance, pay, money, work, free, company, service, high, family, price","It's not the rich people's fault that they can afford doctors, Americans should worry about ways to save money so that they too can afford doctors or invest that money to improve the way it is spent in the medical fields to help cure people."
1786,1,25.86 %,"insurance, pay, money, work, free, company, service, high, family, price",If tax payers fund the research than the Tax payer should benefit from research..
269,1,23.43 %,"insurance, pay, money, work, free, company, service, high, family, price",Emergency room services should be at an equal service to all patients.
1801,1,22.39 %,"insurance, pay, money, work, free, company, service, high, family, price","Due to the shortage of health care providers, I think that continuing education is a huge implementation to continue with because it forces those providers to stay up to date and knowledgeable."
1802,1,25.93 %,"insurance, pay, money, work, free, company, service, high, family, price",More services available to legal low-income families.
275,1,24.07 %,"insurance, pay, money, work, free, company, service, high, family, price",Depending on how severe someone is hurt then they should be skipped to the front of the line. If they medical attention that you need is not as an emergency then you should be willing to let others get treated first.
277,1,25.42 %,"insurance, pay, money, work, free, company, service, high, family, price","By all means if you have the money to get at the front of the line, well they better pay double so that money can circulate and it can be used for other medical expenses."
280,1,24.59 %,"insurance, pay, money, work, free, company, service, high, family, price",they should make insurance plans affordable to anyone and everyone because this is a reason why hospitals are constantly backed up. Because not everyone can afford to pay a doctor.
287,1,23.39 %,"insurance, pay, money, work, free, company, service, high, family, price",they should be given equal medical treatment even if it means most people are not being able to pay for the hospital bills.
561,1,20.78 %,"insurance, pay, money, work, free, company, service, high, family, price",Medical education should be more affordable for all ages.
1783,1,24.32 %,"insurance, pay, money, work, free, company, service, high, family, price","In order to cut cost for health care for AMERICANS, we need to stop giving free health care to those who are here illegally, on visas, or those who come for a short time for education. We as Americans pay way to much for those who take advantage of our system that was put there for the Legal American people."
243,1,22.94 %,"insurance, pay, money, work, free, company, service, high, family, price","Dietary medications is not the way to go for losing weight or to get healthy. So why not take those off the shelves and with that money make it more reductive in another way. As in schools, gyms, people."
229,1,23.08 %,"insurance, pay, money, work, free, company, service, high, family, price","McDonald's makes more money than these insurance companies, if not the same amount, maybe if we put more money into staying fit and healthy we would not need to go to the doctors for health related problems."
352,1,22.4 %,"insurance, pay, money, work, free, company, service, high, family, price","We are way to involved in foreign affairs. Like hurricane Katrina, the first people to actually show up and help were Canadian officers and Cubans I believe, where were the American federals? Something doesnt seem right there."
180,1,25.0 %,"insurance, pay, money, work, free, company, service, high, family, price","But even if more money is put into technology, more money is wanted for everything else. It is as if we can't get one thing without losing another."
385,1,27.12 %,"insurance, pay, money, work, free, company, service, high, family, price","all work places should have affordable health insurance for their employees, key word being affordable."
383,1,21.67 %,"insurance, pay, money, work, free, company, service, high, family, price","pharmaceuticals should be made more affordable, many people go to the doctor and know what is wrong with them, but sometimes, the required pharmaceuticals are out of their price range."
199,1,25.0 %,"insurance, pay, money, work, free, company, service, high, family, price","Finances shouldn't be so high once you get your bill from your recent hospital visit, so i think the bill paying should be paid only if the heavy or important things were used while at the hospital. If the physician didn't use important equipment then the bill shouldn't be so expensive."
200,1,33.33 %,"insurance, pay, money, work, free, company, service, high, family, price",Insurance should come in different levels sort of like today but different. The first level is free for everyone and the next levels you would have today. The free package will still be treated as to the other packages. With the free package you still would get great service and quality. In the other packages the differences will be your family can stay all together as one health insurance verses your child leaving when they are 19.
1748,1,22.64 %,"insurance, pay, money, work, free, company, service, high, family, price",I've heard in UK you get braces for free?! why cant US do that?
1750,1,27.98 %,"insurance, pay, money, work, free, company, service, high, family, price",insurance companies shouldnt have a miniumum deductible. whats the point of even having insurance then?
204,1,23.64 %,"insurance, pay, money, work, free, company, service, high, family, price",What kind of levels should they have? Since you already have explained they are similar to the ones we already have today?
374,1,23.33 %,"insurance, pay, money, work, free, company, service, high, family, price","healthcare should be made to understand, not worrying if you have the best insurance plan or if the doctor you like does not take your insurance; such as PPO, HMO, etc..."
1754,1,21.43 %,"insurance, pay, money, work, free, company, service, high, family, price",Having medicaid and chips still isnt decently cheap or at a good price.
370,1,21.82 %,"insurance, pay, money, work, free, company, service, high, family, price","put money into healthcare, and child development"
1756,1,23.21 %,"insurance, pay, money, work, free, company, service, high, family, price",we pay a lot of money for doctors. The availability of them should increase.
