Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1154,1,18.89 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Or they could get bonus checks that contain all of the money they saved by being healthy to show that staying healthy pays off.
192,1,19.16 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",In grocery store have them show the healthy alternatives of the items they buy
1153,1,16.93 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",They could also take a little away from their insurance for every couple of pounds they are over weight.
170,1,19.88 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Also have a guidance counselors for boys so they will know how to practice safe sex if chooses and let them be aware that sleeping with multiple partners could lead to risk of STDs and other things
193,1,26.82 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",An advertise program that has celebrities/professional sport players eating/drinking health food/drinks. Everyone takes in to consideration be it negative or positive about the ad and when they are shopping.
145,1,16.63 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Having people who have dealt with family members or children with mental health problems educate parents who might have just found out about it
194,1,20.91 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Have a TV show for kids and teach them how being healthy can be or then maybe a reverse image.
196,1,24.85 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Maybe having state ladders for healthy families and where they rank for life style/food choices etc... I know I'm naturally competitive and it could spark some to take another step onto a healthy path. The question would be how to make it competitive without the effect of feeling bullied if your at the lower end or behind someone.
317,1,24.33 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","The U.S. should do away with abstinence-only education in high schools, and start teaching safe sex practices. Teenagers are going to have sex no matter what so they should be well informed on methods of contraception so they can adequately protect themselves from STDs and unplanned pregnancies."
1876,1,18.89 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",educate the public on more natural ways of changing one's lifestyle to offset their genetic predispositons to certain diseases.
188,1,22.47 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Have workshops in the school that can help kids be active and think about the healthy alternatives while they are at home or even at school
1287,1,30.48 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","People should be taught better on proper nutrition. We KNOW obesity is an issue, we KNOW not to eat greasy, oily, sugary foods, but I don't think some people understand how badly this really affects your body not just in terms of making you ""fat"" but also how it affects your organs, heart, mind, etc."
167,1,26.46 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Educate children from middle school and forward about teen pregnancy and the challenges of having a child at such a young age means.
169,1,22.87 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Maybe in each school district have a school that provides daycare and while the teen is still in school.
138,1,21.57 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Maybe starting when kids are in middle school and having not just a powerpoint lesson but instead a discussion on what could be done and how to prevent health risk and becoming pregnant at a young age
137,1,22.28 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Start educating children from a younger age then just having a one semester health class in high school.
187,1,24.84 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",When having the Holiday parties at school instead of the kids bring a lot of junk food have them bring healthy foods and a couple things that are junk food
1853,1,17.0 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",sanitation and personal hygiene should be taught at an early age to have a better understanding of the importance of cleanliness.
335,1,23.89 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Health care system should crack down more on the obesity in schools. We are becoming a nation where its socially acceptable to be fat and die fat. its disgusting, and saddening to think that other nations stereotype us Americans as a bunch of fat people. It is seriously not hard to teach good nutrition in schools and make nutritious meals without making them taste disgusting and fake as they do now."
1874,1,19.67 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","teach children in school more about the healthcare systems that they need to know. knowledge is power, so teach it to them while they're young. this way they know what to expect when they're older. this way they will be thoroughly informed when they have to make the choices that they do when it comes to their health."
1803,1,17.01 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Providing natural alternative ways for medical issues (not including hemp).
251,1,25.48 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","There's a reason America leads the world in health issues. Maybe it's the ingredients like fructose corn syrup, that can be found in every processed food sold in the market.  America needs to use other countries as examples when it comes to food. Even the most healthiest of choices aren't really all that healthy when you realize all the chemicals that are pumped into the food we eat."
414,1,23.97 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",educate the youth on how much their parents/guardians pay for them to stay healthy. education in schools
241,1,17.79 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","The problem with that is to get a better response to get healthier or to lose weight you have to do both, eat right and workout."
1938,1,18.39 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",have places selling fruits and vegetables post signs up regarding what chemicals were sprayed on them and the effects they could cause after consumption
1834,1,16.73 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Have classes were people can learn how to take care of themselves
239,1,35.83 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Throughout middle school and high school I had nutritional classes, and like many other elective classes throughout school many students really failed to comprehend, and assess  the severity of the problems we live in these days. Every cause has an effect. I do think classes like that help, but if the student sees their parents eating fast food daily, nutritional classes become useless. Outside influences are very powerful during the adolescent years.  Its important that we pass down healthy lifestyles, from generation to generation."
238,1,19.49 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","I honestly don't know, we need to start educating americans at an early age that drugs aren't the solution to every medical problem. That taking to much drugs can lead to other medical issues."
1182,1,24.12 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Healthier foods should be enforced in restaurants, especially fast food. Even though most establish a low calorie menu, it still is not necessarily good to eat. So I think there should be a bigger push in that direction to help health"
236,1,21.35 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",I agree. I think putting nutrition classes in schools is the best way to inform people of the importance of eating healthy.
1927,1,28.73 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",ingrain healthy eating habits starting in elementary school so children grow up making better dietary choices
235,1,18.83 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",And also not as expensive. It's way cheaper and easier to eat off the dollar menus at fast food places.
1928,1,23.59 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","feed students in school healthier, nutrient-filled lunches rather than what's cheapest to make"
234,1,26.91 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",on the education side they could make taking a nutrient class in middle school a requirement so they kids can learn how to eat healthy and what types of food are good for you and that are easy to make.
1181,1,23.4 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","There should also be some activities that aren't sport based. Not all students have the time to dedicate themselves to too many things so maybe something like a P.E. class with a certain emphasis can be created. For example, a swimming class but necessarily doing things as part of a team like a water aerobics class."
1114,1,18.79 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","There should be a predetermined weight measurement for males and females (considering heights, bone mass, family history) and if they were to be beyond it, they should pay a tax so that the incentive to remaining overweight/obese is removed."
184,1,24.82 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Instead of having more schools eliminate recess hour maybe have teachers actually exercise with the kids and do organized games with the kids for 30min.
1112,1,20.53 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Most Americans who are not covered are young adults in college. This is because health insurance can be too expensive even at the minimum coverage plan. I propose that young adults should be covered under their parent's insurance until the age of 25. This should not raised the price high on the parents because people in this age group tend to be healthier.
1974,1,22.45 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Understanding the what happens behind the scene with things that large companies that advertise and sell junk food should be made clear and aware to the public.
1975,1,16.62 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","On that same note, by doing so people can help themselves in that sense and better the lifestyle choices."
233,1,19.07 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",If they could make healthy food more widely available then maybe people will choose to make the healthier decision.
1976,1,16.44 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Perhaps the issues of schools and their educational system or even the way schools are funded (or lack of funding) can be the issue.
182,1,17.79 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",I think it should be easily accessible at any age. Especially to young children who have serious or even menial health problems.
1313,1,23.96 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","In regards to sex education kids are starting to talk about ""sex"" at a younger age and dont have the right information given to them. In order to prevent this from happening you should start a younger age than healthcare providers may be comfortable with and  provide the appropriate information but dont give so much away all at once and allow them to ask questions if need be."
443,1,16.62 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",keep people informed on the latest research findings
1934,1,15.87 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",have fresh out of med school students develop relationships with mentors throughout their whole career so if they need advice on anything they have someone
232,1,23.74 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",the problem with that is that eating out is so much cheaper and faster compared to trying to eat healthy so maybe finding a way to make healthier food cheaper would decrease the amount of money people spend on fast food.
1937,1,17.79 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",don't use pesticides on crops/find a way to grow crops naturally without any use of chemicals
1719,1,23.19 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Like Ny is doing, regulate what people consume, i mean who really needs 3 64oz big gulps. But lets not have Govnt step in and do this, have business do it themselves and get a reward on tax break or something. For example how subway (yes NOT healthy) made apples and water along with the less fat/carb chips. It nothing big but its a start. So if other business would follow we could lead to a healthier America.  STOP SELLING TRIPLE BACON CHEESEBURGERS WENDYS!!   (but sooo tasty)"
1177,1,29.23 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","It would be good include more physical activity choices for schools as well, such as different sports, swim team, wrestling, martial arts and others in more school to encourage better fitness and make it fun"
411,1,17.91 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",natural sources used for medicine is a good way to keep the body healthy
242,1,33.96 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","America's obesity rate goes up every year by a higher number. Adults already know what to eat and what isn't the best thing, so they should start in schools and make it mandatory for kids to have a nutrients class or something in that category and make the breakfast and lunch menu healthy if it isn't already. Not saying its going to drop the rates but its a start for them to drop."
1168,1,30.69 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","In order to combat diabetes and heart disease, both of which are deadly conditions in America, we could make the fitness community more popular. Youtube and television programs are already gaining popularity with Dr. Oz and amateur youtube stars. If awareness is spread of fitness, more people would be less likely to fall ill to complications like heart disease and diabetes. Appeals to many different types of audiences would need to be tried. For kids, maybe, the focus should be how physical activity can be fun and friendly. For adults, say we focus on the logical health benefits to being fit. And young adults perhaps the aesthetic appeal to being healthy. put the adverts where sedentary people would see them (in video games, at the store, tv, whatever)."
185,1,20.77 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Instead of having the nasty stuff cafeteria serve have healthy pre-made lunches that are tasty
1184,1,30.03 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Agreed. A lot of students would much rather eat a bag of chips and a coke for lunch than eat the cafeteria food being served to the rest of the student body because the food is not remotely healthy. Healthier options should be given instead of cheesy, greasy foods."
1972,1,16.06 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","To better inform people about issues in Healthcare, perhaps access to internet or TV should be easily obtained."
1973,1,23.49 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Negative influences of junk food and ""lazy actives"" should be addressed and taken careful so that way children won't be on the path to a bad life style or health."
248,1,28.94 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","In these classes, they could also have some type of parent and student night where the kids tell their parents what they've learned and teach them about eating and living healthy so that the parents are informed as well and see how important it is."
377,1,17.52 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","have a class over healthcare in high school, make it a required class"
1942,1,17.17 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Make it like the Baylor Hospital chains; they don't have any sodas in the hospital except for a very small bottle sold in the gift shop.
1845,1,17.75 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",make the class a state requirement
1164,1,21.9 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","I agree with the fact that children should be given more times for physical activities, so an extra health class along with P.E and recess should help"
384,1,19.55 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","people should be informed of how much it really costs to go to the ER, maybe it will serve as a deterrent to risky behavior."
1225,1,16.9 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Public and private schools should teach more in the health classes than they do now. This way students would know how to react in emergency situations and less deaths may occur.
245,1,30.01 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Eating healthy is a great way to stay fit and healthy but sometimes healthy food isn't always the most cheap, which is another reason why American's like to turn to fast food and other unhealthy but cheap and fast places. Maybe if we lowered the cost of the healthy foods more people would be in favor of buying healthy food."
1122,1,17.25 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Children should have more recess time.
1860,1,20.74 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",stop genetically modifying our foods and teach the people how to eat more healthy.
88,1,26.44 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","maybe educating the ""youth"" about healthcare or healthy habits will get them interested and start wanting to learn more...or at the least, make them aware of how to live ""healthy"" so that they'll be less likely to be obese, reckless, etc."
1940,1,25.51 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Change the condition of schools. What I mean by that is have schools and other places of education go through reforms such as removal of soda and snack machines that why children and adults do not have access to unhealthy food. This a step towards having people less likely to go to hospitals down the road from an unhealthy diet.
1167,1,17.29 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Students in high school when taking their fitness tests could be challenged to increase their performance (and thus their fitness) as time goes on, and be provided incentives to do so. Simple things like a free party, or better yet, a day outside could be an award."
1183,1,23.86 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Agreed. There should be more than one healthy option at each fast food restaurant. Or maybe, there should be a fast food chain dedicated directly to healthier option like Snappy Salads."
1306,1,18.24 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Exercise is very important and should be a requirement for better living in regards to your health.
1916,1,18.11 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",integrating more about our healthcare system into the curriculum of public schools
221,1,21.59 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Adding to your point, I believe one of the biggest weapons we have against America's health system in general is exercise. All of the studies in the area of exercise have the benefits greatly out-weighting the risk. I believe America needs to stop leaning on pharmaceuticals, as a solution. Exercise is shown to be a tool against prevention of bad health,  and when one becomes ill exercise is also shown that exercise will help the body recover."
1914,1,15.99 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",such as early elective deliveries
276,1,18.08 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Get a public figure to encourage citizen in raising up money that will be used only on keeping US citizens healthy, or at least helping them get the medical attention that is needed at all times."
1305,1,21.94 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Preventative care is so important because if you start taking care of your body at a younger age you wont have so many complication when it comes to your health.By teaching people alternative ways about preventative care like eating right and exercising
83,1,19.38 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","I agree that the education about the health care system should be improved. I don't think it's a problem because people remain that way because they can't afford it. Yes, some people may choose not to learn more about it, but that's cause they might not feel the need to and that's why they feel less informed when asked about changes/improvements to the healthcare system. For example, young adults who are covered for healthcare by their parent's employers don't feel the need to learn about health care because they don't have to pay for it and it's not a concern for them."
1941,1,25.63 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Reform the educational system in schools, many adults who are teaching Health classes are mainly P.E. teachers or coaches who were forced to teach Health classes. By doing this, many times these ""Health teachers"" are putting half efforts just so that they can get through the Health classes they have to teach and go back to doing what they really wanted to do. By having actual trained and educated people working in the position of Health teacher rather than P.E. teachers or coaches of sports, then maybe children would be better educated about health and be more aware of what they're eating."
243,1,19.23 %,"school, healthy, make, food, child, class, educate, cheap, start, kid","Dietary medications is not the way to go for losing weight or to get healthy. So why not take those off the shelves and with that money make it more reductive in another way. As in schools, gyms, people."
1165,1,20.06 %,"school, healthy, make, food, child, class, educate, cheap, start, kid",Funds should be given to schools to have healthier cafeteria food as well
1449,2,19.1 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","Waiting lists seem to be a problem as well, therefore, we should also try to expand hospitals, or at least create more."
739,2,19.41 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","Stop selling cigarettes in general, there is no point to them anymore. They don't make people feel good, they just harm more than good."
1275,2,16.88 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Computers should be modified to where they do not harm your eyes as much as they do now. Same with televisions and cell phones. These items are known to damage your eyes and the average age to begin wearing glasses is much lower than it used to be.
1544,2,17.44 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","so such as with the elderly, we should cut their benefits since they are deemed no longer useful to society? Or i guess we can have elected death panels with can decide what is or is not necessary. Only leading back to a socialist approach. These should also receive the first attention next to small children."
712,2,18.11 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Make medical marijuana easily accessible to everybody. Have a headache? Here's some weed.
726,2,17.49 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",allow virtual doctor visits to save time and money(video chat)
1007,2,17.25 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","I agree, This would also save money all around."
690,2,17.58 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","Lower income for Doctors, hire more doctors to staff Hospitals, provide nominal training, easy way to get more people better care faster."
1006,2,17.04 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",availability of such clinics should be encouraged.
1566,2,17.25 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","the only thing with that is, more money would have to come out of our pockets"
1839,2,17.58 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Build more hospitals
1565,2,16.97 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Healthcare should be treated like buying a car. you may want a 2013 Camaro but don't have the down payment or the credit score. a car dealership isn't going to give you a handout. You have to settle for something less or what you can afford or account for.
1842,2,16.62 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","legalize marijuana to be used as a ""better"" alternative to certain psychiatric drugs"
1843,2,18.71 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",hospitals and doctors be held harshly accountable for malpractice
701,2,17.49 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Allow zombie apocalypse to occur so then a good amount of the population no longer needs healthcare.
1000,2,16.72 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",steps need to be taken to validate the needs of the patients versus the wants as to prevent losing product and money on someone who wants it as opposed to someone who needs it.
215,2,18.44 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",One could be for more urgent care and the other could be for injuries that would be okay to wait awhile
1846,2,17.49 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",having more doctors on hand in hospitals to ensure quicker response time to emergencies
1554,2,15.57 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","That would be nice, but unfortunately there is no money cures."
711,2,18.51 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Legalize medical marijuana in all states. The only reason it's illegal was because of racism 20-30 years ago.
1280,2,16.33 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Or maybe everyone should have a given free set of emergency pills / medicine for their home or whatever.
30,2,23.06 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","I think that emergency room visits should be free, if the emergency is one of actual concern. Not an ""emergency"" involving a headache or stomach problems that could be solved with over the counter medication, but rather emergencies involving deep cuts or severe infections."
715,2,16.93 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","Seriously, cooking and cleaning, and maybe doing my homework. That would be amazing."
1279,2,16.99 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",What if hospitals were like an assembly line. Because assembly lines are efficient and cheap. Like everyone would do one job at people would just go down a conveyor belt.
1278,2,27.26 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","I don't want to be THAT guy, but if marijuana were legalized for medicinal use, perhaps the following *could* happen: 1) Doctor's would be making a lot more money 2) It's a much cheaper than a bottle of pills for quite a few disorders 3) The illegitimate drug trade in America would collapse, *hopefully* leading to a lower crime rate 4) Would people do it to get high, just because? Of course, why the heck do people use Vicodin or Purple drank? 5)Nothing in the world would really change, because illegality of marijuana hasn't done a darn thing to stop it. Then again, money is money. Illegal or not, drugs bring in ALOT of money. Somewhere down the line, that money gets put back into Uncle Sam's pocket. Maybe the gv't doesn't want to legalize fully for just that reason."
207,2,15.36 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",What kinds of requirements should these emergency rooms have?
1382,2,18.44 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Taking a little time out of your day each day will improve your health
1854,2,16.81 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",not allowing doctors to prescribe young individuals with medicines that could potentially harm the individual more than the problem they initially visited for was.
1277,2,22.67 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","The people who work the telephones at doctors' offices need to be more educated on common symptoms and be able to diagnose things WITHOUT the need the need to go 100 bucks to be told, ""go take benadryl"". Yes, this would perhaps lead to a little less money being made by the doctor, but would in turn lead to more patient faith and trust. When patients know that the doctor wants to make his cut WHILE trying to save his patients as much money as possible, it leads to customer loyalty."
1276,2,16.9 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Health care for pregnancies should also be cheaper since pregnant women tend to visit the hospital more than average.
198,2,19.19 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Instead of one emergency room in hospitals there should be at least two that have requirements so it can be less of a wait.
731,2,16.54 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","require an exercise program for type 2 diabetes patients, it will improve their health dramatically and save of medical costs"
745,2,16.83 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","Ban cigarettes, they cause people to choke and die"
452,2,19.27 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",create more medicines with small amounts of side-effects in order to reduce the struggle and waiting time until you are physically and emotionally well
988,2,27.68 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","In a true emergency the staff does not wait for the paper work to process they start working on the patient right away. If you are in there on the weekend with a cold having to wait is not a big deal. The reason you are waiting is because they have other people in there with guns shot wounds, heart attack, or car accident. The life threatening emergencies ALWAYS come first"
1483,2,21.04 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",Clinics should also be open long hours like hospitals and people shouldn't neglect clinics. If you dont have a severe problem we should recommend clinics to patients.
1913,2,17.25 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",minimize unnecessary care
1910,2,17.6 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","take the money we use to fight this war with marijuana, and put it into healthcare budget."
87,2,23.68 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","emergency rooms are for ""emergencies.""  a lot of times people go to them because they don't have a pcp, don't have the money for said pcp...so going to the emergency with a minor problem causes backups and long waits for people with more serious emergencies...so we could make pcps more accessible to everyone on all types of income"
49,2,18.11 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","I agree with you, it needs to have more to get the better health service and even though saving time and money."
1488,2,19.29 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",the trend to smaller clinics in accessible locations with more convenient hours seems to be a move in the right directions. these clinics could offer their own membership plans like a health club where you pay so much a month and you can get basic services there at a reduced price
1254,2,16.9 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","I went to a free clinic to volunteer, and these people whose children had diabetes, a cold, etc. didn't even have any medicine at all to at least alleviate some symptoms."
824,2,17.32 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",some patients can get even sicker from hospitals. we should take more precautions in cleaning hospitals
1416,2,16.83 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","agreed, the amount of machines in a hospital is amazing. they have everything"
1257,2,19.18 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",more money and research and development should go into the technology to have it so advance that it can help significantly in the detection and treatment of cancer and any other illness or injury.
1216,2,18.79 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",health care should provide people to go to say family doctors or neighborhood doctors for the common cold or injury and leave the ER for the emergencies. Thus the ERs will be less crowded so the people who really need help can get it much much soonere
105,2,17.65 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","I have never actually been to an emergency room, but I have been told that it just is not worth it. Apparently, the queue is too long and forms take too long to fill but, most importantly it just cost way too much."
819,2,18.68 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","in regards to emergency room services, sometimes patients are forced to leave before time from the hospital by doctors, especially if the patients do not have insurance, this can lead to the patients suffering from further illnesses.  that needs to be addressed."
1259,2,17.89 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","It is unneccery to go to the ER when all you have is a common cold. Yet only a few clinics in towns stay open past 5 and only on week days. and if it cant wait till morning or the weekend but its not serious like broken bones, the ER should not be that expensive"
1260,2,19.62 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",the ER is just a tad too expensive. The cost is supposed to make the common cold and cuts go to a clinic and leave the ER to the emergency. But its also too expensive to make someone who might have serious problem stay at home and wait to sees if it goes away.
1231,2,18.57 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","an in depth evaluation of a specialist, or perhaps a program,  maybe over the phone or through a computer service, to help determine whether it'd be best to go to the ER versus the family doctor."
1918,2,20.1 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","additionally, have better direct routes and traffic flow to hospitals."
842,2,16.9 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","people have to remember that everybody isn't able, everybody doesn't live a lavish life, everybody doesn't have money coming in like that, everyone should receive some type of health care to promote the well-being of Americans"
1921,2,16.36 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",state provide many more ambulances to hospitals to minimize the risk of fatality to a person due to a lack in number of ambulances.
1458,2,18.17 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","Some of the red-tape for healthcare providers should be streamlined.  When having surgery, they have to spend a lot of time going over repetative liability waivers which wastes time and resources"
1461,2,17.93 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","The move from large metropolitan hospitals to smaller regional facilities is a move in the right direction because it provides more access, higher quality, and is more cost effective"
1247,2,19.98 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",It should not cost so much for an ambulance to come to an emergency. Many people call the fire department instead of the ambulance because they both take you to the hospital but one is free and the other costs hundreds of dollars.
63,2,20.36 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","As technology grows more advanced day after day, at some point there is going to be a way to monitor all of those who truly need healthcare. Hopefully people can do all of the necessary things to get the help they need, and get on track to becoming healthier. At this time, there should also be enough medication and staff to deal with those that need healthcare, for without the staff and supplies, healthcare will decrease, and more people will remain sick and die. At the rate technology is evolving, there should already be a system, unfortunately not everyone can be trusted with medication and the help that the staff provides."
64,2,16.9 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","But it will be very difficult to draw the line of what will fit under ""emergency"" if those visits are free completely. It should probably be at a more reasonable cost instead."
1249,2,16.36 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",your health is in danger as you age. So health treatment should be cheaper for older people. Especially because most of them are retired and do not have  source for money besides their retirement money.
946,2,22.94 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",emergency rooms should be treated as emergencies and doctors and nurses should be properly staffed to quickly and efficiently care for these patients instead of making them wait for hours while the staff does paperwork
815,2,22.54 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day","the health industry is a multi-billion dollar industry, they do not want people getting healthier, if most people are healthy, then who will buy their dangerous side effect pills?  in order to end a lot of illness, there should be a focus on what is really causing a certain illness and treating that, not masking it with a pill that in the long run will make the person more ill and possibly kill them."
1929,2,16.28 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",have secretarial staff in the waiting room medically trained to an extent to where they can offer some aid to those with less urgency compared to those who are in more dire situations who are taken into the ER right away
1926,2,17.25 %,"money, hospital, people, service, emergency_room, emergency, wait, put, visit, day",and the costs of an emergency room visit
