Line_Number	user	fake_username	timeCode	content	reply	contentSimp
38	34d44	Angela Pena	April 08, 2013, 12:39:12 PM	And also not as expensive. It's way cheaper and easier to eat off the dollar menus at fast food places.	36	expensive. it's cheaper easier eat dollar menus fast food places.
39	34d44	Angela Pena	April 08, 2013, 12:48:41 PM	I agree. I think putting nutrition classes in schools is the best way to inform people of the importance of eating healthy.	37	agree. putting nutrition classes schools inform people importance eating healthy.
40	34d44	Angela Pena	April 08, 2013, 12:54:23 PM	What kinds of regulations would help this problem?	-1	kinds regulations problem?
41	92d45	Samuel Beasley	April 13, 2013, 12:12:43 PM	I honestly don't know, we need to start educating americans at an early age that drugs aren't the solution to every medical problem. That taking to much drugs can lead to other medical issues.	40	honestly don't know, start educating americans early age drugs aren't solution medical problem. taking drugs lead medical issues.
42	92d45	Samuel Beasley	April 13, 2013, 12:24:05 PM	Throughout middle school and high school I had nutritional classes, and like many other elective classes throughout school many students really failed to comprehend, and assess  the severity of the problems we live in these days. Every cause has an effect. I do think classes like that help, but if the student sees their parents eating fast food daily, nutritional classes become useless. Outside influences are very powerful during the adolescent years.  Its important that we pass down healthy lifestyles, from generation to generation. 	39	middle school high school nutritional classes, elective classes school students failed comprehend, assess  severity problems live days. effect. classes help, student sees parents eating fast food daily, nutritional classes useless. influences powerful adolescent years.  important pass healthy lifestyles, generation generation. 
43	92d45	Samuel Beasley	April 13, 2013, 12:33:27 PM	With the cost in America increasing, I honestly don't see how anyone would expect any services to decrease. Especially the services of  in the medical field, as important as they are. I think the only thing that can be done to offset the rise in cost, is prevention. It is  however the  inevitable that one will become sick however. I believe it all starts with the financial aspect of life. When the financial area of life get better, i feel all other areas of life will fall in place. including healthcare   	-1	cost america increasing, honestly don't expect services decrease. services of  medical field, important are. thing offset rise cost, prevention. is  the  inevitable sick however. starts financial aspect life. financial area life better, feel areas life fall place. including healthcare   
44	91d41	Richard Lewis	April 15, 2013, 09:40:10 AM	The problem with that is to get a better response to get healthier or to lose weight you have to do both, eat right and workout. 	-1	problem response healthier lose weight both, eat workout. 
45	91d41	Richard Lewis	April 15, 2013, 09:45:02 AM	America's obesity rate goes up every year by a higher number. Adults already know what to eat and what isn't the best thing, so they should start in schools and make it mandatory for kids to have a nutrients class or something in that category and make the breakfast and lunch menu healthy if it isn't already. Not saying its going to drop the rates but its a start for them to drop. 	-1	america's obesity rate year higher number. adults eat isn't thing, start schools make mandatory kids nutrients class category make breakfast lunch menu healthy isn't already. drop rates start drop. 
46	91d41	Richard Lewis	April 15, 2013, 09:53:14 AM	Dietary medications is not the way to go for losing weight or to get healthy. So why not take those off the shelves and with that money make it more reductive in another way. As in schools, gyms, people.	-1	dietary medications losing weight healthy. shelves money make reductive way. schools, gyms, people.
47	46d42	Barbara Perez	April 15, 2013, 11:08:27 AM	Although community gyms are a good idea, there are already gyms out there that are lost of cost and easy to join. The only thing stopping people today from going there is our busy lives' schedules and lack of motivation. The problem is not to build more places for people to work out its the people themselves that need to make better choices on how to live healthy lives.	-1	community gyms good idea, gyms lost cost easy join. thing stopping people today busy lives' schedules lack motivation. problem build places people work people make choices live healthy lives.
48	46d42	Barbara Perez	April 15, 2013, 11:15:39 AM	Eating healthy is a great way to stay fit and healthy but sometimes healthy food isn't always the most cheap, which is another reason why American's like to turn to fast food and other unhealthy but cheap and fast places. Maybe if we lowered the cost of the healthy foods more people would be in favor of buying healthy food.	-1	eating healthy great stay fit healthy healthy food isn't cheap, reason american's turn fast food unhealthy cheap fast places. lowered cost healthy foods people favor buying healthy food.
49	46d42	Barbara Perez	April 15, 2013, 11:22:52 AM	In a way I agree with this statement. The hospital should only use the equipment necessary to treat the patient, but the reason the are so expensive is so that our patients can have the best treatment possible with the best equipment.	2	agree statement. hospital equipment treat patient, reason expensive patients treatment equipment.
50	34d44	Angela Pena	April 15, 2013, 12:41:18 PM	I think one way people could be motivated to live healthier lives is for insurance companies to give customers discounts or other perks for being in good health (low cholesterol level, not over weight, etc).	-1	people motivated live healthier lives insurance companies give customers discounts perks good health (low cholesterol level, weight, etc).
51	34d44	Angela Pena	April 15, 2013, 12:46:49 PM	In these classes, they could also have some type of parent and student night where the kids tell their parents what they've learned and teach them about eating and living healthy so that the parents are informed as well and see how important it is.	42	classes, type parent student night kids parents they've learned teach eating living healthy parents informed important is.
52	92d45	Samuel Beasley	April 17, 2013, 12:48:37 PM	I do agree with this point. I think it would be beneficial for both sides. However where would we draw the line for being healthy and non-healthy. I could also see the veiwpoints about people being discriminated   against if that point were to rise.	50	agree point. beneficial sides. draw line healthy non-healthy. veiwpoints people discriminated   against point rise.
53	92d45	Samuel Beasley	April 17, 2013, 12:56:08 PM	I agree with your comment. Dietary medications is there as a fast way to lose weight. It is not the best way, or the most safe way to lose weight either. Its there to the people with the available resources to acquire such medications. Losing weight in gyms or by a diet is considered to be to slow. People fail to realize that losing weight via diet or exercise has many secondary benefits. Benefits you can't achieve by using medications 	46	agree comment. dietary medications fast lose weight. way, safe lose weight either. people resources acquire medications. losing weight gyms diet considered slow. people fail realize losing weight diet exercise secondary benefits. benefits can't achieve medications 
54	92d45	Samuel Beasley	April 17, 2013, 01:09:27 PM	There's a reason America leads the world in health issues. Maybe it's the ingredients like fructose corn syrup, that can be found in every processed food sold in the market.  America needs to use other countries as examples when it comes to food. Even the most healthiest of choices aren't really all that healthy when you realize all the chemicals that are pumped into the food we eat.   	45	there's reason america leads world health issues. it's ingredients fructose corn syrup, found processed food sold market.  america countries examples food. healthiest choices aren't healthy realize chemicals pumped food eat.   
0	88f51	Debbie Humphrey	April 01, 2013, 09:27:09 AM	make healthcare more affordable	-1	make healthcare affordable
1	88f51	Debbie Humphrey	April 01, 2013, 09:29:55 AM	Universal healthcare. I think Canada and Denmark have universal healthcare. The US could reform its healthcare system using one or more of these countries as a prototype.	-1	universal healthcare. canada denmark universal healthcare. reform healthcare system countries prototype.
2	88f51	Debbie Humphrey	April 01, 2013, 09:34:01 AM	Make the interior of hospitals less depressing.	-1	make interior hospitals depressing.
3	88f51	Debbie Humphrey	April 01, 2013, 09:35:50 AM	Improve quality of hospital food.	-1	improve quality hospital food.
4	88f51	Debbie Humphrey	April 01, 2013, 09:36:39 AM	Expedite wait times in emergency rooms.	-1	expedite wait times emergency rooms.
5	88f51	Debbie Humphrey	April 01, 2013, 09:39:48 AM	Improve quality of nursing homes and closely monitor the employees treatment of its residents to curb elderly abuse.	-1	improve quality nursing homes closely monitor employees treatment residents curb elderly abuse.
6	88f51	Debbie Humphrey	April 01, 2013, 09:43:02 AM	Require doctors or nurses to explain the specifics (side effects, etc.) of pharmaceuticals, as well as alternative medications to patients before prescribing them.	-1	require doctors nurses explain specifics (side effects, etc.) pharmaceuticals, alternative medications patients prescribing them.
7	88f51	Debbie Humphrey	April 01, 2013, 09:47:08 AM	Doctors could start making house calls again.	-1	doctors start making house calls again.
8	88f51	Debbie Humphrey	April 01, 2013, 09:51:54 AM	Include America's healthcare system as a topic in the government class curricullum in high schools	-1	include america's healthcare system topic government class curricullum high schools
9	88f51	Debbie Humphrey	April 01, 2013, 09:55:01 AM	Doctors should ask about mental health at their patients regular check ups and refer them to therapy or other treatments when necessary	-1	doctors mental health patients regular check ups refer therapy treatments
10	88f51	Debbie Humphrey	April 01, 2013, 09:56:45 AM	As well as the long-term effects of medication. Such as the psychological effects of prolonged use of ADHD medications.	6	long-term effects medication. psychological effects prolonged adhd medications.
11	8f52	Austin Johnson	April 01, 2013, 10:25:29 AM	Learning about the healthcare system at an early age could enable students to think of new ideas in order to improve the system in the future.	8	learning healthcare system early age enable students ideas order improve system future.
12	8f52	Austin Johnson	April 01, 2013, 10:26:39 AM	The U.S healthcare system should be like Canada's healthcare system.	-1	u.s healthcare system canada's healthcare system.
13	8f52	Austin Johnson	April 01, 2013, 10:27:56 AM	Hospitals should look for cheaper methods they could use that are as efficient as the expensive methods to cure their patients	-1	hospitals cheaper methods efficient expensive methods cure patients
14	8f52	Austin Johnson	April 01, 2013, 10:31:33 AM	If we cannot have a universal healthcare system like Canada or other countries, then we should make healthcare affordable to all citizens.	-1	universal healthcare system canada countries, make healthcare affordable citizens.
15	8f52	Austin Johnson	April 01, 2013, 10:34:02 AM	Pharmaceuticals should be aware of all the medications being prescribed at their pharmacy so that they do not harm anyone with the new products.  In other words new products should be tested so that people do not get sick from them and then need medical attention because of it.	-1	pharmaceuticals aware medications prescribed pharmacy harm products.  words products tested people sick medical attention it.
16	8f52	Austin Johnson	April 01, 2013, 10:34:56 AM	Laws should be made to secure anything that will prevent anyone from not getting the healthcare they need.	-1	laws made secure prevent healthcare need.
17	8f52	Austin Johnson	April 01, 2013, 10:36:53 AM	Emergency room services should be at an equal service to all patients.	-1	emergency room services equal service patients.
18	8f52	Austin Johnson	April 01, 2013, 10:37:36 AM	Cut off the expenses that are unnecessary	0	cut expenses unnecessary
19	8f52	Austin Johnson	April 01, 2013, 10:39:35 AM	Using the prototype healthcare of another county could help the US with the framework of a new healthcare system. Possibly making it better and more efficient all citizens.	1	prototype healthcare county framework healthcare system. possibly making efficient citizens.
20	8f52	Austin Johnson	April 01, 2013, 10:41:03 AM	Hospitals should spend less on the look of the hospital, but more on how their services are given equal to their patients.	-1	hospitals spend hospital, services equal patients.
21	8f52	Austin Johnson	April 01, 2013, 10:43:17 AM	Improve waiting lines for sick patients.	-1	improve waiting lines sick patients.
22	8f52	Austin Johnson	April 01, 2013, 10:48:31 AM	Unless everyone agrees to put on the effort to make healthcare for everyone, well then everyone should have access to it. But if they do not then they have the right to exclude them from it.	-1	agrees put effort make healthcare everyone, access it. exclude it.
23	8f52	Austin Johnson	April 01, 2013, 10:50:28 AM	Depending on how severe someone is hurt then they should be skipped to the front of the line. If they medical attention that you need is not as an emergency then you should be willing to let others get treated first.	-1	depending severe hurt skipped front line. medical attention emergency treated first.
24	8f52	Austin Johnson	April 01, 2013, 10:52:05 AM	Get a public figure to encourage citizen in raising up money that will be used only on keeping US citizens healthy, or at least helping them get the medical attention that is needed at all times.	-1	public figure encourage citizen raising money keeping citizens healthy, helping medical attention needed times.
25	8f52	Austin Johnson	April 01, 2013, 10:53:17 AM	By all means if you have the money to get at the front of the line, well they better pay double so that money can circulate and it can be used for other medical expenses.	-1	means money front line, pay double money circulate medical expenses.
26	36f53	Teresa Oconnor	April 01, 2013, 01:29:18 PM	they should make it a different system to be seen in a emergency room, because you arent there to wait you have an emergency so obviously need to be seen quickly. In and out service. maybe get more doctors for the emergency room	4	make system emergency room, wait emergency quickly. service. doctors emergency room
27	36f53	Teresa Oconnor	April 01, 2013, 01:32:29 PM	I believe sick people should be treated at a doctors office so they could take up less room in the emergency room so the people with broken bones, severe chest pains, and serious stuff besides a cold or flu or whatever can be treated quicker.	-1	sick people treated doctors office room emergency room people broken bones, severe chest pains, stuff cold flu treated quicker.
28	36f53	Teresa Oconnor	April 01, 2013, 01:34:11 PM	they should make insurance plans affordable to anyone and everyone because this is a reason why hospitals are constantly backed up. Because not everyone can afford to pay a doctor.	-1	make insurance plans affordable reason hospitals constantly backed up. afford pay doctor.
29	36f53	Teresa Oconnor	April 01, 2013, 01:35:14 PM	do away with obamacare and start from scratch by looking at reality now, not seeing how to improve what we already have.	-1	obamacare start scratch reality now, improve have.
30	36f53	Teresa Oconnor	April 01, 2013, 01:42:44 PM	definitely yes, you are paying good money for your dear old loved one to be taken care of and payed attention to, so that is the obvious reason they are in there in the first place because some families only have time to visit not enough time to check on their meds and health 24/7	5	yes, paying good money dear loved care payed attention to, obvious reason place families time visit time check meds health 24/7
31	36f53	Teresa Oconnor	April 01, 2013, 01:46:15 PM	i think the same that hospitals should worry less about the architecture of their building unless they are accommodating on the number of rooms for patients rather than the style or appearance of the place to save money on decorations and spend it on equipment	-1	hospitals worry architecture building accommodating number rooms patients style appearance place save money decorations spend equipment
32	36f53	Teresa Oconnor	April 01, 2013, 01:49:58 PM	make healthcare more accessible to immigrants who are becoming citizens because they are coming here for equal opportunity in which they dont get i their previous country so they obviously deserve health insurance, not for free but just given a better opportunity to achieve it like any other citizen of the US	-1	make healthcare accessible immigrants citizens coming equal opportunity previous country deserve health insurance, free opportunity achieve citizen
33	36f53	Teresa Oconnor	April 01, 2013, 01:52:56 PM	equal rights for sure across the board and across stratification levels in society	16	equal rights board stratification levels society
34	80f54	Andrew Silva	April 01, 2013, 03:26:25 PM	Hospitals are going paperless so heavy use of technology such as flat screens, table cart computers, bar codes, and tablets are really helping the physicians to retrieve the patients' medical records faster.	-1	hospitals paperless heavy technology flat screens, table cart computers, bar codes, tablets helping physicians retrieve patients' medical records faster.
35	80f54	Andrew Silva	April 01, 2013, 03:32:40 PM	they should be given equal medical treatment even if it means most people are not being able to pay for the hospital bills.	18	equal medical treatment means people pay hospital bills.
36	80f54	Andrew Silva	April 01, 2013, 03:34:19 PM	Hospitals are actually going paperless so they are installing many computers and flat screens.	-1	hospitals paperless installing computers flat screens.
37	80f54	Andrew Silva	April 01, 2013, 03:35:55 PM	It is more manageable to track down patients' medical records from computer than piles of copy paper.	34	manageable track patients' medical records computer piles copy paper.
38	80f54	Andrew Silva	April 01, 2013, 03:37:58 PM	Totally agree, this way the young generation will be open to ideas for future.	8	totally agree, young generation open ideas future.
39	80f54	Andrew Silva	April 01, 2013, 03:39:09 PM	Also the costs of the medications and alternate ways to pay for it.	10	costs medications alternate ways pay it.
40	80f54	Andrew Silva	April 01, 2013, 03:40:54 PM	The doctors should be able to interact with the patients easily.	-1	doctors interact patients easily.
41	80f54	Andrew Silva	April 01, 2013, 03:42:59 PM	Healthcare System should be talked about more than how it really is right now. Most people do not know much about the healthcare system and it should be known to them as it affects them.	-1	healthcare system talked now. people healthcare system affects them.
42	80f54	Andrew Silva	April 01, 2013, 03:44:37 PM	Healthcare isn't necessarily secure for elderly people.	-1	healthcare isn't necessarily secure elderly people.
43	80f54	Andrew Silva	April 01, 2013, 03:45:38 PM	It should be quick too, less waiting time for the patients.	17	quick too, waiting time patients.
44	80f54	Andrew Silva	April 01, 2013, 03:47:29 PM	Hospitals should be an affordable place for sick people who believe they can get better by the doctors.	13	hospitals affordable place sick people doctors.
45	80f54	Andrew Silva	April 01, 2013, 03:51:51 PM	The pharmacist should explain to the patients thoroughly about the medications like when to take it and with what or the side-effects of the medications.	15	pharmacist explain patients medications side-effects medications.
46	80f54	Andrew Silva	April 01, 2013, 03:54:25 PM	Everyone should get equal medical attention so it should not matter if one is wealthy or poor.	25	equal medical attention matter wealthy poor.
47	56f55	Dana Avila MD	April 03, 2013, 02:20:05 PM	I've always thought this should be put in place. The only problem I could see would be that maybe taxes would have to be raised so that the doctors and nurses would still make money to live on.	1	i've thought put place. problem taxes raised doctors nurses make money live on.
48	56f55	Dana Avila MD	April 03, 2013, 02:21:25 PM	again the only way we could do this is to raise taxes.	14	raise taxes.
49	56f55	Dana Avila MD	April 03, 2013, 02:22:15 PM	they do this already. The medicine cannot be widely distributed if it has major side affects that make the patient worse.	15	already. medicine widely distributed major side affects make patient worse.
50	56f55	Dana Avila MD	April 03, 2013, 02:23:58 PM	This is a good idea. If you have a minor cut that needs to be stitched and someone comes in with a limb cut off or something just as severe, they should get treatment first.	-1	good idea. minor cut stitched limb cut severe, treatment first.
51	56f55	Dana Avila MD	April 03, 2013, 02:25:24 PM	the only problem with this is that if someone has no medical insurance a normal doctor will not see them and their only option is the emergency room. That's why healthcare reform is needed.	27	problem medical insurance normal doctor option emergency room. that's healthcare reform needed.
52	56f55	Dana Avila MD	April 03, 2013, 02:30:13 PM	that way more minds will have more ideas about what to do with our healthcare. Also, more people will be informed about it.	38	minds ideas healthcare. also, people informed it.
53	8f52	Austin Johnson	April 05, 2013, 11:07:12 AM	The healthcare system should be taught in high school, like in government or something.	-1	healthcare system taught high school, government something.
54	8f52	Austin Johnson	April 05, 2013, 11:11:21 AM	This way maybe more citizens would try to fix the flaws the healthcare system has.	41	citizens fix flaws healthcare system has.
55	8f52	Austin Johnson	April 05, 2013, 11:13:46 AM	They should hire more doctors, that way everyone has an equal opportunity to be attended by one	-1	hire doctors, equal opportunity attended
56	8f52	Austin Johnson	April 05, 2013, 11:15:11 AM	Nurses should be required to know as much as a doctor that way they can be more useful whenever a doctor is not there.	-1	nurses required doctor doctor there.
57	8f52	Austin Johnson	April 05, 2013, 11:16:23 AM	Students in high school should be encouraged to look for ways to improve the US healthcare, that way in the future something will be actually done for it.	-1	students high school encouraged ways improve healthcare, future it.
58	8f52	Austin Johnson	April 05, 2013, 11:17:34 AM	Intensify a committee that will find the perfect healthcare system for the US.	-1	intensify committee find perfect healthcare system us.
59	8f52	Austin Johnson	April 05, 2013, 11:18:20 AM	Get more people involved in the flaws that US has rather than foreign ones.	-1	people involved flaws foreign ones.
60	8f52	Austin Johnson	April 05, 2013, 11:20:56 AM	It's not the rich people's fault that they can afford doctors, Americans should worry about ways to save money so that they too can afford doctors or invest that money to improve the way it is spent in the medical fields to help cure people.	-1	it's rich people's fault afford doctors, americans worry ways save money afford doctors invest money improve spent medical fields cure people.
61	8f52	Austin Johnson	April 05, 2013, 11:24:19 AM	Before we try to fix our healthcare system we should fix the things that are preventing us from improving it overall. Which is the whole money problem.	-1	fix healthcare system fix things preventing improving overall. money problem.
62	8f52	Austin Johnson	April 05, 2013, 11:25:28 AM	Instead of loosing territory to new Wal-Mart's we should use that territory to build new hospitals or clinics.	-1	loosing territory wal-mart's territory build hospitals clinics.
63	88f51	Debbie Humphrey	April 08, 2013, 09:40:25 AM	Require all doctors to do a certain amount of pro bono work on special cases like sick children whose family's cannot afford medical treatment.	-1	require doctors amount pro bono work special cases sick children family's afford medical treatment.
64	88f51	Debbie Humphrey	April 08, 2013, 09:43:50 AM	Increase funding on stem cell research.	-1	increase funding stem cell research.
65	88f51	Debbie Humphrey	April 08, 2013, 09:49:03 AM	The U.S. should do away with abstinence-only education in high schools, and start teaching safe sex practices. Teenagers are going to have sex no matter what so they should be well informed on methods of contraception so they can adequately protect themselves from STDs and unplanned pregnancies.	-1	u.s. abstinence-only education high schools, start teaching safe sex practices. teenagers sex matter informed methods contraception adequately protect stds unplanned pregnancies.
66	88f51	Debbie Humphrey	April 08, 2013, 09:50:04 AM	Legalize abortion in all states and make it more affordable.	-1	legalize abortion states make affordable.
67	80f54	Andrew Silva	April 08, 2013, 11:40:34 AM	Find a way to increase money funds so that the hospitals can use them in order to promote better care.	-1	find increase money funds hospitals order promote care.
68	80f54	Andrew Silva	April 08, 2013, 11:42:05 AM	There should be seperate and smaller community groups that is working on this health care plan and also publicizing more of this topic in the news so that people can know what is going on.	-1	seperate smaller community groups working health care plan publicizing topic news people on.
69	80f54	Andrew Silva	April 08, 2013, 11:43:06 AM	The waiting is too long for emergency care. May be they should start improving with the emergency unit first.	-1	waiting long emergency care. start improving emergency unit first.
70	80f54	Andrew Silva	April 08, 2013, 11:44:23 AM	even if they build hospitals and clinics it will be no use if people cant afford to go.	-1	build hospitals clinics people afford go.
71	80f54	Andrew Silva	April 08, 2013, 11:45:25 AM	there should be like programs for poor people who can apply to get help in paying for the medical bills.	-1	programs poor people apply paying medical bills.
72	80f54	Andrew Silva	April 08, 2013, 11:46:44 AM	Basically, everything revolves around money so they should think first about how to distribute money.	61	basically, revolves money distribute money.
73	80f54	Andrew Silva	April 08, 2013, 11:48:25 AM	The workers of the hospitals should be friendly and reliable because many of them dont smile and it does really hurt the reputation of the hospitals.	-1	workers hospitals friendly reliable smile hurt reputation hospitals.
74	80f54	Andrew Silva	April 08, 2013, 11:51:06 AM	There should also be diversity in workers because it might be easier for patients to interact more with workers that are from same place. Increase diversity.	-1	diversity workers easier patients interact workers place. increase diversity.
75	80f54	Andrew Silva	April 08, 2013, 11:53:05 AM	US could use Canada as an example and if they find some flaws in Canada, they could always improve that part in US.	-1	canada find flaws canada, improve part us.
76	80f54	Andrew Silva	April 08, 2013, 11:53:39 AM	People should be given the care they deserve.	-1	people care deserve.
77	80f54	Andrew Silva	April 08, 2013, 11:54:55 AM	Medical practice should be given equally to everyone despite how their look, their age, gender, and wealth.	-1	medical practice equally look, age, gender, wealth.
78	36f53	Teresa Oconnor	April 08, 2013, 01:06:07 PM	i have recently learned that obama passed a law for birthcontrol to be free, i believe if you have insurance, so i believe everyone should have a fair chance of free birthcontrol like people with insurance.	-1	recently learned obama passed law birthcontrol free, insurance, fair chance free birthcontrol people insurance.
79	36f53	Teresa Oconnor	April 08, 2013, 01:12:09 PM	they should also make the hospital for people with major problems, not for people who have a cold or flu or something to that extent. It is annoying when you are trying to get a broken body part looked at and you have to wait in line behind the people who cant afford normal doctors so they take up space in the EMERGENCY room. in other words they should reform hospital standards and change rates on health insurance so the poor people that go to the emergency room for a cough, can instead go to a family doctor.	50	make hospital people major problems, people cold flu extent. annoying broken body part looked wait line people afford normal doctors space emergency room. words reform hospital standards change rates health insurance poor people emergency room cough, family doctor.
80	36f53	Teresa Oconnor	April 08, 2013, 01:17:56 PM	i think that those commercials like Everest those online schools make it to easy for people to get out in the medical field, whether it be a receptionist of just a nurses aid. I think that the medical field should require degrees with top notch nursing programs and up. Even UTA for example, it is smaller than UT A&M but we still have a wonderful program. Can you really trust people that graduate from online schools. Yeah they can pass a MCAT but by how many points? Raise the passing percentage of the medical field tests to make sure we are getting quality doctors handling our LIVES.	-1	commercials everest online schools make easy people medical field, receptionist nurses aid. medical field require degrees top notch nursing programs up. uta example, smaller ut a&m wonderful program. trust people graduate online schools. yeah pass mcat points? raise passing percentage medical field tests make quality doctors handling lives.
81	36f53	Teresa Oconnor	April 08, 2013, 01:19:40 PM	I 100% agree fully with this. One problem at a time. i think we should focus on getting out of debt first.	61	100% agree fully this. problem time. focus debt first.
82	36f53	Teresa Oconnor	April 08, 2013, 01:21:29 PM	quit spending money on putting mcdonalds on every corner of every street too.	62	quit spending money putting mcdonalds corner street too.
83	36f53	Teresa Oconnor	April 08, 2013, 01:24:56 PM	Health care system should crack down more on the obesity in schools. We are becoming a nation where its socially acceptable to be fat and die fat. its disgusting, and saddening to think that other nations stereotype us Americans as a bunch of fat people. It is seriously not hard to teach good nutrition in schools and make nutritious meals without making them taste disgusting and fake as they do now.	-1	health care system crack obesity schools. nation socially acceptable fat die fat. disgusting, saddening nations stereotype americans bunch fat people. hard teach good nutrition schools make nutritious meals making taste disgusting fake now.
84	88f51	Debbie Humphrey	April 15, 2013, 09:41:08 AM	Create an app for emergency rooms and other medical facilities that allow patients to check in and fill out all the usual paperwork digitally. This would cut down on paper costs and potentially make the check in process at hospitals more efficient. Perhaps include features like estimated wait time or allow the patient to see the number of people waiting ahead of them.	-1	create app emergency rooms medical facilities patients check fill usual paperwork digitally. cut paper costs potentially make check process hospitals efficient. include features estimated wait time patient number people waiting ahead them.
85	88f51	Debbie Humphrey	April 15, 2013, 09:49:49 AM	Legalize marijuana for medicinal use in the U.S.	-1	legalize marijuana medicinal u.s.
86	80f54	Andrew Silva	April 15, 2013, 11:00:44 AM	People would not feel secure if someone who graduated online is treating them.	80	people feel secure graduated online treating them.
87	80f54	Andrew Silva	April 15, 2013, 11:02:32 AM	Legalizing marijuana is an issue in US which should be taken care of soon. Marijuana is good for medical purpose so if it is legalized then it should be legalized only in hospitals.	85	legalizing marijuana issue care soon. marijuana good medical purpose legalized legalized hospitals.
88	80f54	Andrew Silva	April 15, 2013, 11:03:31 AM	I think this is a great idea, we will be saving trees and patients.	-1	great idea, saving trees patients.
89	8f52	Austin Johnson	April 15, 2013, 11:04:34 AM	I agree that it could be hard for people to trust someone who graduated from an online school.	80	agree hard people trust graduated online school.
90	8f52	Austin Johnson	April 15, 2013, 11:05:19 AM	Get rid of online medical programs, because people need to be training with hands on experience.	-1	rid online medical programs, people training hands experience.
91	80f54	Andrew Silva	April 15, 2013, 11:06:51 AM	Almost everyone has iphone or ipads or technology of some sort. They could use these technologies to help them have a healthy lifestyle. For example, they could download the apps in their phones which provide their BMI check up or weight check up for free. This could really help many from less hospitals visits.	-1	iphone ipads technology sort. technologies healthy lifestyle. example, download apps phones provide bmi check weight check free. hospitals visits.
92	8f52	Austin Johnson	April 15, 2013, 11:08:12 AM	If some people cannot afford being treated, then they won't be able to afford buying the technology to do this.	-1	people afford treated, won't afford buying technology this.
93	80f54	Andrew Silva	April 15, 2013, 11:08:49 AM	Now the people who really care about their health have many ways to keep them in shape. The apps in the phones have exercising routines from which people can follow up 20 min everyday and be healthy for coming years ahead of them.	-1	people care health ways shape. apps phones exercising routines people follow 20 min everyday healthy coming years ahead them.
94	80f54	Andrew Silva	April 15, 2013, 11:11:01 AM	I think that the amount of restaurants in US is really making everywhere else to think that the US is a fat country.	-1	amount restaurants making fat country.
95	80f54	Andrew Silva	April 15, 2013, 11:12:48 AM	The people should be required to volunteer more hours in the hospitals so that they are experienced.	-1	people required volunteer hours hospitals experienced.
96	8f52	Austin Johnson	April 15, 2013, 11:16:19 AM	There is really no excuse to not being healthy. Even an app can help out a person, so idk why so many people complain about not being in shape. It is all a matter of choice and action.	93	excuse healthy. app person, idk people complain shape. matter choice action.
97	80f54	Andrew Silva	April 15, 2013, 11:16:47 AM	I think that the field tests should be very practical because we learn by experience and not just by memorizing the books.	80	field tests practical learn experience memorizing books.
98	8f52	Austin Johnson	April 15, 2013, 11:18:55 AM	A diverse environment inside hospitals would help people be more accepting with other races. It would help patients be friendly to people they have never interacted with.	74	diverse environment inside hospitals people accepting races. patients friendly people interacted with.
99	80f54	Andrew Silva	April 15, 2013, 11:20:09 AM	They could create an app that everyone can afford and its only one-time buying too so that everyone can use it whenever they want without buying it each time.	92	create app afford one-time buying buying time.
100	36f53	Teresa Oconnor	April 15, 2013, 12:09:43 PM	We are way to involved in foreign affairs. Like hurricane Katrina, the first people to actually show up and help were Canadian officers and Cubans I believe, where were the American federals? Something doesnt seem right there.	59	involved foreign affairs. hurricane katrina, people show canadian officers cubans believe, american federals? there.
101	36f53	Teresa Oconnor	April 15, 2013, 12:15:20 PM	Definitely need to get rid of online medical programs. It is way to easy to get a degree in medical fields and have no hands on experience. It is very scary to think people without in school degrees and internships are handling our nations patients!	-1	rid online medical programs. easy degree medical fields hands experience. scary people school degrees internships handling nations patients!
102	36f53	Teresa Oconnor	April 15, 2013, 12:20:09 PM	And in that, the government should do something about health insurance for the poor to keep them out of emergency rooms and in with family doctors or Quick Care services to make room for people who actually need emergency care. Most hospitals are filled with sniffling/ coughing people who go there just because they cant afford a doctor and therefore taking up emergency room doctors time of treating actual emergency patients.	77	that, government health insurance poor emergency rooms family doctors quick care services make room people emergency care. hospitals filled sniffling/ coughing people afford doctor taking emergency room doctors time treating actual emergency patients.
103	36f53	Teresa Oconnor	April 15, 2013, 12:23:52 PM	Bingo! Our government needs to realize yes we are an open nation and that is great! But as an open nation we should have the number one priority of focusing on our growing nation and accommodating to the needs of Americans because we are all here for one thing and that is to achieve the American Dream.	59	bingo! government realize open nation great! open nation number priority focusing growing nation accommodating americans thing achieve american dream.
104	56f55	Dana Avila MD	April 15, 2013, 02:08:51 PM	Personally, I think that if doctors and nurses, etc. were on a government paycheck like police officers or firemen then it would be easier to give health care to anyone who needs it, rather than the people who can afford it.	-1	personally, doctors nurses, etc. government paycheck police officers firemen easier give health care it, people afford it.
105	56f55	Dana Avila MD	April 15, 2013, 02:10:09 PM	this is not true for all birth control. If it's true at all. I take birth control every day and I pay $50 a month for it. WITH insurance.	78	true birth control. it's true all. birth control day pay $50 month it. insurance.
106	56f55	Dana Avila MD	April 15, 2013, 02:13:01 PM	we don't pay for that? the Mcdonald's cooperation, or the people who own that land pay for the Mcdonald's to be built. The reason that big companies like Walmart and Fast food chains are more common than hospitals is because they have the money to pay for the land and the development of the buildings.	-1	don't pay that? mcdonald's cooperation, people land pay mcdonald's built. reason big companies walmart fast food chains common hospitals money pay land development buildings.
