Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1742,5,"['The objective of the game is to get the ball to bounce more than once on your opponents side of the court. The court would be divided into 2 with a net in the middle. On each side of the court, the court will be sub-divided into 5 section: 2 in front, the whole middle and 2 at the back']","team, game, get, sport, person, make, time, member, win, go"
1741,5,['A team will consist of 5 members and 4 substitutes.'],"team, game, get, sport, person, make, time, member, win, go"
1740,5,"['The name of my sport is called quick-ball. Its a 40 minute game, with a half time after 20 minutes.']","team, game, get, sport, person, make, time, member, win, go"
1739,5,Each team is timed. The team is not finished until the first person to do the race is first in line again and the last person to finish is at the back of the line. The last person has to give the first person a high-five on the way back.,"team, game, get, sport, person, make, time, member, win, go"
1738,5,The mazes aren't very long and each player is given 2 practice rounds.,"team, game, get, sport, person, make, time, member, win, go"
1737,5,The teams aren't too different in size and a certain player will to start the game.,"team, game, get, sport, person, make, time, member, win, go"
1733,5,"Giving each diver a set time as to how long they can be underwater in between breaks would help with being penalized. For instance, a diver could be underwater for as long as 2 minutes but if he/she has to come up anytime before then, then they will be given a rest. This would insure that the diver is safe and breathing well enough before going back underwater.","team, game, get, sport, person, make, time, member, win, go"
1732,5,Making the game played to 150 or 200 points could make the game more interesting and not seem so fast for players with expertise. Another suggestion would be to have more than one game in a match.,"team, game, get, sport, person, make, time, member, win, go"
1728,5,"The participants would all race in the same maze to ensure no one driver is given an advantage via they maze they are selected. Also the drivers will start at the same time to encourage a more competitive spirit, as opposed to simply racing the clock.","team, game, get, sport, person, make, time, member, win, go"
1727,5,"[""Basically you have a lot of people running from ONE particular person and the objective of the game is not to be tagged. But instead of actually just 'freezing' in place where you just sit there after you were running away, maybe turn on a song and start dancing instead of just being there in one area. So the objective of the game is too keep in motion, if you have been tagged, don't sit on the floor, yet dance until someone has came and un-frozen you.""]","team, game, get, sport, person, make, time, member, win, go"
1726,5,"['Everyone knows the game, ""freeze tag.""']","team, game, get, sport, person, make, time, member, win, go"
1724,5,Horseback Frisbee: horseback riding while catching frisbees. two opposing players with one person tossing a frisbee and both people riding horses through obstacles. whoever catches the most frisbees within 30 minutes wins.,"team, game, get, sport, person, make, time, member, win, go"
1722,5,Reverse racing; rules: there are three participants driving a caddy going backwards the entire time.  each participant is in their own maze. whoever reaches the end of their maze first wins.,"team, game, get, sport, person, make, time, member, win, go"
1747,5,"It would be interesting to have a sport that involves animals as well as humans, such as dogs.","team, game, get, sport, person, make, time, member, win, go"
1764,5,Underwater soccer,"team, game, get, sport, person, make, time, member, win, go"
3083,5,leaving the court when you are tagged. the team with players still standing wins,"team, game, get, sport, person, make, time, member, win, go"
1767,5,helps biker built a stronger stamina,"team, game, get, sport, person, make, time, member, win, go"
1797,5,"For example, ball would be placed on team 1 side, and then team 1 would try to defend ball from team 2 before time expires","team, game, get, sport, person, make, time, member, win, go"
1796,5,"Ball placement would be randomized so one team would be on the offensive and one team on the defensive.  There would be time, and there would be a limit on the amount of times you can score when you take the ball back to your side","team, game, get, sport, person, make, time, member, win, go"
3070,5,only items of the other time should be knocked down indicated by color of that team,"team, game, get, sport, person, make, time, member, win, go"
1794,5,Powerball,"team, game, get, sport, person, make, time, member, win, go"
1793,5,"Hybrid of basketball, football, and lacrosse","team, game, get, sport, person, make, time, member, win, go"
3071,5,balancing yourself longer then the other team to score a point,"team, game, get, sport, person, make, time, member, win, go"
1790,5,2 teams of 10 members each,"team, game, get, sport, person, make, time, member, win, go"
1789,5,Hoopskitball,"team, game, get, sport, person, make, time, member, win, go"
1788,5,"a mixture of baseball, and kickball, there are 2 teams, each consisting of 10 or more players. Just like in Baseball, the defensive team is in the outfield, on the bases, the mound, and behind home plate. The offensive team has on member of the team come up to home plate, he has a choice to either kick the ball or hit it with a flat bat, however the player has no idea what the pitcher is wanting the through it could be hittable or kickable. instead of running to the right like in Baseball, the player will run to the right (clockwise), the defensive team has to either catch the ball before it hits the ground, tag 1st base, or tag the runner. there are 3 outs, and 10 innings. When the offensive player is at Home base, he/she has 3 outs, and 4 balls. if you get 4 balls, you get to safely go to 1st base, however if you get 3 outs, well, you're out. To score, just like in baseball, and kickball you have to circle the bases, tagging each one to move to the next base, then to Home base, that would be considered one point, per runner to home.","team, game, get, sport, person, make, time, member, win, go"
1787,5,"zero gravity obstacle course, where you have to go through this very challenging course, but you are in zero gravity so you have to hold on to the course, the trick is you can only touch one side of the course to hold on and move.","team, game, get, sport, person, make, time, member, win, go"
3072,5,until the other person is tired,"team, game, get, sport, person, make, time, member, win, go"
3073,5,shooting animals that are only plastic and not real till all are knocked down,"team, game, get, sport, person, make, time, member, win, go"
1786,5,"hedge-maze races, where you have a team of 6 relays one at a time through this maze, while being timed, until everyone in the team has successfully made it through maze; they will be racing against 2 or more other teams who also has to navigate through the maze, which ever team has the fastest time wins.","team, game, get, sport, person, make, time, member, win, go"
3074,5,as long as you can befor your opponite,"team, game, get, sport, person, make, time, member, win, go"
3075,5,game should be timed. the one with the least time to end is the winner,"team, game, get, sport, person, make, time, member, win, go"
1784,5,Instead of of running to the next exersice trainees can swim and complete the activity in the water at different temperatures. People can work together in a team or individually. In every exercise each trainee will focus on a different part of their body to work on.,"team, game, get, sport, person, make, time, member, win, go"
3076,5,that is timed to whom reaches the end first,"team, game, get, sport, person, make, time, member, win, go"
1768,5,While cross training using different techniques so it wont hurt the participant while being in the water,"team, game, get, sport, person, make, time, member, win, go"
1769,5,Pole dancing for a better physique for women that do not have time to go to the gym.,"team, game, get, sport, person, make, time, member, win, go"
1771,5,It can also help in the abdominal area to tone and strengthen the arms and legs,"team, game, get, sport, person, make, time, member, win, go"
1772,5,"A sport similar to basketball, but the court floor will have boxes of two different colors and the team mates can go in any of the boxes but can only catch the ball if they are in the box that is assigned to their team","team, game, get, sport, person, make, time, member, win, go"
1773,5,"A sport like rope climbing, but using poles instead","team, game, get, sport, person, make, time, member, win, go"
1774,5,"Including a large variety/quantity of different kinds of weights for each exercise. Strap-on weights on the arms and/or legs, making it even more difficult to move the limbs, leading to increased strength training. Timed exercises for each group of people, increasing the competition within individuals","team, game, get, sport, person, make, time, member, win, go"
3069,5,te,"team, game, get, sport, person, make, time, member, win, go"
1775,5,"Perhaps the dogs/animals can help out the humans, similar to being in a team. No competition between animals and humans however, because they are not on the same level mentally/physically","team, game, get, sport, person, make, time, member, win, go"
3081,5,once the ball is passed you would leave the field. the team with the last team player standing with the ball would be the team that wins,"team, game, get, sport, person, make, time, member, win, go"
1777,5,The net could be shortened and the game played two on two rather than in teams.,"team, game, get, sport, person, make, time, member, win, go"
3080,5,tag the opposing team color until all team mates are taged off the field,"team, game, get, sport, person, make, time, member, win, go"
3077,5,the time mate that handles the ball after it is passed must leave the court,"team, game, get, sport, person, make, time, member, win, go"
1780,5,"Ultimate scuba diving... items are placed in a marked off underwater area. Teams of 3, the team who collects the most items in 20 minutes wins.","team, game, get, sport, person, make, time, member, win, go"
1782,5,this will help the pet and the owner have more time to spend with each other and get to know each other. Also help their dog be stronger and more obedient.,"team, game, get, sport, person, make, time, member, win, go"
3082,5,if a peson is tag he must leave the field also if a team member falls they must leave the filed. the team left standing is the winner,"team, game, get, sport, person, make, time, member, win, go"
2142,5,"swivel chair compete;the compete can be hold at any company.There're two type games. First one, In a large empty place, the participants are sitting on their swivel chair, start at whistle, they will travel in a big circle. They can use any tools to help them move faster, but without disturb other participants intentinally.(accident do happens). At a certain amount of time, the one who circled around the most time win the game. Second, like a field and track runner, they will have several tracks, the first one who reach the final destination win.","team, game, get, sport, person, make, time, member, win, go"
2159,5,"Toy Water pistol shooting game, two teams will be compete at same time. Everyone have one water pistol in hand, and two team have different color water. Every member will wear a name card on their back, the one who get water on their name card will lose.","team, game, get, sport, person, make, time, member, win, go"
2144,5,"There are three teams in the game. On the field there is a triangle with equal sides that are about a couple of meters long. Each point on the triangle belongs to a team. The goal is for two members to hold a blanket so a ball can rest in the middle and propel the ball out toward a target board with points. This will go on for 10 balls at the players own pace. Then the teams will rotate two times until done. If 2 team's ball hits mid air, then the one that falls outside the triangle wins a couple of points.","team, game, get, sport, person, make, time, member, win, go"
2552,5,"people can swim under water if they can hold their breath that long across the pool, but most of the cases they may be up above the water","team, game, get, sport, person, make, time, member, win, go"
2551,5,"Nice idea, what about we don't tell everyone who's in which team when the game started, so people can talk to each other first and decide whether they will be in corporation or decide to hit the other person with a water balloon. If hitting a wrong person who's actually really on your team, then you lose.! Adding some mystery to it.","team, game, get, sport, person, make, time, member, win, go"
2550,5,Holding on while other players can distract the person! Makes it harder to play and more fun,"team, game, get, sport, person, make, time, member, win, go"
2549,5,"To make it more challenging, the time period can be even shorter! And, we can have three topics at a time, say, one round our topics are ""Fruit, Drink, Animal"" ...then I draw a letter of ""B"" ... Then I will have to say ""Banana, Beer, Bear!!!"" That way the game is more challenging and fun! But Great Idea here, whoever made this up!","team, game, get, sport, person, make, time, member, win, go"
2548,5,"To increase difficulty, if the selected person can spell the name of the pointed person correctly, then he or she goes to the next level of guessing what the pointed person's favorite color is...how many sibilings they have, what age range they are. At the end, count how many questions the selected person can guess right, and then compare to the other persons, see who is the ""Guessing King/Queen""","team, game, get, sport, person, make, time, member, win, go"
2547,5,"Body Part Game: This is a two player game. When people say talk to the hand. There can be a game on person says ""talk to the _insert body part_"" And this will go back and forth until one person runs out of a body part to say.","team, game, get, sport, person, make, time, member, win, go"
2546,5,"If someone gets the fear they wrote, maybe the players can redraw until everyone gets someone else's fear.","team, game, get, sport, person, make, time, member, win, go"
2545,5,[/,"team, game, get, sport, person, make, time, member, win, go"
2544,5,"I think the members of the team should wear their team's color. For example, the members of the yellow team should wear a yellow shirt, or jersey, or some band to distinguish themselves from other team members.","team, game, get, sport, person, make, time, member, win, go"
2543,5,"Maybe instead of going to the back, the players must fit their drawings in the bowl drawn. It could be up to the players' digression to what size the bowl should be. Also, if the players only have let's say 15 minutes to play, drawing a smaller bowl would help the game go faster","team, game, get, sport, person, make, time, member, win, go"
2816,5,%I like the fact that you mention something ordinary for the players and we really do need that because most sports do have a rectangular shape field/court etc..%,"team, game, get, sport, person, make, time, member, win, go"
2542,5,This is kind of like limbo. I think one of the rules should be that this game must be played in the grass or carpet or some soft surface to avoid injury.,"team, game, get, sport, person, make, time, member, win, go"
2541,5,Maybe there could be two catchers- one for each side of the pool,"team, game, get, sport, person, make, time, member, win, go"
2540,5,"like, think about it in 3d. youd have a ball on a flat field,, and youd change the plane around it, and one team is trying to get the ball to go to the right, and the other is trying to make the ball go to the left, and you can change a small square underneath the ball to get it rolling.","team, game, get, sport, person, make, time, member, win, go"
2553,5,maybe add some equipment like slingshots to help for long distance. also if the balloon does not pop and you are marked with the paint then you are still in the game.,"team, game, get, sport, person, make, time, member, win, go"
2539,5,"the only catch would be that the other person would get a change to change some the field right after you, and youd take turns like that.","team, game, get, sport, person, make, time, member, win, go"
2537,5,"most sports involve getting a ball to a place, so  what about a game where the ball is still and you have to change the place around it to get them ball therE?","team, game, get, sport, person, make, time, member, win, go"
2817,5,% hey you know what I totally agree with you because that way this sport could be economical. Since a bottle doesn't require much money to invest on.,"team, game, get, sport, person, make, time, member, win, go"
2535,5,"['you could use airplanes to fight, like they have a sport where they fight robots.']","team, game, get, sport, person, make, time, member, win, go"
2534,5,"what about a sport based on hula hooping? you could add a modification to them that made them spark, or like magnets that yould make hem change direction if they hit each other. like when with regular ones two people hula hopps and bump them against each other and see if it falls down? the changing of direction could have an intresting impact.","team, game, get, sport, person, make, time, member, win, go"
2532,5,maybe a sport that tests finger strength,"team, game, get, sport, person, make, time, member, win, go"
2531,5,or with some kind of target area you have to fly through,"team, game, get, sport, person, make, time, member, win, go"
2818,5,"% I think we should add a little more spice to it, as in more intrested, not that is not interested. But any ways maybe we could have really cool outfits for the players. So you know how this has to be a "" creative sport "" so why not make the players all wear outfits that are environment friendly.%","team, game, get, sport, person, make, time, member, win, go"
2530,5,"like, with different level on the launching part and on the landing.","team, game, get, sport, person, make, time, member, win, go"
2528,5,a sport where you jump through hoops,"team, game, get, sport, person, make, time, member, win, go"
2527,5,"Color Balloon Wars. This is a cross between paintball and water balloons. in this sport teams will be separated into different colors, ex.. team yellow, red, green. each of these teams will only have their water balloons filled with there team color paint. the objective is for each team to try and take out the other teams. once hit you would be out. the last team standing will win.","team, game, get, sport, person, make, time, member, win, go"
2821,5,"% maybe the teams can decide how many sections they want , whether 3 sections where they are longer times and longer breaks  or 5 sections where shorter in time and shorter in breaks.Giving the team options, but not too many options, can act as a strategy for the team to win%","team, game, get, sport, person, make, time, member, win, go"
2822,5,"%i agree with both. having obstacles is a great idea to add a level of difficulty to it, but not so much that it becomes a joke or impossible to complete. it still needs to be a competitive game%","team, game, get, sport, person, make, time, member, win, go"
2526,5,['required at least two people to participate'],"team, game, get, sport, person, make, time, member, win, go"
2525,5,['doing yoga poses for as long as possible'],"team, game, get, sport, person, make, time, member, win, go"
2538,5,"like, the ball is still, and you'd.... arrange the pieces of the field so that the balll was in the place you wanted it to be to win.","team, game, get, sport, person, make, time, member, win, go"
2555,5,the fear should be something that can be done at the time and is not impossible to do. Also you can start with each person writing down five fears that way you can keep going until all the fears are picked and the winner is determined by the person who completed the most fears,"team, game, get, sport, person, make, time, member, win, go"
2556,5,Should be at least 16yrs or older,"team, game, get, sport, person, make, time, member, win, go"
2557,5,Should be at least 5ft deep to have more movement under water yet be easy to go up for air.,"team, game, get, sport, person, make, time, member, win, go"
2807,5,maybe adding more of a mental challenge to the sport as well as keeping the physical aspect of the sport.,"team, game, get, sport, person, make, time, member, win, go"
2585,5,The person who jumps the highest is the winner. What if this sport was on a trampoline. That way there is also technique involved with it. And a person can get some really high heights. There can be judges standing by to measure the jumps.,"team, game, get, sport, person, make, time, member, win, go"
2584,5,And there can be like shields on the field teams can use to protect themselves and their captain. The shield would help deflect some of the balls. But there will only one shield for each team. So the amount of protection is limited.,"team, game, get, sport, person, make, time, member, win, go"
2808,5,"since the players have a chance of getting back into the game, they should also have the challenge of being permanently eliminated from the game. instead of them being eliminated by the similar dodge ball rules, they should have to do something different and maybe a little bit harder to ensure another spot back on the team instead of easily walking back on. they could maybe perform a physical task while simultaneously avoiding being permanently removed from the game from the opposite opponent.","team, game, get, sport, person, make, time, member, win, go"
2583,5,Maybe the team members can get out if they get hit as well. That way it is more difficult in protecting the captain. But the only the team who hits the captain first wins. Once the team member gets out they can not go back in.,"team, game, get, sport, person, make, time, member, win, go"
2582,5,"Each person spitting the gum out can have a three trys. Like in the track and field sport high jump, a person can advance if they can make it passed a certain distant. And if the person can't spit the gum the required distant the person can move on and try at a greater distant or forfeit. The person who can spit the gum at the longest distant is the winner of this game.","team, game, get, sport, person, make, time, member, win, go"
2581,5,The people who are interlocked hand in hand might be a bit painful. How about using a string or some kind of strap to hold the team members together. Also different teams of four can compete with other teams of four to see who can get the fastest time. The distance the team are running can be long or short depending on how hard you want to challenge each team.,"team, game, get, sport, person, make, time, member, win, go"
2580,5,"teams are groups of 4. the captain is selected. both groups must try and hit the other captain with small balls while still trying to protect their own captain. whoever's captain gets hit first loses. the winning teams will play each other in a tournament like style, so the winning team can be determined","team, game, get, sport, person, make, time, member, win, go"
2579,5,"a person must lay on their belly, get up and jump for height","team, game, get, sport, person, make, time, member, win, go"
2578,5,"4 people must interlock their arms and run to a finish line, competing for time against other teams","team, game, get, sport, person, make, time, member, win, go"
2809,5,"competitiveness is one of the major appeals of sports in the first place. the sport should have a time limit, opposing teams, a score that needs to be kept.there are always going to be winners and losers and since no one wants to be the loser in a game, the competitiveness to be the best is always going to be present.","team, game, get, sport, person, make, time, member, win, go"
2576,5,running backwards to a finish line for time,"team, game, get, sport, person, make, time, member, win, go"
2810,5,"Anything with physical activity is a sport. More sports should be coed, like football. They don't realize that maybe putting a female in football might make a difference. Every sport has female and male sides,but not football.","team, game, get, sport, person, make, time, member, win, go"
2574,5,Painting nails competing for time,"team, game, get, sport, person, make, time, member, win, go"
2573,5,"what about a game where you have two team, 12 people, and 2 rubber balls in a octagonal arena. in this arena, teams can free roam around, no restriction. the first begin by coin flip to determine who gets the ball. the team with the ball must work together to eliminate the player from an another. to eliminate a player, the team must past to one teammate to another to to create a line. once the line is made, those player cannot move will keep passing until they make a shape. if the opposing player move inside or go across the line, they are eliminated. however, if the opposing team intercept the ball, then the game pauses and goes to another team. the time limit is 15 for each game. if the team eliminate all of the opposing player, they win. if the clock runs out, the team with the most elimination, they win.","team, game, get, sport, person, make, time, member, win, go"
2572,5,catch and tag,"team, game, get, sport, person, make, time, member, win, go"
2571,5,This sport is a combination of dogged ball and ultimate Frisbee. Two teams of 5 or more. One team is on opposite ends facing each other. The object of the game is to get the opposing team members out using the ball being tossed. The closer you are the more easy it is to get the other team out.The ball can only be tossed by using throwing the ball through the legs. The ball can be passed to other team members in the group for a better angle of attack. The team who is the last one at least one member of their team wins. In order to move to get closer the opposing team must toss the ball to each other or for an attack.  Once the ball stops moving then so does the team members.,"team, game, get, sport, person, make, time, member, win, go"
2814,5,If anything that's physical is a sport than a job should be a sport.,"team, game, get, sport, person, make, time, member, win, go"
2559,5,"But couldn't people just cheat and swim underwater the whole time swimming across the pool? Maybe there should be rules about how long you can stay underwater. And the ball, does it stick to the swimmer, is that why it would be called ""pool sticker""? That'd be a good way if identifying the new ""catcher"".","team, game, get, sport, person, make, time, member, win, go"
2560,5,"The idea is getting the ball into your hoop, by changing the foundation around it, making a slope so that the ball falls the way you want it to go. This would be more of a stationary sport.","team, game, get, sport, person, make, time, member, win, go"
2561,5,"Maybe it could be called ""Hula Wars"", because its a fairly simple game. You'd start to hula, and another person would, too. You get closer to each other so that your hoops bump together, and try to knock the other person's down. The changing direction thing would just make it harder.","team, game, get, sport, person, make, time, member, win, go"
2562,5,"What if it was just dares? Biggest fears are a little too much, and some might not be able to be done(i.e. fighting a grizzly bear). It's be like truth or dare, but only dares. you and your friends would write down a couple but you wouldn't know whose you'd get .","team, game, get, sport, person, make, time, member, win, go"
2563,5,"What about a name guessing game where you basically do the same thing, but you have to go up and guess the stranger's name using no more than 3 or 5 questions, and one o them can't be ""what's your name"" or ""how is it spelled?""","team, game, get, sport, person, make, time, member, win, go"
2524,5,"['Holding on a required pose for as long as possible, it  can be standing with one foot,']","team, game, get, sport, person, make, time, member, win, go"
2813,5,"A sport that requires guns might not be appropriate,but, it's a great way to take your anger out on an object rather then on a human being. One person throws the other person focus and then pulls the trigger. It's a brain exercise.","team, game, get, sport, person, make, time, member, win, go"
2565,5,"['what about a memory game where you memorize a series of moves you are shown only 3 times, and when you memorize them, you get more move added on until you forget a move. Kind of like Bop It but with dancing.']","team, game, get, sport, person, make, time, member, win, go"
2567,5,how about putting different styles of dances on pieces of paper then each person draws a paper and depending on the style they get is what kind of music and dance moves they do.,"team, game, get, sport, person, make, time, member, win, go"
2568,5,"It's called ""pool sticker"" because people want to swim to the other side of the pool and stick themselves there, in order to avoid being caught! :) The ball goes to whoever got hit by the ball, and that person will be the new catcher...and its good idea if the ball sticks!!! that would be fun","team, game, get, sport, person, make, time, member, win, go"
2812,5,"Another idea for a sport wouldn't be coed but it will be boys against girls. Each side will have to figure out how to keep each object off the ground. If the object is in each persons hand falls to the ground , they will have to sit out. The last team member left standing will win the game. They will win it for their team.","team, game, get, sport, person, make, time, member, win, go"
2569,5,good idea how about making all the balloons black and just marking them at the tip to just keep the mystery going on who is on what team. also when choosing the teams put every one together and have them draw a paper from a bowl each paper would contain a small dot of the color team they are in. and have them not say what team they are in.,"team, game, get, sport, person, make, time, member, win, go"
2570,5,But can't the other players tell what the other person's balloon is colored like without asking them?,"team, game, get, sport, person, make, time, member, win, go"
2564,5,['Dancing Game'],"team, game, get, sport, person, make, time, member, win, go"
2523,5,['Hold on'],"team, game, get, sport, person, make, time, member, win, go"
2823,5,% like maybe have a contest among the teams of wore the most creative outfits.%,"team, game, get, sport, person, make, time, member, win, go"
2824,5,That could work too but in my opinion it would not be fair to the player getting hit by someone one in the zone because the zone player at that point is just trying to get back in,"team, game, get, sport, person, make, time, member, win, go"
2836,5,skip jumps,"team, game, get, sport, person, make, time, member, win, go"
2486,5,*=-there should be more than one basketball on the court during a game.,"team, game, get, sport, person, make, time, member, win, go"
2485,5,*=-the arena should have different leveled hoops so that one team can be awarded when they accomplish a more difficult goal.,"team, game, get, sport, person, make, time, member, win, go"
2837,5,crawl races,"team, game, get, sport, person, make, time, member, win, go"
2838,5,finger pulls,"team, game, get, sport, person, make, time, member, win, go"
2839,5,rope swings,"team, game, get, sport, person, make, time, member, win, go"
2481,5,eyes covered and find your partner,"team, game, get, sport, person, make, time, member, win, go"
2480,5,and doing obstacles together,"team, game, get, sport, person, make, time, member, win, go"
2840,5,tree climbs,"team, game, get, sport, person, make, time, member, win, go"
2478,5,"singing and doing tasks at the same time, like...step on worms, or putting a snake around.","team, game, get, sport, person, make, time, member, win, go"
2477,5,"swimming, holding partner hands and sing underwater","team, game, get, sport, person, make, time, member, win, go"
2476,5,swimming and finding stuffs underwater at the same time,"team, game, get, sport, person, make, time, member, win, go"
2841,5,ball rolls,"team, game, get, sport, person, make, time, member, win, go"
2475,5,"two teams, one has about 5, 6 people. draw a line in the between them. each team will vote a person each time go over the line to the other team. while doing that, that person has to sing a song, keep singing nonstop, and try to touch people on the other team, as those who got touched by that person, will have to go to that person's team and wait for their team partner to recuse them. keep playing until all people in one team got touched and being prisoned","team, game, get, sport, person, make, time, member, win, go"
2842,5,backward hops,"team, game, get, sport, person, make, time, member, win, go"
2471,5,frisbees,"team, game, get, sport, person, make, time, member, win, go"
2470,5,racing,"team, game, get, sport, person, make, time, member, win, go"
2845,5,"In pyramid run, there will be 8 players, each must dress like a zombie. the aim of the game is to transport the flag fastest to the top of the pyramid. the pyramid is about 7 metres high with 7 levels. there will be a teammate stationed on each level of the pyramid building. the 8th person is the one that will bring the flag to the people in the pyramid. the players have to successful pass the flag from one person to another without using their hands or legs. and if the flag drops on the floor, that team has to start again. the first team in place the flag on the top of the pyramid is the winning team.","team, game, get, sport, person, make, time, member, win, go"
2458,5,paint ball tag,"team, game, get, sport, person, make, time, member, win, go"
2459,5,sport on horseback,"team, game, get, sport, person, make, time, member, win, go"
2460,5,lacrosse w/ water balloons,"team, game, get, sport, person, make, time, member, win, go"
2461,5,obstacle course,"team, game, get, sport, person, make, time, member, win, go"
2462,5,mud as playing surface,"team, game, get, sport, person, make, time, member, win, go"
2488,5,"-each team gets a ""target"" or ""targets"" that they can hide from the opposing team.","team, game, get, sport, person, make, time, member, win, go"
2463,5,ball pit,"team, game, get, sport, person, make, time, member, win, go"
2464,5,stacking blocks,"team, game, get, sport, person, make, time, member, win, go"
2465,5,indoor setting,"team, game, get, sport, person, make, time, member, win, go"
2466,5,underwater ball game,"team, game, get, sport, person, make, time, member, win, go"
2843,5,"Erase Ball: Basically similar to dodge ball where there is a couple of balls placed in the middle of the court with two teams of at least 5 on each side. The objective of the game is to get all the members of the other team out by hitting them with one of the erase balls. However the difference in this game from dodge ball is that if the erase ball makes contact with your body, whichever body part it was will be erased, meaning you no longer can use it. An example would be that if you got hit in your left leg, you would not be able to use it anymore and would have to stand only on your right leg since your left leg was ""erased"". If you got hit in the torso or stomach however, everything from the place you got hit down would be ""erased"". The only way to be able to get back your lost body parts is if you catch a ball. One body part can be replaced back per catch. If you missed the catch however you will lose whatever hand or arm or whatever the part of the body the ball made contact with. Time limit for games is usually ten minutes or Unlimited if you are playing ""fight to the death"" style. The court will be around 20 ft long and each team will stand 10ft away from where the balls are in the middle prior to whistle being blown to start the game. In the ten minute games, crossing the line prior to the 5 min mark result in an automatic erase which means the player is out. However, at the 5 min mark, players may move over 5 ft from the middle to other team territory to gain an advantage. At the 1 min mark, free reign of the whole court is viable and there are no boundaries. Wins can be determined by the number of players completely erased and by the number of body part that are left on a persons body. Major body parts will be counted only. So the head, two hands, two forearms, two shoulders, two thighs, two shins, and two feet. If there is a tie, then team captains will square off on a one on one battle. Some special rules that should also be known is that no teammate can be returned even if you catch a ball and still have all your body parts, unless it is a shot to the to head. Head shot is an automatic kill.","team, game, get, sport, person, make, time, member, win, go"
2468,5,trampoline obstacle course,"team, game, get, sport, person, make, time, member, win, go"
2469,5,Dog and human teams,"team, game, get, sport, person, make, time, member, win, go"
2844,5,"in balloon Tag, the court will be triangular. each side of the triangle will be 15 metres long. the court will look sort of like a pyramid. the aim of this sport is to collect as many balloons as you can from the other team. this game lasts for 10 minutes then which the number of balloons obtained is counted and a winner emerges. a team is made up of 6 players and just like flag football, they will wear a belt that carries balloons not flags. the aim is for someone to remove the balloon off your belt and attach it to theirs. players have to continuously teal the other teams balloon before 10 minutes is over. each member of the team will start with 2 balloons and so 12 balloons in total will be given to each team. if at any time you have only one balloon on your belt and you get tapped/tagged by someone, you have to remain in that position and if for any reason your other balloon gets taken away you leave the game. when a player is stuck, the only way they can start moving again is when one member of their team gives them another balloon. this game will be played in the muddy triangular court.","team, game, get, sport, person, make, time, member, win, go"
2587,5,"this game is where you can have multiple teams (maximum of 4 players [or more depending the person]). this game is a paintball game and is kind of like king of the hill except you do not get swarmed by everyone. the game begins with all team opposite to one and other as usual but instead in the middle of a fort, a ball is launch in the air. the objective is to find the ball with your team try to keep as long as possible. for every second holding on the ball, a point is awarded. opposing can cooperate or conflict to one and other to try to get the ball to get the points. but there is a catch. if the throw the opposing player whose team does not have the ball, he is paralyzed","team, game, get, sport, person, make, time, member, win, go"
2835,5,pyramid run,"team, game, get, sport, person, make, time, member, win, go"
2491,5,-maybe in some locations the players can't touch the ground (kinda like lava) and they have to reach their destination by sliding across skateboard like objects or hop across mats that are placed on the floor.,"team, game, get, sport, person, make, time, member, win, go"
2522,5,"['This sport ""Pool Sticker"" requires good body coordination and great swimming skill so to escape from the ""catcher"" and go across the pool.']","team, game, get, sport, person, make, time, member, win, go"
2521,5,"['Pick one person to be in the middle, to be the ""catcher"", who also holds a small water ball. Then, sport started! The people on each one side of the pool needs to swim across to the other side within each 10-second interval, at the same time the ""catcher"" will go on and hit the ball at people who are trying to swim across the pool. and that that person who got hit will be the next ""catcher"".']","team, game, get, sport, person, make, time, member, win, go"
2520,5,"['Rules: To begin, some people will stick to one side of the pool, and the other people will stick to the other side.']","team, game, get, sport, person, make, time, member, win, go"
2825,5,"Sport will be played with a small oval object that looks like an egg but weighs very little. it will be played on a soccer field. each team will have 22 players of which 16 will be on the field at a particular moment. there will be 6 referees present on the field. the aim of the game is to score 45 points to win the game. there will be 3 rounds and 15:00 minutes for each. however if no team has scored 45 points by the end of 3 rounds then 2 more will be added and if at the end of the 5 rounds no team has 45 points then the team with the highest amount of points wins. The ""egg"" must be thrown from between the legs. an individual is only allowed to hold the egg for 10 seconds then which the egg is automatically given to the next team. there are 4 boxes which is where points will be gotten from. there will be 2 on each side for each team. one will be large and placed on the boundary line and throwing the egg successfully into that box gets you a maximum of 1 point. the other box is smaller and further away i.e behind the boundary line and scoring in that box will get you a maximum of 5 points. if any member holding should step across the boundary line, the other team gets possesion of the egg. if your team is with the egg and is the last to touch it before it drops on the ground, the other team gets possesion of the egg. to score in the 1 point box, players must be at least 2 meters away from the box if not point will be disregarded. if there is any form of foul play, players will be given red cards and sent out of the game. in a situation where up to 11 players from your team is sent out, then you will be asked to forfeit the game. in a situation whereby each team has both 6 players left, the game will be won when the first team scores two 5-point shots.","team, game, get, sport, person, make, time, member, win, go"
2518,5,['This sport required at least 6-10 people for participation.'],"team, game, get, sport, person, make, time, member, win, go"
2517,5,['Pool Sticker!'],"team, game, get, sport, person, make, time, member, win, go"
