Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
1998,1,"maybe even have a obstacle course, the opponent team sets up traps and other stuff and if you fall for the trap that memeber is out","could, water, flag, maybe, different, something, track, base, rule, jump"
942,1,*=- race to climb on top of a structure and Jump off into a bale of hay,"could, water, flag, maybe, different, something, track, base, rule, jump"
2043,1,Would they have to fold while doing the task? I think that would be hilarious. They could have the basket attached to their back and it could have a little drop section for easy reaching.,"could, water, flag, maybe, different, something, track, base, rule, jump"
2042,1,"Added on to this, perhaps they could compete in group or couples dances as well as singles. It could be a tiered competition where the best and fastest dancers go up in ranks until there is a final showdown for each grouping.","could, water, flag, maybe, different, something, track, base, rule, jump"
74,1,See who can last the longest in freezing water (maybe in a pond),"could, water, flag, maybe, different, something, track, base, rule, jump"
2292,1,Capture the flag while on a rock climbing wall. The object is to steal the other team's flag and to climp to the top and hang it on a pole to declare your team the winners.,"could, water, flag, maybe, different, something, track, base, rule, jump"
912,1,Water gun Zombie Challenge,"could, water, flag, maybe, different, something, track, base, rule, jump"
2036,1,Give the segways of roading capabilities so they can do things on different grounds and landscapes,"could, water, flag, maybe, different, something, track, base, rule, jump"
721,1,water based capture the flag: defend and attack in a large body of water. first to topple opponents flag wins.,"could, water, flag, maybe, different, something, track, base, rule, jump"
699,1,you cant breath under water but you can jump like super man out of the water when ever you want. so that's how you can come up for air. but becarful the longer youre out of water the chances of your team losing go up,"could, water, flag, maybe, different, something, track, base, rule, jump"
916,1,Snowball fortress Capture the Flag,"could, water, flag, maybe, different, something, track, base, rule, jump"
630,1,"A large room filled with mirrors and walls/tunnels, all the surfaces are 'sticky', i.e. athletes may walk on them in any orientation. Athletes then play 'laser tag', bouncing lasers off the mirrors to hit their opponents.","could, water, flag, maybe, different, something, track, base, rule, jump"
2030,1,Have them look for water in the desert sound more interesting like give them water to drink but then give them like an empty gallon and place two teams on rhe desert and make them find water and the team that has the most wter wins. We can use the flags to indicate they are near water,"could, water, flag, maybe, different, something, track, base, rule, jump"
2018,1,"How about something crazy? That involves segways? If that's what those things that mall cops run around are called. It could involve a ridiculous obstacle course and to make it even harder, a ball would be passed around as players try and navigate the terrain. There could be four goals, two for each team, one ball, and the land scape could magically change without notice, and they would not be allowed to fall off their segways or else they'd be penalized.","could, water, flag, maybe, different, something, track, base, rule, jump"
91,1,"Maybe limit the amount to around 10, because you don't want the field to be filled with people and it would be hard to keep track of who has the ball and who's following regulations or not. Maybe have two umpires with both sides of the field to make sure the rules are intact","could, water, flag, maybe, different, something, track, base, rule, jump"
2065,1,Who should we have as judges? And where could we have this to make it more interesting? Track field? Arena? Dancefloor? Random locations? The music could be put at random. Maybe even a remix would be good.,"could, water, flag, maybe, different, something, track, base, rule, jump"
729,1,beach based topple the flag game. flag on top of mound. first to topple the flag loses. take turns taking sand of the mound. must be a very big mound.,"could, water, flag, maybe, different, something, track, base, rule, jump"
1347,1,"Water gun fight- this is like paintball but with water. In order for a person to be out, one must hit them with water on their clothing only. No face.","could, water, flag, maybe, different, something, track, base, rule, jump"
936,1,*=- Mario Kart in real life,"could, water, flag, maybe, different, something, track, base, rule, jump"
670,1,"water based soccer - similar to water polo but with weight balls that stay underneath the water, and goals are in the bottom of the water as well","could, water, flag, maybe, different, something, track, base, rule, jump"
2000,1,and if you hit the oppents ball with your weapon for example with a paintball gun the other team automatically looses that run,"could, water, flag, maybe, different, something, track, base, rule, jump"
58,1,"have one key player on each team that has to do something specific, like a quarterback or kicker in football.","could, water, flag, maybe, different, something, track, base, rule, jump"
2062,1,Playing tennis in mud with a slight change in rules.,"could, water, flag, maybe, different, something, track, base, rule, jump"
628,1,athletes would slide on the track at high speeds.,"could, water, flag, maybe, different, something, track, base, rule, jump"
1976,1,We could have a Search and Destroy game with paintball guns,"could, water, flag, maybe, different, something, track, base, rule, jump"
547,1,Maybe there could be different rounds where the kicker has to move further away from the pins.,"could, water, flag, maybe, different, something, track, base, rule, jump"
2940,1,you could even stack unicycles on top of each other,"could, water, flag, maybe, different, something, track, base, rule, jump"
1480,1,"You could also have the players throw a ball from where they bungee jumped and measure who won based on who threw the ball the furthest. That would give people an incentive to jump high, but would also let someone who can't jump from as high have a chance of winning with just pure strength.","could, water, flag, maybe, different, something, track, base, rule, jump"
887,1,"version of capture the flag where a teammate picked randomly from both teams is held ""captive"" and that and each team has to retrieve their teammate. in essence the person is the flag","could, water, flag, maybe, different, something, track, base, rule, jump"
603,1,"I think this is a great idea because our movements are inhibited when moving through water, making it harder to move and making us lose energy faster. Luckily, scientists are working on devices that help us breathe underwater so we wouldn't have to worry about people losing their lives. There could also be fish in the water, as constant obstacles because they would be in the way","could, water, flag, maybe, different, something, track, base, rule, jump"
2934,1,or instead of horse you could use dogs. kind of like dog sledding but with skates on a dry surface,"could, water, flag, maybe, different, something, track, base, rule, jump"
2483,1,To Elaborate: You should explain the rules a bit more.,"could, water, flag, maybe, different, something, track, base, rule, jump"
2904,1,Equipment: Paintball Guns or laser tag guns,"could, water, flag, maybe, different, something, track, base, rule, jump"
739,1,"a water sport with jet skis would be interesting. with all the waves this could be challenging, but fun. maybe half on land and half at sea. they could capture the ball or flag or any object and have to race back to land to win.","could, water, flag, maybe, different, something, track, base, rule, jump"
2482,1,"To Elaborate: This game shouldn't have one specific target, but should use the opposing members as the target. For example, the Targets would be the opposing team and their members and whoever captures the most before times up wins. Or better yet, which ever team captures all of them wins. It should also include something like paintball usage. For example, If you are trying to capture an opponent that is too fast to capture, you could use a paint ball gun to shoot him/her in the leg thus making it ""incapable of moving"" which would then make it an easy capture.","could, water, flag, maybe, different, something, track, base, rule, jump"
1305,1,"Maybe trying to avoid obstacles along the way, such as traffic cones or buckets that can hinder you from throwing the frisbee. And maybe hoops could be a more challenging version of the game. Maybe in the ""normal"" version, use goals instead so you can play during windy days and little kids could play too.","could, water, flag, maybe, different, something, track, base, rule, jump"
625,1,could be players specifically for that too,"could, water, flag, maybe, different, something, track, base, rule, jump"
542,1,"Players could walk through different types of terrain. Maybe in one round the ground is muddy, another the ground is slippery, etc.","could, water, flag, maybe, different, something, track, base, rule, jump"
1003,1,"locations can include forests, cities, etc.","could, water, flag, maybe, different, something, track, base, rule, jump"
2443,1,capture the flag,"could, water, flag, maybe, different, something, track, base, rule, jump"
2268,1,"A game that is sort of like baseball, but instead of using bats, balls, and gloves you could use a tennis racket and tennis balls. You would have to be skilled in catching and throwing. Since the tennis ball would accelerate faster off of the tennis racket the field could be bigger. Instead of playing on dirt and grass, the game could be played on turf. Instead of 3 bases and a home plate, there could be 4 bases and 1 home plate. In order to score points you have to make it to each of the bases. The first base could be one point, the second base could be two points. the third base could be three, the fourth could be four, and home plate could be five points. Once you pass that base you receive that amount of points. ,  In order to get out of the inning you would have to get four outs. The game would be played for 5 innings. For example, if a person gets to the third base and the next person is the fourth out, that team would still receive 3 points. There would be a home and visiting team. Since you are just using your hands to throw and catch as well, you would be allowed to peg a runner. If you do so, that runner would be out. On the field, there would be 9 players; a pitcher and a catcher, one player between each base and three outfielders.","could, water, flag, maybe, different, something, track, base, rule, jump"
990,1,muddy couples,"could, water, flag, maybe, different, something, track, base, rule, jump"
313,1,The following section are the rules:,"could, water, flag, maybe, different, something, track, base, rule, jump"
571,1,"Maybe codes could be used within a team, the o0nly way for a team to communicate would be through a coded language they made themselves","could, water, flag, maybe, different, something, track, base, rule, jump"
2477,1,"The player would have to jump in between trampolines of various distances and patterns. There would be trap pits (filled with mud, water, shaving cream, etc.) the player has to avoid throughout the course. If the player falls in the pits, they would have to start the course over again.","could, water, flag, maybe, different, something, track, base, rule, jump"
622,1,"Also maybe some kind of homing obstacle, that would try to 'attack' players? could have players dedicated to defending from these.","could, water, flag, maybe, different, something, track, base, rule, jump"
752,1,3. In-water receiver,"could, water, flag, maybe, different, something, track, base, rule, jump"
973,1,"Basically as stated, maybe in shallow water so people can breathe, but then again people have varying height. Scuba-gear would be hindering though, so some sort of lightweight breathing device is needed.","could, water, flag, maybe, different, something, track, base, rule, jump"
549,1,Maybe the balls could be different sizes or some heavier than others.,"could, water, flag, maybe, different, something, track, base, rule, jump"
1969,1,do we want to use other sporting equipment,"could, water, flag, maybe, different, something, track, base, rule, jump"
169,1,", a set of two opponent teams could compete in the sport.  For example a team could be challenge from one location or city  to the other city and they could compete for trophies etc.","could, water, flag, maybe, different, something, track, base, rule, jump"
1592,1,diving from a helicopter into a pool,"could, water, flag, maybe, different, something, track, base, rule, jump"
1016,1,"Go-kart capture-the-flag: People on one team try to capture the other team's flag, but everyone is in go-karts and the flag holder essentially has to play keep-away with the flag.","could, water, flag, maybe, different, something, track, base, rule, jump"
566,1,"Maybe it could be beneficial, restricting one of the senses so as to learn to heighten others","could, water, flag, maybe, different, something, track, base, rule, jump"
2278,1,"I think instead of just make mud balls, we could use balloons filled with mud or something like that. I think it would help with having a more accurate throw and being able to throw more rather than lose most of the mud when throwing. Also, we could use obstacles to hide behind and move around like paintball.","could, water, flag, maybe, different, something, track, base, rule, jump"
2088,1,Sounds fun and exciting! Maybe you can get some ideas from Mario Kart. Not the exact obstacles but the concepts of those obstacles presented thoughtout the video game.,"could, water, flag, maybe, different, something, track, base, rule, jump"
2981,2,run with hands as opposed to with feet,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1466,2,sleepy hollow....you have a circle of people with their eyes closed and you have one person going around the circle like duck duck goose and you try to scare the people with their eyes closed and the one who gets up as if they are about to run first has to be the new headless horseman.,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1264,2,breaking things apart using only your bare hands,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1578,2,"Round Rope, using multiple ropes by tying them in a circle. All the players must be able to fit inside the circle depending on the the amount of people depends on the size of the circle. Inside the circle each person must be able to run around the inside of the circle while catching balls thrown by their partner who is standing 5 feet away from the circle. The balls must be color coordinated depending on team.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
82,2,Suit and Tie indoor golf,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
959,2,"Bowling mini-golf. The same sports, but instead of lanes, you are on a mini golf course and there is no putter. Also not only do you have to knock down the pins, but you must also put the bowling ball in the hole.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
390,2,"The ""hot potato"" strategy can be enforced only during the tie breaker.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
2693,2,"*=-and have the elliptical abruptly change speed, intensity, and the grade.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
599,2,"sticky hands and feet, contestants make their way through a 3D structure up to the top by adhering to its walls, could be magnetic or no","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
77,2,Beach basketball but no bouncing and traveling is permitted,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
419,2,"Fouling system consists of a warning by a game official (referee) and then escalation to a then your first punishment of sitting in the penalty box. If there are still fouls happening by this same player, he is expelled from the game.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
2740,2,"The name will be Balloon Blitz.There will be 4 teams of 5 players.There will be 250 volleyball size balloons.There will be a few balloons that are worth a lot of points, but that have paint in them. If they are popped by another players dart then the player holding the balloon loses the rest of his balloons.The enclosure will be the size of a soccer field. There will be lots of obstacles to surpass to get balloons, there will be tunnels that balloons are hidden inside of, there will be ropes with balloons at the top that must be climbed. All of the balloons will be spread all around the field, and each of the four teams will be scrambling to collect as many as possible and bringing them back to the bin before time is up.Each of the three rounds rounds is 4 minutes long.Pushing will result in the loss of one point. After three offenses the penalty will be double for each push. Pushing off of obstacles result in three points lost.After time is called, all balloons that are not in the bin must be dropped.After each round is over, a referee will spread out all of the balloons so as to keep one group from stockpiling there balloons in one spot for easy access.How to earn points: put balloons in team bin.Red balloons are worth one pointGreen balloons are worth two pointsPurple balloons are worth three points.Clear balloons will have paint in them and will be worth five points. If they are popped, then they will have to get rid of the rest of their balloons.Each team will have their own corner, and in that corner there will be a bin for the players to put their balloons in.Players must wear over large shirts.There will be one designated ""popper"" per team. His job is to run around and try to pop other teams balloons as they are running with them. The popper can not touch other teams balloons once they are in a bin. Once a balloon is in a bin, it is safe.Once a team reaches 35 points, they get an air pump. They can use this pump to air up deflated balloons that are spread around the field. Each team will receive one air pump once they reach 35 points.In each game their will be one random surprise round where the ref hides a ""Super Duper Golden Giraffe Round"" The giraffe will be well hidden and worth 50 points.The winners of the game get to throw balloons filled with paint at the opposing team.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1426,2,lets tie up the participants' hands so they have no reason to cheat,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
156,2,"There is no foul play, pushing or use of elbows. This will result in a foul kick and the opposing team can take the kick where the foul was made. If the foul is questionable by both teams, the referee will perform a ""drop ball"" where two opposing teammates stand face to face with a minimal distance between, and the referee will drop the ball in between the two. The ball is in play and free game once it hits the ground.","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1647,2,"blowing bubbles contest, given the same time, who blow the biggest bubble is the winner","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1651,2,"dancing with 1 leg continuously, the longer the dance the winner","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1279,2,*=-Blow a lot of balloons in a room and in groups try to finish popping the most balloons using yourself as a pin to pop them.,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
1649,2,"breaking bubbles contest. given the same amount of bubbles and time, with your bare hands, who break the most bubbles is the winner","catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
73,2,Catching random items with a rope/lasso,"catch, balloon, hand, oppose, winner, foot, even, stand, circle, touch"
701,3,MMA sport but you have to win fights to get badges. once you get all 8 badges from the 8 different gym leaders you may travel to the Higherhigharchy league. this league is for the best of the best and only the top 5 will survive. thus called the fantastic 5,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2724,3,"This game could be a weird form of twister. 6 players. There could be raised circular platforms 5 feet off the ground which has a cushioning mat, and about 2 feet in diameter. They would be different colors. 20 platforms total, 5 red, 5 blue, 5 green, and 5 yellow spaced about 6 inches apart with no particular color pattern. When the order is called (left foot green, stomach red) players must position themselves. There will only be 20 orders called, with one point per order that is successfully completed. Falling loses 1 point, and pushing loses 2 points. At the end of the round, the player with most total points wins.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1045,3,"2. Each platform will give a perk or power. It will consist of speed up, oil spill which will slow down opponents behind you, and check engine light perk will disable the vehicle in front of your for a few seconds.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
915,3,"Will have to consist of a 30+ number of participants to ensure difficulty. Each ""survivor"" will be given a water gun, can vary in price, and will have to shoot at ""zombies"" designated by specific color, mark, etc. If ""zombie"" is hit with water gun they cannot chase the shooter for approx. 10 min.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2493,3,"This sport ""Pool Sticker"" requires good body coordination and great swimming skill so to escape from the ""catcher"" and go across the pool.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2031,3,Marbles but with a certain color meaning if youy are on the green team you look for the marbles that have green in the middle and if you are on the red team you look for red marbles. This would make the game much more tuffer and interestings. The mud would cause the marbles to be brown and both teams will have to find a way to wipe the mud away. The team with more marbles wins.,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1175,3,"For a better layout of the sport, make sure that there are different colors for infection and slowing down. You can have the zombies ammunition a certain color and the ones who are shooting zombies another color to tell whether or not they have hit their target","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2116,3,work out trivia! The individual to be able to correctly answer most of the given trivia questions while on a treadmill wins. The treadmill level increases everytime the player answers a question incorrectly,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2559,3,"a moderator must draw an image on a white board. there will be two teams. in each team, there will be a blind-folded drawer and a guider. the guider will help the drawer draw the image without touching them or the marker. there will be a time limit. which ever team has the drawing closest to the image at the end of time, wins.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
678,3,"zombie apocalypse - zombie hunts ordinary humans by just touching them, can eliminate zombie by marking them in a certain hard to get to part of the body. individual sport where, like tag, has a limited amount of zombie in the beginning but a large amount of humans. scoring based on how many humans a zombie turn plus the amount of zombie they kill as a human. zombie kill weighted differently from human kill. game ends with human dead, or zombie eliminated","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
629,3,horse could be fun. perhaps a series of objects/tools/obstacles in a room? would allow for parkour or weapon shooting? e.g. jump here and hit this in the room with this,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2117,3,"While on the treadmill, the individual to recite most of the lyrics of popular song wins. treadmill level increases everytime the other player beats another to the correct lyric that the other is struggling to find.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
974,3,"All materials, such as blocks of packed snow for building material, and snowballs, will be pre-made and colored red or blue to designate the teams. Each participant will have a clean, white uniform that will stain if hit by the color snowball. If hit, instead of returning to their fort (will cause an issue if the fight is exactly at the home fort), he or she will sit out for an allotted time that scales with the time progressed through the game.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
734,3,"if a human accidentally kills another human, that human will be killed. a human can only have one weapon of their choice out of a gun, machete, or an axe. zombie can attack with whatever it finds. if a human that has been killed has a weapon and the zombie retrieves it before a human does, the zombie can use it however it wants to.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
889,3,instead of horse racing camel racing,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
434,3,"Once the 24 hours expire, the group is given nighttime camouflage and basic supplies and tools, no weapons.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2227,3,"The balls will all be black, but three of them will have a specific white color dot on them. If you get a ball that does not have a white dot and you score, it does not count. The ball that you get must have the white dot on it.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2119,3,"While playing dance dance revolution, DDR, someone will flash a card displaying 5 images for 30 seconds. The first player to recite all of the images on that card correctly, wins. both players must be on the same dancing difficulty","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2537,3,"What about a combination of the food bowl and the name spelling game? You could pass around a piece of paper after telling them the food, and have them draw or write characteristics of the food. Like for avocado, you could write green, draw an avocado of a girl with an avocado mask, or spell avocado.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
427,3,"The player/s are set into a special arena where they are initially in a ""safe room"": the safe room has objects and items such as weapons, backpacks, and supplies. The player/s is allowed to take as much as they can. The player/s then must leave the safe room and enter the arena, and navigate the arena to the endpoint. The arena is filled with many different dangers that are dangerous, harmful, and even lethal. Such as bears, cougars, snakes, and other animals that can kill humans. All these creatures have been bred and raised to attack and kill humans, and the humans must endure and survive against them.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
966,3,"Might be interesting and funny to line one of the courses with strobe lights, fog machines, and color projectors","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1123,3,"2. Each platform will give a perk or power. It will consist of speed up, a tougher cart so that opponents have a tougher time throwing you off the track, check engine light perk will disable the vehicle in front of your for a few seconds, or a shield that allows you to negate something that might slow you down.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
953,3,"To elaborate on the Water Gun Zombie Idea, you should just start with one (anonymous) zombie then have a massive break out of the 'disease'. Basically turning the game into human vs. zombie water gun break out.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
394,3,"This is an interesting idea and I really like it. The drawing competition will give the artist 20 minutes to draw a specific place (park, zoo, beach etc) then the drawings will be scanned onto a computer. Then the pictures will be out to the public and people vote what drawing was their favorite.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
595,3,"Is technology an issue? e.g. antigravity, etc. ruled out?","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1935,3,"Gold Rush: in a shallow pool filled with millions of little pebbles, there will be tiny nuggets of fools gold. The player that finds the most ""gold"" in a given amount of time, wins/","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
572,3,A lot of the communication would have to be through non-verbal gestures so as to increase team-dependability and reliance on each other,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2003,3,the human version of battleship,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
635,3,"Players enter a platform with a grid of squares on it. The players goal is to step on every square. After a player steps on a square and leaves it, it drops out. At intervals of one second, the squares flash between red, green, blue and white. In the order of red, green, blue, white, every 4 seconds the tiles of that color next in the rotation will drop out if stepped on, even if the player is already standing upon the square. The player then attempts to drop every square before falling off the platform.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2514,3,"Maybe instead of going to the back, the players must fit their drawings in the bowl drawn. It could be up to the players' digression to what size the bowl should be. Also, if the players only have let's say 15 minutes to play, drawing a smaller bowl would help the game go faster","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2626,3,"In this game there are an even number of players. These players are not professionals but rather everyday citizens will normal lives. They are picked to play this game at random, and when they are picked the game begins immediately. The game is not played on a specific field, but simply in the unaltered world we live in. The initial task of the game is to make it to a certain spot in the world revealed at the beginning. The first half of the players to make it to the goal become prey and the other half become hunters. The goal of the game is to spend as much time being prey as possible. Once a hunter catches a prey they trade rolls. The winner of the game is whoever spends the longest time as prey. This game is essentially a glorified tag that can be played on both a small and large scale.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1298,3,Very cute and we could playing different twerking songs and the winner will have recognition,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
306,3,"swimming pool noodles and a soft ball, a lighter version of hockey","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
44,3,well how about the battle of the bands like where different school put together four field shows with four songs and they will perform them in front of everybody like people will buy tickets to see it. it would happen like every once a year maybe twice a year like in August or October and again in March or April.,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1370,3,live action chess,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
37,3,extra hard easter egg hunting,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
22,3,easter egg hunting,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
51,3,"it could have turnovers, like drops or interceptions, but make it where any team can get the ball and score, (in ultamite frisbee, if they drop the frisbee, the play stops and the defense gets the frisbee. I suggest it makes it a live ball where anyone can pick it up and keep playing)","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1196,3,"the giant inflatable ""hamster ball"" humans can roll around in.....something involving that.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
272,3,"the leader asks a question, whoever loses, that team getes flinged out of their seat in to swimming pool,","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1645,3,a chicken's fighting contest. Bring up your chicken and let them fight with each other. Whose chicken win is the winner.,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
285,3,Throw obstacles in front of the fork to increase difficulty!,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
2918,3,rolling chair derby,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
1257,3,sock sliding in hallways,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
3068,3,"A sport could exist that fuses croquet with rollerblading. Trying to hit the balls while rolling on skates would increase the difficulty and serve as a basis for a few laughs. The rules would be similar to that of croquet, but with certain amendments to accommodate for the roller blades.","color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
271,3,4 people are seating down in a chair where it can fling them into the swimming pool,"color, pool, ever, difficulty, increase, frisbee, drop, much, roll, extra"
512,4,"Basically the same rules as baseball, but participants use a bat to hit household items such as couch pillows.","think, participant, maze, wear, one, name, come, dark, weight, help"
497,4,"I was thinking a laser of sorts. Maybe laser guns by the guards, and the other team has to wear vests that light up when they are ""shot"".","think, participant, maze, wear, one, name, come, dark, weight, help"
2901,4,"There could also be a secret material that is revealed at the beginning of a contest, with rules stating that the team must create a whole wardrobe, (i.e. hats, shirts, ties, pants, etc.) with each clothing item containing that secret material. Each new match will have a new secret material.","think, participant, maze, wear, one, name, come, dark, weight, help"
180,4,"Protective gear is worn to protect the skull, eyes and help stabilize the neck to prevent any injury","think, participant, maze, wear, one, name, come, dark, weight, help"
172,4,", this sport is similar to what we referred to in Liberia as Kickball and is mainly played by girls.","think, participant, maze, wear, one, name, come, dark, weight, help"
167,4,. The participants are are also uniformed so as to distinquish them.,"think, participant, maze, wear, one, name, come, dark, weight, help"
1294,4,it might be more interesting if the only way they could be unfrozen is if a teammate surrenders their sash to unfreeze them.,"think, participant, maze, wear, one, name, come, dark, weight, help"
1009,4,Players that are caught can be eliminated if the opposing team manages to put a magnet into their electronic belt,"think, participant, maze, wear, one, name, come, dark, weight, help"
1617,4,Recording dreams and making them a reality,"think, participant, maze, wear, one, name, come, dark, weight, help"
2870,4,Flag routines on with different tasks such as mimicking a routine.,"think, participant, maze, wear, one, name, come, dark, weight, help"
312,4,"This is a sport that can be involved by 4 people which 2 players versus 2 players. This sport is based on the general boxing. There are 2 seprated teams, and one player is a ""boxer"" and anthoer one is a ""controler"". The ""Boxer"" is wearing electrical gears which are controled by the ""controler"" through using computer.","think, participant, maze, wear, one, name, come, dark, weight, help"
1626,4,"ball, racket, uniform, numbers, heros, ichiro, japanese, baseball, rules, lines, defense, offense, people, pointer, team, small, large, snow, winter, summer, soccer, inside, outside, stamina, run, walk, stay, big, muscle, bnasket ball, NBA, girl, boy, place, in the water, ground, mountain, on the air, underground, internet, win, lose, trophies, strong, skills, innate, asian, ping pong, fight, kanhoo, basket ball, KU, people, history, book, rule book, players, managers, coach, refree, ocean, marine, fun, simple rules, everybody participates, kids, old, young, boy, girls, not hard physically, slow, fast, friends, not dangerous, safe, organize, developed strategies, focus, unity, paper, write, college , high school, professional, immature, road, running, whirl chair, sleeping, awake, conscious, unconscious, behavior, broad views, good, bad, competitive, not competitive, team sports, balls, goals, physical, fatigue, practice, low hardle, olympic, scores, keep, not keeping,","think, participant, maze, wear, one, name, come, dark, weight, help"
1629,4,"Look for donation to fund the new sport. We can go to houses in the nearby area, knock the door, explain the new sport for them, and ask for donation to fund the sport.","think, participant, maze, wear, one, name, come, dark, weight, help"
2570,4,The sport should involve glow in the dark paint because everything's cooler with glow in the dark paint,"think, participant, maze, wear, one, name, come, dark, weight, help"
162,4,Have Racers of the same weight class roll down the hill.,"think, participant, maze, wear, one, name, come, dark, weight, help"
1636,4,"This sounds like a reality show.  It would be interesting to televise, though it may be near impossible to make the dreams come true, if they include dangerous scenarios, celebrities, etc.","think, participant, maze, wear, one, name, come, dark, weight, help"
2582,4,"The glow in the dark idea could be incorporated with this idea. The table, and walls could glow in the dark, so the dark ball, net, and paddles would contrast against it. Or vice versa.Or the game could be played best 2 out of 3. In the event of a third game, it could be a glow in the dark round.Also, because of all the ricocheting that would occur when playing off the walls and ceiling, a heavier/bouncier ball may be better than the standard ping pong ball.","think, participant, maze, wear, one, name, come, dark, weight, help"
1637,4,Prank wars. Each player will have to come up with pranks and whoever gets the best reaction from their prank wins,"think, participant, maze, wear, one, name, come, dark, weight, help"
2588,4,Players should also wear protective gear while performing this sport.,"think, participant, maze, wear, one, name, come, dark, weight, help"
1099,4,Another game would be road side assistance. The objective is to see who can change a flat tire the fastest using the car's stock jack and four-way. Without any assistance from another the person is to change the flat tire with a spare locked in the trunk. The person to finish the fastest wins.,"think, participant, maze, wear, one, name, come, dark, weight, help"
2812,4,instead of weight classes it has height classes.,"think, participant, maze, wear, one, name, come, dark, weight, help"
1661,4,"a skydiving sport, where you do skilled flips etc in the air before you open your parachute","think, participant, maze, wear, one, name, come, dark, weight, help"
1773,4,this will help the pet and the owner have more time to spend with each other and get to know each other. Also help their dog be stronger and more obedient.,"think, participant, maze, wear, one, name, come, dark, weight, help"
