Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
872,0,doctors should spend more time with their patients. they usually see them for only a few minutes every day. I feel like some doctors only want to get their job done and do not care enough for their patients,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1006,0,availability of such clinics should be encouraged.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1024,0,"Agreed, we should work towards preventing illness so that we don't have to deal with the expenses of curing illness.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1881,0,give more funding to the ERs so they can staff more doctors and nurses to tend to those who need it,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1022,0,"by stopping health problems from occurring early on they will actually be saving money from having less serious complications from developing, which can boost the economy","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1856,0,"require doctors to explain different options of treatment rather than prescribing the patients with drugs. ex: rather than prescribing someone with medicine, the doctor could give the patient an alternative such as a change in diet, or a certain food group or a natural remedy that would be much more affordable.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1877,0,have each person in America get tests done to see their standpoint in how healthy they are and what they need to do to prevent what they're genetically pre disposed to,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1017,0,"A healthcare provider cannot tell the future; they don't know how long a person will live. Yes, they can estimate that one person will live longer than another, but there is no way of telling what will happen to the patient, therefore they should not favor giving an organ to a younger, healthier person over an older, non-healthy person.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1870,0,educate the population about mental diseases,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
87,0,"emergency rooms are for ""emergencies.""  a lot of times people go to them because they don't have a pcp, don't have the money for said pcp...so going to the emergency with a minor problem causes backups and long waits for people with more serious emergencies...so we could make pcps more accessible to everyone on all types of income","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1861,0,have more staff at the er/hospital,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1015,0,"I agree. But if this were set to action, then I think doctors would be much more careful on what tests they would administer to the patients, thus saving themselves money and the patient money; it's a win-win situation.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1868,0,have the er not charge you an arm and a leg for everything used (like blankets and socks and of such),"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1011,0,"If more money was put into diagnostics it would save time and money (in the long run). It would save patients money by not having to buy unnecessary medicine and make multiple hospital trips, and save the time of the doctors by producing a higher turnover rate (seeing more patients).","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1841,0,reduce the profitability of pharmaceutical drugs to drive the cost of medication down,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1055,0,"I think that if more responsibly, such as diagnosis, were given to nurses or even a new created position and were given the proper education it would cut back on long emergency room visits and time for everyone.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
103,0,"there is a definite need for more doctors, i believe this is a problem because a lot of dedicated doctors took a heavy loan and spend a long time paying off their dept that it is not encouraging for high school students to even consider that path, its just too much dept and too long","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
105,0,"I have never actually been to an emergency room, but I have been told that it just is not worth it. Apparently, the queue is too long and forms take too long to fill but, most importantly it just cost way too much.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
857,0,"Revising the FDA's ""ideal"" food pyramid is more than necessary. It becomes clearer and clearer to nutritionists that animal-derived products that contain such high fat, sodium, and added hormones do not improve human health. Less emphasis should be made on meat and dairy portions while vegetables and nuts should be considered more of main staples. (It is sadly not uncommon to come across a person who claims they ""don't like"", ""hardly"", or ""almost never eat vegetables"".) Some of the most common health problems are faced by Americans are heart conditions which can often in part be traced back to high meat and fat consumption.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1822,0,Shorter waiting times in the ER,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
63,0,"As technology grows more advanced day after day, at some point there is going to be a way to monitor all of those who truly need healthcare. Hopefully people can do all of the necessary things to get the help they need, and get on track to becoming healthier. At this time, there should also be enough medication and staff to deal with those that need healthcare, for without the staff and supplies, healthcare will decrease, and more people will remain sick and die. At the rate technology is evolving, there should already be a system, unfortunately not everyone can be trusted with medication and the help that the staff provides.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1827,0,Giving people medicine that they can afford,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
858,0,"Factory farms should become outlawed. If animal-derived products are to be consumed, it should overall be on a lesser scale and certainly without added hormones, cruelty, and filthiness of factory farms. For example, the average factory farmed chicken after hormones and antibiotics is fattened to multiple times what its natural weight would be. It eventually is forced to grow so large that its legs can no longer support its body. Studies have shown that the consumption of chickens like this have detrimentally affected the physical development of pubescent girls, causing them to start menstrual cycles as early as 8 years old and in addition, develop breasts early. At the very least, even if factory farms are not outlawed, the undercover investigations done about them should be broadcasted in news. PSAs should be developed to lessen usage of animal products or to promote vegetarianism for health.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
996,0,"new technologies should not be a privilege that needs to be earned by each hospital, hospice, clinic. they should be made more readily available for patients' sakes.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1051,0,"I understand your logic, it's not the kids fault, but the woman who is smoking knows this will happen because smokers have higher insurance anyways, just like people who engage in other risky behaviors.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1829,0,Giving families the option to keep their family member on life support longer,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
65,0,"I think medical research is a big factor in providing adequate healthcare. More funding should be available to researchers to find cures for diseases, new techniques for procedures, new drugs, and ways to prevent illnesses.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1140,0,"Also, when someone fills out the paperwork the first time they are taken to the ER, it should be kept on file so they don't have to fill out the same paperwork the next time they are there unless there needs to be some changes to the files. This will decrease the waiting time.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
112,0,"some would be unhappy, but with time they will get over it, (most of them anyway).","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1831,0,Create ways that give people who are sick a way to wait at home until they can be seen so that they can avoid spreading germs.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
997,0,"when dealing with people with mental health issues, healthcare staff needs to have more than a basic understanding for the patient and their own safety. the staff need to trained to remain professional and treat them as any other person and not try to cast them off as crazy","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1000,0,steps need to be taken to validate the needs of the patients versus the wants as to prevent losing product and money on someone who wants it as opposed to someone who needs it.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
68,0,I agree on more research towards diseases which is one of the main sources of healthcare because if a cure is discovered then it gives the people who are ill to live healthy lives and get back on their feet.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
861,0,"That would be great, it would be a win-win situation for the students because they get to practice and build more confidence in what they're doing, and the patients can benefit from receiving a service at a much lower cost than what is normally paid.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1046,0,"there should not be patents on medicines that are new that last for 10 years, there should be a generic version out sooner than that so people can afford to get the medicine that they need","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1045,0,"Pharmaceutical companies should not be aloud to make promises or incentives to the doctors to get them to  use there products, the drugs should be used because they work.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
864,0,"technology could play a major role in preventing illnesses, diseases, etc. it wont fully eliminate it, but it would probably reduce it","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1042,0,"Insurances should not charge more for a child of a women who is considered ""high"" risk for cancer. They jack the prices up because of the mom and that should not happen the child may never have any problems.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
163,0,"The health care system was built around helping your neighbor in a sense. In a group of ten people, one person might get six so the other 9 people would pay for a safety net if you will. One of the major problems is that our system doesn't account for a population boom, i.e. ""Baby-Boomers"". There are ways we can band aid the situation or make a temporary fix as in increasing the restrictions. This would restrict the health care given though, but it would give quality care to the ones that really need it. There are a lot of possibilities to ""band-aid"" the situation. However, to major fix the system we would have to get me details about the cost expenditures of the Healthcare system and it's sub-section. The current place we are at now is exhausting resources thus we are already restricting the health care system by this. The long term fix is going to come from preventative care i.e. technology and education. If we restrict the current health care system for awhile, there is no easy fix. Then we could make grants for study for colleges or firms to research the diseases, recovery rate, etc... This would give the incentive to invent new techniques to pre-screen patients for ailments then categories the patients in there system which could reduce the emergency room wait time. Another way is to spread out the load on the system thus you would need other places for the traffic to go. However this can be more costly because of upkeep cost and it would take time to build, but the long term effect is having clinics that can serve for the minor emergencies or non life threatening emergencies. The problem with this though is the people would have to know what the two are and how they are different. An example if your getting robbed you call 911, if you hear shots fired you call 911, but if you lose your wallet do you call 911? Thus, you would need education. Education would help reduce the work load through people going to where they are suppose to go for a given emergency, not to mention them themselves eating healthier, treating themselves better, etc...","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
42,0,Less immunizations might help people to actually be able to fight off some of these diseases that they are trying to prevent from coming back since new ones are introduced all the time.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1799,0,"I honestly think in the financial sense, we'll have to use money to make money. We have research for a reason but research needs funding. Once this research hits a breaking point, then is where I think the cost of healthcare will go down. Until then, I find it difficult to think that it'll just go down automatically and everyone's health will be better.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
15,0,People with chronic illnesses should seek the medical attention that they need no matter the financial situation.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
937,0,"drug companies should not be competing with each other to sell more product, if the medicine is the same it shouldn't be marketed as different medications","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
935,0,"pharmaceutical companies should not be able to entice a doctor into using their product by promising them things, the doctors should use the drug because it works and is safe, and has gone threw all the procedures by the FDA with blind testing and things","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
198,0,Instead of one emergency room in hospitals there should be at least two that have requirements so it can be less of a wait.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
21,0,Women clinics should be readily available and more awareness to prevent diseases/cancers,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1939,0,"if a patient's doctor is retiring within half a year (or withing an X amount of time), then the doctor should let them know asap and help his patient with finding a doctor they are comfortable/suitable with","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1767,0,"there are certain pharmaceuticals in which are given at high prices when a person's medical condition is pretty bad, such as medications for patients that are diagnosed with cancer. Prices range in the hundreds and only last for a couple of weeks up torwards a month. Its things like these that aught to be checked with, because whats the point of patients taking kemo-therapy if due to the high prices of the medication that they are suppose to take are unable to actually take them?","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1107,0,exactly. like maybe make a free information clinic for preventions awareness,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
23,0,Physicians should pay attention more to figuring out the cause of a particular problem rather than prescribing drugs to alleviate symptoms--more money gone to drugs and illness not cured,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1937,0,don't use pesticides on crops/find a way to grow crops naturally without any use of chemicals,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1772,0,Nurses to me already have a workload on them. They have a lot going on as it is. They do more in the sense that they're a caretaker. Doctors diagnose and such.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1773,0,very true,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
809,0,medicine shouldn't be so expensive,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
810,0,free refills on prescriptions,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1778,0,Finding a way for medication to be available at little to no cost for those in a life or death situation even if it's a long term situation.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
970,0,"everyone needs a clinic that is nearby. sometimes, people with emergencies don't have enough time to make it to the ER.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
794,0,More money into research could be really helpful. We can find cure for Aids and other incurable diseases,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
941,0,"there should be regulations on the amount a doctor can charge a patient for how many tests they are given for diagnosis. and if in the end the patient did not need the test, they should not be charged for it","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
793,0,Have students studying to become doctors have stricter study schedules and internships available at all times.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
776,0,Give aid to smokers so they can be cured.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
782,0,"Start injecting a substance that turns bone into metal, yet still has the same effect as normal bones. That way, impossible to break your bone.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1748,0,I've heard in UK you get braces for free?! why cant US do that?,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1972,0,"To better inform people about issues in Healthcare, perhaps access to internet or TV should be easily obtained.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
963,0,more clinics should be opened throughout communities to prevent unnecessary expensive emergency room visits,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1128,0,"provide extensive, long-term payment plans that are more flexible with interest equal to inflation.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
943,0,"research for cures should be consolidated and not spread out over various companies, the health and lives of the people are more important than the possible monies the companies are competing for.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
25,0,"True, because sometimes money for drugs could result in substance abuse for certain cases.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
786,0,"Cure AIDs already. We know you have the money to fund research, do it already. Also, cure cancer while you're at it.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
7,0,When prescribed drugs the doctor should have a bar code to scan so you can get them refilled more conveniently when you want to get the prescription filled at the drug store. This way the pharmacist can monitor what drugs you are getting and how much.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
8,0,Physicians should evaluate and give tips to people who say they are having problems with certain issues before just automatically diagnose them with some disease that causes them to have to take medicine that they can become dependent on and start to abuse.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
964,0,there should not be a competition between healthcare facilities,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1961,0,"have more surveillance in hospital rooms, to avoid any abuse of any kind","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
790,0,$5 checkup? Take that subway.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1960,0,explore more of other countries' technology so as to further ours,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
12,0,Emergency room visits should be less expensive. And pharmacies should have a small in and out clinics with reasonable prices for emergencies less severe than hospital attention for anyone with or without insurance.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
788,0,"Psh, nah man, that would be way too slow. An alien invasion, however, can glass planets. A symbiot would be stuck to a single city.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
933,0,doctors should not be able to discriminate against an emergency surgery or cosmetic surgery- if the emergency one cost less they should have to treat it the same as they always did,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
20,0,Physicians misdiagnosing patients is happening more often. The physicians should be evaluated regulary so it reduces the risk,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
816,0,"a big focus should be in preventive care, most of the illnesses that people are facing today can be prevented","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
165,0,Educate about the differences in mental illness and what types of mental illness there is. Many people assume that while schizophrenia is a mental illness but not ADHD (Attention Deficit Hyperactivity Disorder) is not.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1078,0,"emergency services in bigger cities are at a disadvantage because anyone can go there with or without insurance. therefore the wait can be substantially longer because a kid without insurance has the flu. that's why i think there should be separate hospitals for people without insurance to go without a real emergency, leaving the ER to do what it was intended to do and allow shorter wait times for the patients with an actual emergency","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
978,0,"This world revolves around money. Elderly people should be able to have easier access to healthcare. They are more prone to diseases, illnesses, and many other things.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
976,0,There should be a more natural way to cure illnesses other than always using medication.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1929,0,have secretarial staff in the waiting room medically trained to an extent to where they can offer some aid to those with less urgency compared to those who are in more dire situations who are taken into the ER right away,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1088,0,It's not that they don't try to educate people about common disease.  That's why we have Google and the media.  It's that people don't care about this topic unless its affecting their life at that specific moment.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1794,0,"That problem deals with lobbying, or legal corruption, get rid of it and you'll see way more passionate people in office.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
824,0,some patients can get even sicker from hospitals. we should take more precautions in cleaning hospitals,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1792,0,"The primary healthcare problem that is facing the healthcare system of this country is cost. As a member of the committee, my main concern is how we can generate ways to reduce the cost and at the same time still maintain high quality healthcare practice.   To me, preventive medicine would be a one of the primary areas we could reduce healthcare cost. ""prevention is better than cure"" to me is true in many aspects because a lot of health complications we have among our patients could have been prevented. For Example, it would cost less than $50.00 to get a flu shot but treating a flu patient would cost over $200.00 for patients who do not have insurance.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
932,0,"cosmetic surgery should cost more than an emergency surgery- the people that do cosmetic surgery do it willingly and should have the money saved up for it, but the people who get in accidents should be charged less because they did not chose to have that happen to them","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1790,0,In most cases there are.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
174,0,Spend research money on a cure all drug that is cheap and effective.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
821,0,"developing new technology to improve health can benefit (and will benefit) a lot of people.  according to the news, $100 million will be used to study the brain, so hopefully we can learn more about it, since it's very important and we can also be able to prevent and cure diseases such as Alzheimer and other types of mental illness.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
176,0,"True story, a man that couldn't afford an operation that was life threatening decided to do a crime(i think rob), he got arrested pleaded guilty and upon entering the criminal system was able to get his life saving operation. Also, I don't think universal healthcare would work in any way shape or form. It's good in a sense but if you put into practice, let's say Canada... Good luck not waiting for 8 months. (overreacting of course.)","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
177,0,We could ask the stars and hope aliens hear us. Then we could ask them for health care and not to mention the technology upgrade we would get because of it.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
887,0,"Being in the hospital is also very expensive because prescription drugs are expensive, to come to the hospital because you're ill shouldn't cost an arm and a leg.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
819,0,"in regards to emergency room services, sometimes patients are forced to leave before time from the hospital by doctors, especially if the patients do not have insurance, this can lead to the patients suffering from further illnesses.  that needs to be addressed.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
31,0,"I agree, because doing so would make the system more efficient without sending people away who actually need it. Also, you could get a better tab on how much of the substance is being used, and the doctor can tell if the patient is abusing the substance or not.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
179,0,Putting more money into providing technology for hospitals and smaller clinics that help diagnosis patients faster.,"patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
30,0,"I think that emergency room visits should be free, if the emergency is one of actual concern. Not an ""emergency"" involving a headache or stomach problems that could be solved with over the counter medication, but rather emergencies involving deep cuts or severe infections.","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
930,0,"more money needs to be spent on preventing Cancers, Alzheimer's, and things like, in the end if we can prevent some of these damaging things it will cost less and save a lot of lives","patient, time, hospital, problem, drug, medicine, person, technology, give, wait"
1346,1,In order to have to same level of insurance care then the same individuals need to have the same type of illness.,"insurance, pay, money, cost, medical, free, company, family, high, price"
1366,1,"every job should provide health insurance since majority are being paid minimum wage and most of their money goes to taxes anyway, theres no harm in providing health insurance to all employees","insurance, pay, money, cost, medical, free, company, family, high, price"
895,1,"that would help a lot of people because at times one still has to pay something for a medical procedure and paying something reasonable, in regards to their income, is more convenient than paying a price that is way more than what that person can make in years of working.","insurance, pay, money, cost, medical, free, company, family, high, price"
973,1,I don't think it should depend on income.,"insurance, pay, money, cost, medical, free, company, family, high, price"
944,1,"yearly vaccines should be made affordable, and prices should be limited for those who have large families and small pay","insurance, pay, money, cost, medical, free, company, family, high, price"
893,1,"a lot of food contains gmo's which are very harmful for our health.  a lot of illnesses originate due to the body's constant exposure to gmo's.  there should be more education in regards to proper nutrition and lifestyle.  when it comes to health, the government isn't always the one to go to for help because money controls everything, and food companies that produce products or raise livestock that contain gmo's are billion-dollar businesses that by law do not have to tell the consumer what they put in their products.  basically, they are protected from harm, even though they are the ones contributing to the general population's harm.","insurance, pay, money, cost, medical, free, company, family, high, price"
1367,1,money and fees should be last on this list,"insurance, pay, money, cost, medical, free, company, family, high, price"
627,1,When a patient makes an appointment and then must wait for an hour or more for service that then should reduce their cost for medical expenses. They have other things going on besides sitting in a doctor's office all day. Its wasting their opportunity to earn money while the doctor is taking money.,"insurance, pay, money, cost, medical, free, company, family, high, price"
591,1,price gouging has become a problem with healthcare,"insurance, pay, money, cost, medical, free, company, family, high, price"
1351,1,everyone must join a armed force department.,"insurance, pay, money, cost, medical, free, company, family, high, price"
1342,1,I would like to see cross state lines health insurance.,"insurance, pay, money, cost, medical, free, company, family, high, price"
891,1,"everyone should receive the same amount of health care services, but the price of insurance and things like that should be determined by your income.","insurance, pay, money, cost, medical, free, company, family, high, price"
1010,1,"I think that if someone wants to get cosmetic surgery they should be able to, but at their own expense.","insurance, pay, money, cost, medical, free, company, family, high, price"
1303,1,pharmaceuticals are pricey,"insurance, pay, money, cost, medical, free, company, family, high, price"
923,1,"the government should not impose a penalty for someone without insurance because they are the reason it cost so much and people cant afford it, taxes pay for the people on Medicaid but the people without anything are left without any help and have to pay it back on their own, they need to stop throwing money at Medicaid and start thinking of ways to get people independent","insurance, pay, money, cost, medical, free, company, family, high, price"
560,1,Urgent care facilities should not have a general starting visit rate above $100,"insurance, pay, money, cost, medical, free, company, family, high, price"
1370,1,Insurance Companies are not the best . When getting into an accident the  insurance companies have a hard time covering the cost of say anything when its to help you as a customer so to better improve the insurance comp. they need to provide a class in customer service and what the comp./customer expectations are and strat from there and then be able to provide the best deals( service ) you can give to your company/patient since its all about the customer.,"insurance, pay, money, cost, medical, free, company, family, high, price"
1302,1,"Doctors, indeed have higher educational levels, but nurses are significantly important just the same amount.","insurance, pay, money, cost, medical, free, company, family, high, price"
961,1,"the people with the least income should have the highest ""benefit"" from government run insurance companies such as Medicaid and Medicare","insurance, pay, money, cost, medical, free, company, family, high, price"
555,1,There should be better payment plans in place to encourage people to pay their medical bills.,"insurance, pay, money, cost, medical, free, company, family, high, price"
947,1,the staff should get less pay instead of more pay for making patients wait. the government should make it mandatory that treatment be given even if insurance paperwork has not gone through (yet). money can be worried about later especially if its less expensive,"insurance, pay, money, cost, medical, free, company, family, high, price"
609,1,there should be alternatives of payment to patients who come from low income families,"insurance, pay, money, cost, medical, free, company, family, high, price"
1296,1,"I think that most Americans should have the same level of insurance care. Although health insurance prices differs, some americans are just more fortunate than others.","insurance, pay, money, cost, medical, free, company, family, high, price"
636,1,How could they keep up with this? And where would the budget come from to be able to pay for those incentives?,"insurance, pay, money, cost, medical, free, company, family, high, price"
1365,1,food stamps should be given to every family that at least have one person in the household working and not to those who are in the unemployed group that refuses to look for a job,"insurance, pay, money, cost, medical, free, company, family, high, price"
919,1,private pay should not be way less than if you pay for the doctors visit with insurance. to have to pay high monthly premiums and then pay high deductibles at the doctors place is draining peoples money,"insurance, pay, money, cost, medical, free, company, family, high, price"
987,1,"The cosmetic surgery brings in a lot of money, it should cost more and some of the benefits should go back to the people.","insurance, pay, money, cost, medical, free, company, family, high, price"
1348,1,I think a specific amount of money should be dictated a year to each individual to buy health insurance.,"insurance, pay, money, cost, medical, free, company, family, high, price"
1345,1,Competetion between insurance companies does have an affect of prices coming down.,"insurance, pay, money, cost, medical, free, company, family, high, price"
594,1,I agree everyone is not fortunate enough to buy their own insurance,"insurance, pay, money, cost, medical, free, company, family, high, price"
1357,1,if there is a law to have health insurance then the people who cannot afford insurance will be unable to pay the fine for not having insurance which will cause more financial problems for that person,"insurance, pay, money, cost, medical, free, company, family, high, price"
971,1,There would have to be a set price. Visiting the doctor because you have the flu versus because you have allergies would not be a fair price.,"insurance, pay, money, cost, medical, free, company, family, high, price"
936,1,insurance should not be forced on everyone if it is going to put them out of work or lessen their hours because it'll only harm them in the long run with less money and no insurance.,"insurance, pay, money, cost, medical, free, company, family, high, price"
902,1,medical school should not be as expensive so that more students can have an equal opportunity to go to school and come out not in so much debt :),"insurance, pay, money, cost, medical, free, company, family, high, price"
1358,1,"For those that needs emergency treatment and does not have insurance, they should still be treated as if they do have insurance which goes towards the first come first served but i believe that those who dont have insurance go to the emergency room, remember that they do not have insurance, but still go anyways because they think can be quickly treated because they are in need of medical attention knowing that itll be months before they can pay off the medical bill","insurance, pay, money, cost, medical, free, company, family, high, price"
983,1,"A lot of people could take advantage of this though, if they are not required to pay promptly. They could prolong and keep prolonging the time to pay for their visit and end up never paying at all. The US could lose a lot of money.","insurance, pay, money, cost, medical, free, company, family, high, price"
995,1,"Yes. The government has seriously overpriced everything in the healthcare field and now trying to make it less expensive will always cost the US money. this is not to say that the patient will never have to pay and can keep prolonging it, but that it shouldn't be an issue at that moment.","insurance, pay, money, cost, medical, free, company, family, high, price"
928,1,"People should stop assuming all old people need help and then raising the prices for them or making it harder for them to get surgeries, the ones who really need the help or surgery should be able to get it, not have to jump thew hoops","insurance, pay, money, cost, medical, free, company, family, high, price"
1318,1,I think the amount of money that Americans pay for pharmaceuticals is to much.,"insurance, pay, money, cost, medical, free, company, family, high, price"
618,1,some people may feel not having insurance is better than actually having insurance these days because of the high cost,"insurance, pay, money, cost, medical, free, company, family, high, price"
566,1,There should be a development of better health care programs for low to middle income families,"insurance, pay, money, cost, medical, free, company, family, high, price"
904,1,"Create higher standards for meat and vegetable production. Actually enforce that these rules are stuck to with (most importantly) regular inspections. There are very few laws in place to protect animals that are aimed for slaughter. This affects everyone that supports the industry as well as the livestock. Shrinking factory farms to create more space for wheat/vegetables/greens that use less water, land, and financial resources would help with health, business expenses, product prices and deforestation.","insurance, pay, money, cost, medical, free, company, family, high, price"
918,1,insurance needs to be more affordable and better coverage,"insurance, pay, money, cost, medical, free, company, family, high, price"
1360,1,"People who apply for health care should be approved no matter what even if they are unable to pay the fees on time because everywhere you go, insurance is always needed","insurance, pay, money, cost, medical, free, company, family, high, price"
1361,1,pharmaceutials should make their products cheaper for those that arent on insurance or should be the same price as those who are on insurance,"insurance, pay, money, cost, medical, free, company, family, high, price"
1364,1,if laziness is the cause for obesity then so is not taking care of your children and going to work for money that families can barely survive on,"insurance, pay, money, cost, medical, free, company, family, high, price"
621,1,Or make better payment options through hospitals to help pay off their schooling.,"insurance, pay, money, cost, medical, free, company, family, high, price"
570,1,"There needs to be better budgets in place and money raising ideas for funding of the technology, rather than denial because funding for technology is not available.","insurance, pay, money, cost, medical, free, company, family, high, price"
985,1,The doctor would loose to much money if they did that. Then the cost for everybody would go up.They can offer them at cheaper prices and then have easy payment plans.,"insurance, pay, money, cost, medical, free, company, family, high, price"
1355,1,Those with preexisting conditions should not be excluded in any health care premiums if they are they should be covered by the government. Only if if was preexisting.,"insurance, pay, money, cost, medical, free, company, family, high, price"
623,1,People who don't have insurance should be able to claim their medical in a more itemized way on their taxes.,"insurance, pay, money, cost, medical, free, company, family, high, price"
589,1,Medical schools should offer more scholarships. Most students don't further their career in the medical field due to the fact that it costs too much money,"insurance, pay, money, cost, medical, free, company, family, high, price"
567,1,People with higher education should have better consideration for health care than denial off their income.,"insurance, pay, money, cost, medical, free, company, family, high, price"
927,1,"getting a loan specific for medical bills should be easier, they should only work if its medical, not cosmetic or for buying anything else. and they should not have interest rates for the first 6 months to a year, after that a very low one so that the people can pay off their medical bills faster","insurance, pay, money, cost, medical, free, company, family, high, price"
