Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
726,2,allow virtual doctor visits to save time and money(video chat),"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1425,2,being able to schedule doctor appointments online would cut down on time in the waiting room,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
709,2,"Make money less of a priority, think about the patient first.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1442,2,Going to the dentist office can get very pricey just depending on what you need to get done. These dentist should have some of payment plan if you can not pay the total amount. I know when you get braces there are payment plans but even then the total amount that each person pays is not the same. So just depending on the doctor they should regulate payment plans.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1424,2,"i know that generic brand prescriptions arent as good as the name brand, for example the medicine people take when having theiroid disease, so maybe making the generic just as good as the name brand would help.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1423,2,better and more sufficient payment plans to pay off doctor and hospital bills,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1446,2,Maybe they can also offer discounts to clients that are in medical need regularly.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1447,2,"There should also be a designated time as to how much time a doctor should spend in the room with the person in need, so the person in need wont feel like the doctor is rushing out of the room. That way they can actually ask the doctor all the information they want to know.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1450,2,Drug companies should have to account for how much is spent on R&D vs how much is spent on marketing to justify the cost of any drug.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1420,2,This is true. I would leave school all the time because the cheese on the pizza would literally fall off in one piece.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1455,2,The money spent on marketing healtcare options and prescription drugs should be redirected in the system,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1458,2,"Some of the red-tape for healthcare providers should be streamlined.  When having surgery, they have to spend a lot of time going over repetative liability waivers which wastes time and resources","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
690,2,"Lower income for Doctors, hire more doctors to staff Hospitals, provide nominal training, easy way to get more people better care faster.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1463,2,i agree. generics are the same chemical compounds and have the same effectiveness as the name brand.  The difference is that other companies can not make the generic as long as the company with the name brands patent is in effect.  This is to reward them for the R&D required to develop the drug.  But I'm afraid those companies spend more on marketing than R&D and that they are making profits way beyond either the R&D or marketing costs,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
684,2,Technology needs to be better explained to patients before they are used.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
742,2,Virtual doctors with video chat would be a problem because actual doctors are needed to perform treatment to individuals.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1467,2,"this is a good idea, it would create more jobs also, but the downside is that it may increase prices of medical expenses because there will be more doctors to pay and hospitals/doctors offices to keep up","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1501,2,Thats true most clients are hesitant to go to the doctor and tend to wait until the symptoms they are feeling worsen and by then the problem they might encounter can become very severe.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1608,2,Doctors and anyone working in the medical feild should have strict supervision on how well they have bed manors.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
627,2,When a patient makes an appointment and then must wait for an hour or more for service that then should reduce their cost for medical expenses. They have other things going on besides sitting in a doctor's office all day. Its wasting their opportunity to earn money while the doctor is taking money.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1511,2,"If you dont have insurance a ride to the hospital in an ambulance is $1000 thats ridiculous. It doesnt seem logical that a ride to a local hospital is wortht that much. Ambulances, emts, firefighters, are funded by city taxpayers. A drive to the hospital does not inconvenience the city or cost enough in gas for that.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
569,2,And should not be limited to an exam or treatment but their prescriptions as well,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1732,2,If the children were smarter about healthy lifestyles then there would be less unnecessary doctor visits which waste time and money and be less at risk for disease and accidents and we would be able to spend that money on those who need it.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1550,2,"Yes, these ideals should always be based on what is just. It wouldnt be right if I were a kid from a hardworking yet still living paycheck to paycheck family seeing our food being taken out of our fridge and put into another family's fridge just because they make less money- The Hardworking get punished. I've lived in my truck in the past barely making enough money to survive and living without health insurance. To many people that sounds like a risk but that's the card we have been dealt and you have to learn to live within your means.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1368,2,I was watching this show where the hospital was switching over to a new health care procedure when admitting patients to the ER. What i say was they were only allowed  an allotted time with the doctor/patient interaction and there was a script for protocol.The doctors felt like there wasn't enough time to thoroughly asses the patient and to for some type of contact to really understand the problem. With all that being said it could be where the healthcare system is going .,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1553,2,There are plenty of non affluent neighborhoods with hospitals right up the street that have long emergency response times.  I have lost a friend because of it.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1554,2,"That would be nice, but unfortunately there is no money cures.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
559,2,Insurance companies should work with individuals better on knowing what their plans provide,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
557,2,This should be an option towards their accreditation and license approval,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
551,2,In the emergency room there are too many people that come in and ask the same initial questions over and over when they could have spent less time asking those multiple times and looked at your chart or handheld device that could be updated efficiently it would take less time,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
572,2,Pharmacies should notify the patient before using an alternative to their prescription. ie using a generic instead of the original,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
546,2,Technology needs to be updated as quickly as possible it also needs to be ready at hand. Maybe each nurse can have a handheld device with the the notes instead of a chart that can be misplaced.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1580,2,"I think we should leave our healthcare system intact at the moment, hesitating any major changes. Instead small incremental changes are necessary, something that takes time, nothing drastic and overnight, we cannot rush this. Most people do not realize that it took time to assemble such a system, with much though put into it, why not continue to do the same in regards to changing it?","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
819,2,"in regards to emergency room services, sometimes patients are forced to leave before time from the hospital by doctors, especially if the patients do not have insurance, this can lead to the patients suffering from further illnesses.  that needs to be addressed.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1586,2,General practitioners need a higher salary or else more and more doctors are going to specialize their field of study because the benefits are better. We don't want to run out of general practitioners,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1587,2,"lower incomes should have access to diagnosis and prescription or shot, but not ER services or specialist appointments (like podiatrist, dermatologist, etc)","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1588,2,all insurances should be accepted at every general/ family doctor and walk in clinic,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
824,2,some patients can get even sicker from hospitals. we should take more precautions in cleaning hospitals,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1337,2,alot of doctors are overwhelmed and in a rush to get to the next patient,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1600,2,"For example, my grandpa was in the hospital and the doctor gave up on him, but we took him to another hospital and now he is doing fine.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
834,2,to have the ambulance come to your home shouldn't be expensive,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
541,2,Emergency rooms should have the ability to attend all of its patients in a fast and productive way. It has been from experience that I have seen people wait hours before they are attended.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1543,2,"Why is it so expensive just to get referred to another doctor? If someone is taken to the emergency room and cant be treated, they are referred somewhere else. That referral can be done before arriving. instead you pay a minimum of 1,000 dollars, and half of the time insurance companies do not want to pay their end.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
577,2,There should be better identification programs in place there is the ability to differentiate between adult twin medical records.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
580,2,This would mean there is better rotation programs and more understanding of human ability. A nurse who has 5 patients or more at once is only one person trying to assist one doctor who may be seeing 15 patients at that time.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
624,2,Most hospitals and physicians offices are more technologically advanced in being paperless but in order to be fully paperless would mean a reduction in hackers for identity theft and fraud purposes. A lot of hospitals don't cut the small cost because these costs don't add up the way the large budget cuts do.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
617,2,the health of the patients should be the top priority and not how much money one can make off the pateint,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1387,2,"a friend of mine who works at lubys was attacked for arguing with a customer who was being difficult and stubborn about the prices and food combos that was offered, my friend didnt hit back or anything and her managers didnt do anything at all to help her, health insurance should always be provided at every job since theres always a chance that a stubborn customer will resort to violence","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
614,2,There should be a sharing type system that allows your new doctor to view your medical records from your old doctor,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
612,2,Make some generics more affordable. I've had to pay $200 for a generic medication once,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
611,2,A hospital should have more doctors in the floor so the waiting time isn't as long,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
608,2,They also shouldn't assign 10 patients to one nurse,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
607,2,Hospitals should have more staffs,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
605,2,"This is true, i have probably received 3 of the same shoots because the new hospitals I visited did not have my records. Patients are supposed to keep their own record, but these can be easily lost or misplaced.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1524,2,Emergency response time should be equal in all neighborhoods and not just the ones that are affluent.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
603,2,"We could also just better staff the hospital, it`ll be more expensive for the hospital and overwhelming for the doctor if we keep them overnight.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
601,2,Anyone can go to a new hospital where they don't have your previous medical records. There needs to be a program that all medical physicians use so that your medical records are accessible no matter where you go,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
599,2,"It will also help if emergency rooms were completely staffed, some hospitals only have the minimal amount of doctors working during certain times in order to reduce cost.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
597,2,there should be a time limit on waiting in the Emergency rooms,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
593,2,medications are too expensive,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
592,2,doctors only care about the money and not the patients,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
588,2,Make more generic brands for medications that are too expensive,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
587,2,There should be more doctors and nurses on duty so the ER functions quicker,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
783,2,"Allow people to look at the results the doctor got and force the doctor to explain in detail what the stats mean. That way, people can decide on their own whether or not the medication they need is the one they are offering.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1377,2,"Yes, schools have gym time but that is usually 30 minutes a day and not everyday. There should be more events that take place that can improve a child's lifestyle.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1538,2,"We already have a system put in place called Medicaid, in which those who cannot afford services can receive them, on the taxpayer dollar. Why do we have to instead effect the privatized system? Those who receive medicaid do so off of the taxpayer, typically putting nothing in return back in, and costing taxpayers millions. Why effect directly those who can afford their own insurance? Giving equality to patients in deciding which doctors to see, this being Socialist! Also punishing doctors who take payment privately. If i have more money, and work harder, or maybe even am a little luckier, I should see whichever doctor I can afford. If I do not make enough to see that doctor, then I have to tough up and see the next one, and so on until I can afford one. This is how the world works, you get what you pay for. So everyone who cannot afford a nice car should be given a nice new Mercedes? Why? Where does the discussion end where freebies start and where they end? Keep the medical practice private, and keep the government out, they can only make things worse.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1510,2,I think you should decide if you want health insurance. Thats an extra expense that is ridiculous and doesnt help us at all when we are alreadys truggling to pay bills in a hurting economy. Natural Selection- Not everybody is meant to survive.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1733,2,"They make bigger hospitals for that reason. What should be done is emergency response teams should be able to make the call as to which hospital to go to before they decide on one place, if the patient is stabilized enough to have the couple of minutes available to do so.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1267,2,"Patients are normally frightened by hospitals because of anxiety or past experiences. Since this is the normal behavior of patients, our nurses and doctors should be very warm and easy to talk to. Nurses and doctors should also be able to communicate with patients in a way that the patients can understand.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1202,2,"For long-term patients, there should be a person they can talk to so if their families can't really come and visit all the time, they will still have someone to be there for / with them.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1836,2,Create more fire stations and hire more workers who are properly trained to complete the tasks that come with the job.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1839,2,Build more hospitals,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
180,2,"But even if more money is put into technology, more money is wanted for everything else. It is as if we can't get one thing without losing another.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
179,2,Putting more money into providing technology for hospitals and smaller clinics that help diagnosis patients faster.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1843,2,hospitals and doctors be held harshly accountable for malpractice,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1011,2,"If more money was put into diagnostics it would save time and money (in the long run). It would save patients money by not having to buy unnecessary medicine and make multiple hospital trips, and save the time of the doctors by producing a higher turnover rate (seeing more patients).","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1013,2,"Instead of advising patients to take medication, they should be advised to take vitamin, eat healthier foods, and exercise constantly. Patients save money and increase the longevity of their lives by doing this.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1015,2,"I agree. But if this were set to action, then I think doctors would be much more careful on what tests they would administer to the patients, thus saving themselves money and the patient money; it's a win-win situation.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1851,2,"prevent doctors from taking advantage of patients by having a board that oversees doctors offices in a certain area, possibly have a board of individuals that will review each case within each hospital","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1852,2,additionally allow the nurses to do more without having to have the doctor do it. The nurse should be trained to do the additional tasks though.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1854,2,not allowing doctors to prescribe young individuals with medicines that could potentially harm the individual more than the problem they initially visited for was.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
158,2,"Adderol abuse in colleges is becoming a serious problem. Not to mention certain pharmaceuticals are the root of most illegal drugs being made in America today. Doctor's usually only get to see their patient once in situations where they diagnose, therefore they pass out prescriptions as a precautionary measure instead of actually reasoning if the patient truly needs the prescription. There needs to be discrete testing (i.e. personality tests or motor skills testing) that could be done in the waiting room or online before an appointment so the doctor can assess the results and have a better understanding of the patients true psychological, mental, or physical well-being before they're forced to diagnose the patient in one sitting.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1855,2,overall reduce the profitability of healthcare and force these establishments into putting the patient first rather than the almighty DOLLAR!,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1856,2,"require doctors to explain different options of treatment rather than prescribing the patients with drugs. ex: rather than prescribing someone with medicine, the doctor could give the patient an alternative such as a change in diet, or a certain food group or a natural remedy that would be much more affordable.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1857,2,"having a universal database of information on each patient between every hospital and doctors office in the US would allow a faster treatment and would allow doctors to see what prior doctors and health professionals have prescribed the patient to see if it has worked or shouldn't be used again. Also allow the doctors to make little notes in the database on the patients such as allergies, or certain drugs that shouldn't be given to the patient.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
149,2,Have the doctor look at the patients in the emergency room to see if the patient needs to be treated faster than others,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1861,2,have more staff at the er/hospital,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
146,2,Having more smaller clinics be able to provide the same technology like bigger clinics,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
144,2,Stop making the wait so long for emergency room patients,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1864,2,have healthcare accessible for those who work- even if they're laid off or fired(that's if they have a dependable track record but made a mistake),"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1865,2,have insurance companies be more open and upfront with all their conditions on their plans,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
135,2,"Emergency Room waiting area can make room for a doctor on floor, in case something happens.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
127,2,We would be taxed that taxed money goes to the government to distribute to medical facilities. Doctors ALWAYS get paid regardless of what it cost the patient. For example My co-pay is $10 per doctor visit... but the doctor gets $150 per visit. Even if it's free like at community clinics they get paid by the government. This is excluding volunteers of course.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
198,2,Instead of one emergency room in hospitals there should be at least two that have requirements so it can be less of a wait.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1881,2,give more funding to the ERs so they can staff more doctors and nurses to tend to those who need it,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
199,2,"Finances shouldn't be so high once you get your bill from your recent hospital visit, so i think the bill paying should be paid only if the heavy or important things were used while at the hospital. If the physician didn't use important equipment then the bill shouldn't be so expensive.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1201,2,There should be more clinics around cities. It's more convenient than having to go to the doctor / a hospital if it's just a minor problem.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
258,2,"Require doctors or nurses to explain the specifics (side effects, etc.) of pharmaceuticals, as well as alternative medications to patients before prescribing them.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
256,2,Expedite wait times in emergency rooms.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
254,2,Make the interior of hospitals less depressing.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1221,2,I think we should make getting a doctor degree more affordable so well have more doctors and maybe even enough to have a doctor and a nurse in schools so the poor children in school can have a free doctors visit during school.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
246,2,"In a way I agree with this statement. The hospital should only use the equipment necessary to treat the patient, but the reason the are so expensive is so that our patients can have the best treatment possible with the best equipment.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
981,2,"That is true. Doctors should be more concerned with the health of their patients, rather than making some great money-making deal with some company.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
983,2,"A lot of people could take advantage of this though, if they are not required to pay promptly. They could prolong and keep prolonging the time to pay for their visit and end up never paying at all. The US could lose a lot of money.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
985,2,The doctor would loose to much money if they did that. Then the cost for everybody would go up.They can offer them at cheaper prices and then have easy payment plans.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
231,2,I was referring to  the the insurance company not the doctors.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
230,2,instead of spending money on telling people what to eat they should use that money to open a community gym so that there is a place for people to go workout.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
229,2,"McDonald's makes more money than these insurance companies, if not the same amount, maybe if we put more money into staying fit and healthy we would not need to go to the doctors for health related problems.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1811,2,"In some sense I believe specialized care is key. At the same time, when you have 5 doctors in one room for a single patient, it's ridiculous/.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1815,2,I love the idea that more places are transitioning to Electronic Medical Records (EMR) because it helps keep records more secure. I worked/volunteered at an office and I was able to just widely see the patient's information when I was putting paper work in. The only downside is the reliability of technology when computers act up at times.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
219,2,"Yes, there should be maximums for charges but I don't think it should affect their salary. Doctors have to pay to keep their office open and operating.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
995,2,"Yes. The government has seriously overpriced everything in the healthcare field and now trying to make it less expensive will always cost the US money. this is not to say that the patient will never have to pay and can keep prolonging it, but that it shouldn't be an issue at that moment.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
996,2,"new technologies should not be a privilege that needs to be earned by each hospital, hospice, clinic. they should be made more readily available for patients' sakes.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1822,2,Shorter waiting times in the ER,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1824,2,Nicer nurses and doctors,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
212,2,there are people constantly visit doctors because they are over weight and that effects how much we pay for healthcare so the people who choose to make bad choices should have to pay for their own action instead of making the general population pay as a whole,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1000,2,steps need to be taken to validate the needs of the patients versus the wants as to prevent losing product and money on someone who wants it as opposed to someone who needs it.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1828,2,Making a visit to the doctors office or ER easier for those who do not have insurance,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
208,2,"When someone is overweight and they want to loose weight they will most likely go to the doctor and ask what the doctor has for them as a solution. Most doctors will suggest lipo-suction, body wraps, or weight loss pills. But has a doctor ever prescribed a healthy meal plan, or a work out schedule? Of course not! America is a business, Americans want money. Its very seldom that doctors will actually care about their patients more than making a profit out of them. Lipo-suction, body wraps and weight loss pills are quite expensive, healthcare does not cover it, in the end you are paying for confidence instead of working for it. What a caring doctor should prescribe is a dose of ""lay off on the McDonalds"", work out regularly and choose to be healthy. A healthy mindset can also build the confidence of a person for a lifetime and is the fuel for motivation.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1734,2,This could be a good idea. A traveling doctor or team of specialists could go around making house-calls providing insight and expertise or even write prescriptions and treatment to those that are sick but do not need to go to a hospital and would clear up space for those that do.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
202,2,The reason doctors use such important equipment is so that we can be treated to the best of their abilities. They are expensive because they are the best equipment.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
261,2,Doctors should ask about mental health at their patients regular check ups and refer them to therapy or other treatments when necessary,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1039,2,"All ER rooms should have the same equipment in them, and doctors need to be trained on how to properly check someone out after they have been in a wreck. the doctors in Eastland Texas missed 6 broken vertebrae, 2 broken ribs, and a shoulder injury because the doctors there either didn't have the right equipment or they are not qualified ER doctors.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1043,2,"I remember when insurances actually made sense to have, if you had insurance you paid less for your meds and at the doctors office. now if you are private pay you pay less for your prescriptions than someone with insurance. and sometimes the doctors visits are less expensive","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1077,2,technology should also be updated. some hospitals are more advanced than others and that is leaving both the patients and the staff at a disadvantage,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
52,2,The new technology would also reduce the amount of time that surgery would or regular everyday visits would take. Also with new things coming out there should be seminars for them to be displayed so that the doctors have a chance of purchasing them.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
51,2,Regular check ups on physicians should be required to make sure that they still have morals and values and really do care about the patients rather than they're paychecks.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
46,2,There should be more pharmacy with a local doctor or physician to conveniently get your medication and check-up at the same time,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
44,2,"HIV/AIDS patients should get coupons on their medications and also have an affordable specialized doctor to visit for regular check-ups. Also, they can be used for the process of trying to find a cure for the disease.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1081,2,"i think that for doctors and nurses with more than just a BSN that after you have graduated with a bachelor, the college taken following should be paid for by the state. too many smart people do not become doctors or nurse practitioners because the cost of such an education is drowning.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
40,2,More clinics similar to Care-Now should be open but they should have family medicine doctors there so that misdiagnosing will be less likely to occur and the prescribing of drugs will be less likely to happen,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
35,2,"True, so they won't be wasting money on false diagnoses. This would also make the system more reliable to the public, knowing that doctors have to stay current with the diseases and their symptoms.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
34,2,"Maybe they could also get coupons or cards allowing them to get a discounted visit to the doctor, or see a specialist.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1133,2,There should be more small clinics built locally to reduce the build up in hospitals and larger doctors offices.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1132,2,Emergency room services should have the largest staff (more doctors) to properly assess each individual before turning them away.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1128,2,"provide extensive, long-term payment plans that are more flexible with interest equal to inflation.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
26,2,Exactly. Saving both time and money without wasting the resources that the government has supplied.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
22,2,"Being able to visit specialists with reasonable prices will also help in the long run--illness could improve or caught early before worsens, and less trips to a physician who could possibly not know what is wrong","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
20,2,Physicians misdiagnosing patients is happening more often. The physicians should be evaluated regulary so it reduces the risk,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
16,2,All drugs should have a generic brand offered so people won't have to pay so much for the medicines that they need.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1099,2,It would be nice for everybody to have health insurance but I know many people who rarely go to the doctors.  Should they have to pay so much just for healthcare when they only visit for check ups?,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
12,2,Emergency room visits should be less expensive. And pharmacies should have a small in and out clinics with reasonable prices for emergencies less severe than hospital attention for anyone with or without insurance.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
10,2,All doctors and physicians should have a small pharmacist that will be convenient for the patient to get their prescriptions refilled.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
6,2,"Medicare/Medicaid should get a ""flex card"" with so much money on it yearly so that will be able to pay for at least their prescriptions.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1103,2,"The importance of the military should not be undermined. However, we in the US are as further away from doing that than any nation in the world. The United States spends more on military than any nation in the world. A lot of that spending is superfluous and there is plenty of room to make budget cuts there.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1115,2,Emergency room services could be faster with more nurses and doctors tending to more patients thus reducing the amount of waiting room buildup.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1106,2,"Certain industries should compensate their workers with full healthcare benefits. It is more likely for someone working around nuclear reactors, for instance, to contract cancer from the radiation. These companies should be fully liable for their workers' healthcare costs.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1942,2,Make it like the Baylor Hospital chains; they don't have any sodas in the hospital except for a very small bottle sold in the gift shop.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1890,2,Make sure that the medical places are not influenced by money or their paycheck.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1141,2,Every hospital should be required to have the most updated machinery. This will prevent faulty tests.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1936,2,have doctors build relationships with their patients,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1045,2,"Pharmaceutical companies should not be aloud to make promises or incentives to the doctors to get them to  use there products, the drugs should be used because they work.","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1895,2,Have background checks on doctors and see about their experiences. Doctors with hands on experience would be much better than one that did mainly paper and book work.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1896,2,try to lower the cost of an appointment to those who don't have insurance.  paying about $100.00 for a 5 min conversation with a doctor doesn't seem right.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1897,2,"make sure every tech, nurse, and doctor are brought up to speed with the ever-changing technology","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1898,2,Make sure that hospital or or places where people go to for a doctor have ways to properly communicate with the people of different cultures or have English as a second language.,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1899,2,"hire more nurses so the patient to nurse ratio isn't as high, which lead to less accidents made by overwhelmed nurses","doctor, patient, money, hospital, pay, time, not, nurse, company, make"
1902,2,have more extensive background checks on nurses and techs who work with coma patients,"doctor, patient, money, hospital, pay, time, not, nurse, company, make"
