Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
641,0,Not only should nurses and doctors have to pass all of their nursing exams I think they should have to pass a personality test to see what types of patients they should be allowed to work with,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1629,0,"If the government made one small change to general finances, a ripple effect could be made. For instance, if the government decided to put more money towards education, more students would arise with affordable college tuition. With more students, there's a higher chance of healthcare staff. Increase in hospital staff, increase in patient health and care production. Great production, then increase in hospital income, and finally prices on machines would be more affordable and cut backs would be made on health insurance for patients.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
941,0,"there should be regulations on the amount a doctor can charge a patient for how many tests they are given for diagnosis. and if in the end the patient did not need the test, they should not be charged for it","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
719,0,Local Doctors should be in areas where patients are needed.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1468,0,should send papers home to be read over and signed before arriving the day of surgery.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1467,0,"this is a good idea, it would create more jobs also, but the downside is that it may increase prices of medical expenses because there will be more doctors to pay and hospitals/doctors offices to keep up","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1594,0,"Our taxes should be going to the medical industry and not to weaponry, as we are in severe need of more public hospitals and parkland alone will not cut it","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1599,0,Doctors should help everyone and anyone not worrying about their stats.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1603,0,"Although, you do have a point to a certain extent, general doctors are specialized as well. Those doctors are usually the first case of defense in 90% of the cases. They should not be paid more because they are general, they are already paid well compared to a specialized doctor as well.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1604,0,"That is pretty messed up to say, they have a right to live just as much as anyoen else too. I dont know if you know but people have died from skin disease and other specific diseases that an individual with specalized case can resolve.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
697,0,Break the idea that depression is something simple and can be treated instantly.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
696,0,Provide easier ways for people to get help for their mental health issues.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
695,0,Increase funding for research about mental health,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
694,0,Increase social awareness about mental health.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
687,0,Make STI and pregnancy tests available to everybody.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
960,0,doctors should not be influenced by outside sources such as politics and industrial companies,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1611,0,"If more students were involved in taking job opportunities at PhysScribe Inc, or volunteered at hospitals to assist medical teams, care could be administered to patients more frequently while students did all the small and inattentive details.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
680,0,"If there was better training, the response would be faster.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
676,0,I think Obama has done a good job with his healthcare system,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
671,0,HealthCare system funding should come from tax revenue.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
971,0,There would have to be a set price. Visiting the doctor because you have the flu versus because you have allergies would not be a fair price.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
663,0,"Unfortunately, a lot of times there are personality tests given to nurses and doctors but in time of crisis how can you say no you can't work with that patient because your personality will clash with theirs when you don't even have the time to evaluate the patient?","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
976,0,There should be a more natural way to cure illnesses other than always using medication.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
978,0,"This world revolves around money. Elderly people should be able to have easier access to healthcare. They are more prone to diseases, illnesses, and many other things.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
653,0,This would be great if you could get the teenagers more involved who are at more risk of it.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1625,0,"Private insurance will never go away, at the end of the day the rich should not be penalized for success.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
648,0,I agree this is a great idea,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
647,0,doctors should spend more time with their patients,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
981,0,"That is true. Doctors should be more concerned with the health of their patients, rather than making some great money-making deal with some company.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
726,0,allow virtual doctor visits to save time and money(video chat),"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
246,0,"In a way I agree with this statement. The hospital should only use the equipment necessary to treat the patient, but the reason the are so expensive is so that our patients can have the best treatment possible with the best equipment.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
866,0,"anybody working with people, regardless if it's in a nursing home, hospital, doctor's office, etc., should make sure that that is what they truly want to do.  it is unfortunate that at times the people that you depend on to take care of a loved one, or even yourself, do not even like what they do, totally hate their job, and might even mistreat the patients.  what's the point of making good money while working in a place which does not suit you?","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1902,0,have more extensive background checks on nurses and techs who work with coma patients,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1202,0,"For long-term patients, there should be a person they can talk to so if their families can't really come and visit all the time, they will still have someone to be there for / with them.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
158,0,"Adderol abuse in colleges is becoming a serious problem. Not to mention certain pharmaceuticals are the root of most illegal drugs being made in America today. Doctor's usually only get to see their patient once in situations where they diagnose, therefore they pass out prescriptions as a precautionary measure instead of actually reasoning if the patient truly needs the prescription. There needs to be discrete testing (i.e. personality tests or motor skills testing) that could be done in the waiting room or online before an appointment so the doctor can assess the results and have a better understanding of the patients true psychological, mental, or physical well-being before they're forced to diagnose the patient in one sitting.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1939,0,"if a patient's doctor is retiring within half a year (or withing an X amount of time), then the doctor should let them know asap and help his patient with finding a doctor they are comfortable/suitable with","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1316,0,As of the mental health patients i believe that sometimes the healthcare providers might issue drugs just so the patient can try or might not need.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1843,0,hospitals and doctors be held harshly accountable for malpractice,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
202,0,The reason doctors use such important equipment is so that we can be treated to the best of their abilities. They are expensive because they are the best equipment.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
204,0,What kind of levels should they have? Since you already have explained they are similar to the ones we already have today?,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1885,0,or for those who have lost a loved one,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1231,0,"an in depth evaluation of a specialist, or perhaps a program,  maybe over the phone or through a computer service, to help determine whether it'd be best to go to the ER versus the family doctor.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
208,0,"When someone is overweight and they want to loose weight they will most likely go to the doctor and ask what the doctor has for them as a solution. Most doctors will suggest lipo-suction, body wraps, or weight loss pills. But has a doctor ever prescribed a healthy meal plan, or a work out schedule? Of course not! America is a business, Americans want money. Its very seldom that doctors will actually care about their patients more than making a profit out of them. Lipo-suction, body wraps and weight loss pills are quite expensive, healthcare does not cover it, in the end you are paying for confidence instead of working for it. What a caring doctor should prescribe is a dose of ""lay off on the McDonalds"", work out regularly and choose to be healthy. A healthy mindset can also build the confidence of a person for a lifetime and is the fuel for motivation.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1266,0,"Yes that is a very important point. Nurses/doctors and the medical staff must be friendly , passionate , and caring because we need to make patients feel comfortable and reduce their pain and anxiety.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1304,0,"emergency room services are hectic, and so it should be more organized when patients are running in.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
44,0,"HIV/AIDS patients should get coupons on their medications and also have an affordable specialized doctor to visit for regular check-ups. Also, they can be used for the process of trying to find a cure for the disease.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
155,0,Develop diagnostic technologies that can detect a patient's illness precisely because a lot of the times doctors do multiple tests on patients that costs thousands of dollars. These tests can sometimes be deemed useless because they don't provide an answer to the problem.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
43,0,More studies should go into looking at the patterns and trends of certain outbreaks globally and try to figure out a way to prevent them from continuously spreading.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
41,0,Physicians should be monitored on what and how much they are prescribing to their patients because this may crack down on them getting certain drugs for promotional purposes and receiving things from the drug companies that they would normally not get if they were not prescribing these drugs. It is all about the money in these cases so some doctors really are not considered with their patients health.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
212,0,there are people constantly visit doctors because they are over weight and that effects how much we pay for healthcare so the people who choose to make bad choices should have to pay for their own action instead of making the general population pay as a whole,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
40,0,More clinics similar to Care-Now should be open but they should have family medicine doctors there so that misdiagnosing will be less likely to occur and the prescribing of drugs will be less likely to happen,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
154,0,Strict policies need to be enforced on doctors who prescribe highly addictive drugs to patients. They should have routine check on those patients and make sure they are not using the drugs out of context.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
215,0,One could be for more urgent care and the other could be for injuries that would be okay to wait awhile,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1230,0,"part of the incentive to becoming a doctor is the high pay. the whole flow of income needs to be rethought so that we can still pay our doctors their fair share, while being able to give everyone who needs healthcare their share as well.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
149,0,Have the doctor look at the patients in the emergency room to see if the patient needs to be treated faster than others,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
35,0,"True, so they won't be wasting money on false diagnoses. This would also make the system more reliable to the public, knowing that doctors have to stay current with the diseases and their symptoms.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
34,0,"Maybe they could also get coupons or cards allowing them to get a discounted visit to the doctor, or see a specialist.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1337,0,alot of doctors are overwhelmed and in a rush to get to the next patient,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
196,0,Maybe having state ladders for healthy families and where they rank for life style/food choices etc... I know I'm naturally competitive and it could spark some to take another step onto a healthy path. The question would be how to make it competitive without the effect of feeling bullied if your at the lower end or behind someone.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
56,0,Maintaining a good healthcare system is the key reason so maybe the government should really evaluate this area more than all the other ones.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
195,0,"This is a good idea but it would be hard on some teachers. Maybe have like sections of classes/a hallway go to outside and play(out side of recess/lunch). Also some kids love recess, and some hate it...","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1881,0,give more funding to the ERs so they can staff more doctors and nurses to tend to those who need it,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
178,0,"The benefits or welfare checks are supposed to be in effect for the person receiving it for certain amount of years, I think that's a max of 5 years to be in the program. I do think it should be harder for it to gain those benefits or put more guidelines and rules to keep getting welfare.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
176,0,"True story, a man that couldn't afford an operation that was life threatening decided to do a crime(i think rob), he got arrested pleaded guilty and upon entering the criminal system was able to get his life saving operation. Also, I don't think universal healthcare would work in any way shape or form. It's good in a sense but if you put into practice, let's say Canada... Good luck not waiting for 8 months. (overreacting of course.)","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1250,0,Nursing home costs should be lower and the treatment should be better. Older people need to be treated gently and with care. i have visited a nursing home where the patient is not talked to and just left to lay in a bed the whole day. This should be changed.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1310,0,Emergency rooms can do better in a sense because they are always in a rush and some doctors don't take the time to listen to the patients needs or complaints.In order to fix the problem they should slow down and actually take the time to listen to the patient after all the patients are the ones that are paying the doctors so they should be more than willing to listen.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1252,0,"there should be a personality requirement for doctors and nurses. Difficult to upset, easy to calm. Optimistic and very caring. Willing to help others without being watched. Things of that nature. Nurses and doctors seem to be getting more and more cruel every year.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1199,0,I think first before we can try to fix the healthcare system people need to be informed of how it works and stuff. Because I believe maybe some people aren't sure of how the healthcare system in America works especially dealing with insurance and all that.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1935,0,have doctors go back to conferences to learn about new discoveries in the scientific/medical world so their knowledge is up to date with the new findings,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1869,0,train nurses and doctor to be kind no matter how busy they are in the er (people are in pain and sometimes all they need to see is smiling face),"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1870,0,educate the population about mental diseases,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1936,0,have doctors build relationships with their patients,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1200,0,"People should be educated about how to react in emergency situations. For example, if someone broke a bone or if anyone is having a seizure, stroke, heart attack, etc., it would be ideal if the general public knew how to react in those types of situations and at least hold it off until help arrives.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1858,0,bring back the draft and reduce the military budget to the extreme and take care of our own people and system before we go and try expanding our already broken system to foreign countries.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1228,0,"This is true. If healthcare was free, doctors and nurses may get paid less and therefore, America would have an even higher demand for nurses and doctors. Many doctors may quit because the income may be cut.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1872,0,give more information about options of what to do to families who are taking care of the elderly,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1857,0,"having a universal database of information on each patient between every hospital and doctors office in the US would allow a faster treatment and would allow doctors to see what prior doctors and health professionals have prescribed the patient to see if it has worked or shouldn't be used again. Also allow the doctors to make little notes in the database on the patients such as allergies, or certain drugs that shouldn't be given to the patient.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1856,0,"require doctors to explain different options of treatment rather than prescribing the patients with drugs. ex: rather than prescribing someone with medicine, the doctor could give the patient an alternative such as a change in diet, or a certain food group or a natural remedy that would be much more affordable.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1298,0,"The healthcare should pay more attention to how the patients are being treated. Some nurses/doctors and etcs can sometimes treat their patients horribly. Although it is a tough job, the health care workers are there for a reason and chose to be there. But some does not care for the patient entirely.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1915,0,TLDR; Pretty much it is all about educating people who can vote to make the change.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1854,0,not allowing doctors to prescribe young individuals with medicines that could potentially harm the individual more than the problem they initially visited for was.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1852,0,additionally allow the nurses to do more without having to have the doctor do it. The nurse should be trained to do the additional tasks though.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1851,0,"prevent doctors from taking advantage of patients by having a board that oversees doctors offices in a certain area, possibly have a board of individuals that will review each case within each hospital","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
62,0,"This method sounds pretty solid in my opinion. The only problem is that sometimes there are more sick people than anticipated, and there isn't enough healthcare to deal with the amount of sickness that is presented.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
165,0,Educate about the differences in mental illness and what types of mental illness there is. Many people assume that while schizophrenia is a mental illness but not ADHD (Attention Deficit Hyperactivity Disorder) is not.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
164,0,Maybe provide therapy or counseling for parents or family members help deal with a loved one with mental illness so they are aware of what they can do to provide everything they need for their loved one.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
163,0,"The health care system was built around helping your neighbor in a sense. In a group of ten people, one person might get six so the other 9 people would pay for a safety net if you will. One of the major problems is that our system doesn't account for a population boom, i.e. ""Baby-Boomers"". There are ways we can band aid the situation or make a temporary fix as in increasing the restrictions. This would restrict the health care given though, but it would give quality care to the ones that really need it. There are a lot of possibilities to ""band-aid"" the situation. However, to major fix the system we would have to get me details about the cost expenditures of the Healthcare system and it's sub-section. The current place we are at now is exhausting resources thus we are already restricting the health care system by this. The long term fix is going to come from preventative care i.e. technology and education. If we restrict the current health care system for awhile, there is no easy fix. Then we could make grants for study for colleges or firms to research the diseases, recovery rate, etc... This would give the incentive to invent new techniques to pre-screen patients for ailments then categories the patients in there system which could reduce the emergency room wait time. Another way is to spread out the load on the system thus you would need other places for the traffic to go. However this can be more costly because of upkeep cost and it would take time to build, but the long term effect is having clinics that can serve for the minor emergencies or non life threatening emergencies. The problem with this though is the people would have to know what the two are and how they are different. An example if your getting robbed you call 911, if you hear shots fired you call 911, but if you lose your wallet do you call 911? Thus, you would need education. Education would help reduce the work load through people going to where they are suppose to go for a given emergency, not to mention them themselves eating healthier, treating themselves better, etc...","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1876,0,educate the public on more natural ways of changing one's lifestyle to offset their genetic predispositons to certain diseases.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1916,0,integrating more about our healthcare system into the curriculum of public schools,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
31,0,"I agree, because doing so would make the system more efficient without sending people away who actually need it. Also, you could get a better tab on how much of the substance is being used, and the doctor can tell if the patient is abusing the substance or not.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1267,0,"Patients are normally frightened by hospitals because of anxiety or past experiences. Since this is the normal behavior of patients, our nurses and doctors should be very warm and easy to talk to. Nurses and doctors should also be able to communicate with patients in a way that the patients can understand.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1899,0,"hire more nurses so the patient to nurse ratio isn't as high, which lead to less accidents made by overwhelmed nurses","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
24,0,I think that people who have mental illnesses should be able to see a doctor or specialist at a reasonable cost,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1959,0,have a segment of the news that informs the public of any changes of the healthcare system that is important for the general public to know,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1341,0,"Health and Health Care should be provided by the individual themselves. The least amount of harm that individuals put into there body should be a decided  factor of what an individual deserves a type of health care. Most of the time in an Emergency Room,It takes minutes and sometimes even hours to see a doctor. And when you do they have you in a room for almost 45 minutes and then they decide to come take vital signs or do a health check and then charge more than what the doctor saw you.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1170,0,They could also be rewarded with homework passes or test bonus points.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1958,0,have local leaders who the communities can voice their concerns to and he/she will voice them to those who can fix/help with the problems arising,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1213,0,"personal religious beliefs aside, parents who are considering birthing a child who is guaranteed a life of suffering need to be REALLY informed of the testimony of people who have the same disease that are alive. I was against abortion 100% until I heard a disease stricken man say "" mother, why didn't you abort me? you should have. I would have aborted myself.""","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1221,0,I think we should make getting a doctor degree more affordable so well have more doctors and maybe even enough to have a doctor and a nurse in schools so the poor children in school can have a free doctors visit during school.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
8,0,Physicians should evaluate and give tips to people who say they are having problems with certain issues before just automatically diagnose them with some disease that causes them to have to take medicine that they can become dependent on and start to abuse.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
15,0,People with chronic illnesses should seek the medical attention that they need no matter the financial situation.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
21,0,Women clinics should be readily available and more awareness to prevent diseases/cancers,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1895,0,Have background checks on doctors and see about their experiences. Doctors with hands on experience would be much better than one that did mainly paper and book work.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1830,0,Create certain clinics for certain age groups to insure that everyone is seen quicker,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
125,0,"The majority of these posts on here are concerned with how the Drs are money hungry or uncaring about patient; self-centered.  Yes, that is a problem but it also the patients.  I think that drs are honestly concerned and want to help each patient with all they can.  Nowadays, it seems that the patients are misusing the healthcare system, too.  I see so many students in the library using addy or sharing it without any real need of it...my point is that the problem isn't just with those working in the medical industry, but with everyone involved, on both sides.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1169,0,They should do a drug test or background check on everyone before prescribing them medicine. They need to come up with a shot that can be used instead of pain medicine for all of the people that failed. That way the doctors can still give them pain medicine but it cannot be abused.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1163,0,Also a credit check on an individual could possibly award an individual cheaper health care or factors such as a good driving record,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1211,0,"school nurses need to be more educated on the more serious sides of health issues. too often have i heard, and have been told myself ""I'm not sure, ask your doctor.""","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
119,0,So we should most likely take surveys of the opinion of people and what they want to see come of healthcare and then compare it to systems in different nations and then see which system works best. It gives the people what they want (maybe not all) and a chance to change our system.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1277,0,"The people who work the telephones at doctors' offices need to be more educated on common symptoms and be able to diagnose things WITHOUT the need the need to go 100 bucks to be told, ""go take benadryl"". Yes, this would perhaps lead to a little less money being made by the doctor, but would in turn lead to more patient faith and trust. When patients know that the doctor wants to make his cut WHILE trying to save his patients as much money as possible, it leads to customer loyalty.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
20,0,Physicians misdiagnosing patients is happening more often. The physicians should be evaluated regulary so it reduces the risk,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1216,0,health care should provide people to go to say family doctors or neighborhood doctors for the common cold or injury and leave the ER for the emergencies. Thus the ERs will be less crowded so the people who really need help can get it much much soonere,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1210,0,"to increase knowledge of how to self diagnose symptoms, or to prevent sickness, upon leaving a medical office, after a check up, operation, whatever, large books of common sicknesses, their symptoms, and prevention, should be available. just like how telephone companies used to give phone books for free, or included in the payment. if people were more readily informed by a trust worthy source (because you can't always trust the internet), many problems could be avoided. not everyone has access to the internet, but almost everyone can read nowadays. unless this has already been implemented...then nvm","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1961,0,"have more surveillance in hospital rooms, to avoid any abuse of any kind","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1820,0,"Neglecting health care to anybody is immoral and also illegal according to human rights and,The UN. Doctors can't have prejudices, when treating a patient,no matter who they are. If a doctor denies you treatment, it is also against their code of ethics as well as the law.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1979,0,"When the issue of healthcare arises, it's hard for people to voice their opinions about it. If there was perhaps an easier way for people to comment on it and then perhaps there would be change.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1828,0,Making a visit to the doctors office or ER easier for those who do not have insurance,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1162,0,"That would be good, or to at least put the individual on probation or have an increase percentage of monthly pay for health insurance","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1271,0,"many doctors are pushed to tell patients that they need some kind of medication when it is not really necessary. later on, the patient calls the doctor and tells them that the pills did not have any affect and that they feel the same as before they took the medication. The doctor will then prescribe another medication and tell the patient that this would be more effective. This takes money out of the patient's pockets and puts more money into the government's. These behaviors should not continue.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1824,0,Nicer nurses and doctors,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
131,0,"Financial support for shelters that deal with the aftermath of domestic violence, those in poverty, etc.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
10,0,All doctors and physicians should have a small pharmacist that will be convenient for the patient to get their prescriptions refilled.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1173,0,"Agreed. Some factors like good driving record, good background check, and a healthy weight could be awarded with cheaper/reduced health care.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1284,0,What if there was kind of like an OnStar for medical things. Not like webMD but actual doctors or nurses or something for emergencies. Then you could do it from your phone and whatnot,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
25,0,"True, because sometimes money for drugs could result in substance abuse for certain cases.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1894,0,"Perhaps paying doctors according to how well they do and how many people they treat actually get better in the end. For example, increased pay if nearly 90% of the people who came to that doctor became healthy again and reduced pay if it is at a particular percent.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1172,0,"They should be required to run one mile every week. On the other days, they could play fun games to keep them from getting burned out and not liking PE anymore.","doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1825,0,Faster/better service in doctor offices,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
1220,0,preventive care should increase in order to decrease the doctor visits in the future. say new borns and even during the pregancy state. the mother should be given everything needed to have a healthy baby.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
18,0,Seeing a dietician or a nutritionist should be free at least once a year so maybe that will cut back on visiting the primary doctor so much because natural health is sufficient and they are less likely to get ill.,"doctor, patient, system, good, people, nurse, reduce, disease, visit, work"
552,1,The front desk staff could communicate for effectively with the patients on wait times and things like that so that they wouldn't get so frustrated with how long they have been sitting there. Maybe keep a screen with the waiting line if there is a more important case then it jumps. Have certain colors that identify which is more serious and needs attention sooner rather than later. I think the main issue about waiting is people want to be in the know about what is going on,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
553,1,"Hospitals or late night clinics should have a pharmacy that is accessible to the patients so you can get the medicine while you are there for the visit and not have to go the pharmacy after waiting, getting examined, and then waiting to be released.","healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
625,1,"That is not always possible with single parents, special needs families, other personal conflicts, and also just lack of properly trained personnel to hire to fill the positions.","healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
624,1,Most hospitals and physicians offices are more technologically advanced in being paperless but in order to be fully paperless would mean a reduction in hackers for identity theft and fraud purposes. A lot of hospitals don't cut the small cost because these costs don't add up the way the large budget cuts do.,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
124,1,"I agree that part of ""the problem"" is many people want money; the other part is people wanting to be paid for services rendered.  There needs to be a system in place that allows for med. staff to receive payment, and to force the ""patients"" to pay for their usage...","healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
551,1,In the emergency room there are too many people that come in and ask the same initial questions over and over when they could have spent less time asking those multiple times and looked at your chart or handheld device that could be updated efficiently it would take less time,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1655,1,"more hospitals not clinics, just need organized solution.","healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1315,1,"I believe everyone deserves healthcare, but the current healthcare system proposed is wrong.","healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1621,1,Healthcare should be nationalized,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1622,1,"one word ""cuba""","healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1307,1,i believe that everyone should receive equal healthcare insurance but in order to get there we have to make certain sacrifices but i don't know where to start.,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
546,1,Technology needs to be updated as quickly as possible it also needs to be ready at hand. Maybe each nurse can have a handheld device with the the notes instead of a chart that can be misplaced.,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
652,1,there should also be some type of over the counter yeast infections pills in case the items on the shelf do not cure the problem,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1623,1,Establishment of better healthcare structure is a must.,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
1624,1,Recognize the problem and take serious steps to improve it.,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
85,1,What are the problems with healthcare in America?,"healthcare, make, time, hospital, people, problem, person, give, technology, emergency_room"
