Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
726,2,"basket throwing bean bags: basket on top of a stick, team with most bean bags inside the basket at end of a period wins. opponent can topple the stick so that they lose bean bags.","team, ball, player, game, get, point, hit, member, goal, throw"
727,2,"8 referees, penalties for excessive contact with other players. penalties could include a member not being able to throw bean bags for a certain amount of time.","team, ball, player, game, get, point, hit, member, goal, throw"
728,2,zero g soccerish game. can use hands and feet to get ball into a goal. zero gravity field.,"team, ball, player, game, get, point, hit, member, goal, throw"
729,2,beach based topple the flag game. flag on top of mound. first to topple the flag loses. take turns taking sand of the mound. must be a very big mound.,"team, ball, player, game, get, point, hit, member, goal, throw"
730,2,"each goal is a different shape, one triangle, one square, one circle, etc. and each has a different point value (1, 3, 5) and are farther away than the other. if someone gets across the line without being noticed and makes their frisbee in one of the goals, the point values are tripled. If the player does this three times, that player is automatically frozen and no one from the opposing team can touch him/her.","team, ball, player, game, get, point, hit, member, goal, throw"
731,2,"no hands can touch the ball but can push other opponents, 3 players on each team, set up in a basketball gym, there is a three point shot just like basketball and the rest are only one point. the other team can foul someone by kicking them but that is the only foul.","team, ball, player, game, get, point, hit, member, goal, throw"
732,2,"Dodge It : Dodge it will be played individually against 4 other players (5 total). Each player will be roller blading down a steep hill while trying to avoid the things that are being thrown at them. The only things that are allowed to be thrown are rubber balls. If a player catches a ball while it was thrown at him/her, they are allowed to throw it at another player to get them to fall. The first one to the finish line without falling wins.","team, ball, player, game, get, point, hit, member, goal, throw"
733,0,"Selfie : Selfie is a game where each individual competes against each other on who can take the most selfies and receive the most likes in one minute. The only rules are that there can be no filters, no blurry pictures, no one else in the pictures, and you must get over 20 likes to qualify for the final round. The final round will contain the two top selfie takers with the most likes on the most selfies. They will have to take the absolute best selfie with only one filter adjustment of their choice, and then whoever gets the most likes in 30 seconds wins.","person, must, time, win, first, go, flag, balloon, end, give"
734,3,"if a human accidentally kills another human, that human will be killed. a human can only have one weapon of their choice out of a gun, machete, or an axe. zombie can attack with whatever it finds. if a human that has been killed has a weapon and the zombie retrieves it before a human does, the zombie can use it however it wants to.","make, different, not, would, race, way, obstacle, people, also, good"
735,2,"the object of the game is to get the ball from the opponent's side. the other team is guarding the ball while your team is guarding their own ball. a few of the players, the offense will be sent out to get the ball while a smaller group, defense, is left to guard it. it can also be a play off of flag football where if the offenses flags are stolen by the other teams offense, they have to sit out for a particular amount of time.","team, ball, player, game, get, point, hit, member, goal, throw"
736,3,"maybe make the playing field into an obstacle course to make it more difficult. pads could be applied if wanting a more aggressive game rather than flag football type of game. There can be all types of obstacles such as climbing and making it a two story game, like laser tag, or crawling army style. this meets the ""sport"" criteria in that it is a physical activity that involves skill and one team against the other.","make, different, not, would, race, way, obstacle, people, also, good"
737,2,"another sport could be a mixture of both soccer and football, where half the players can only touch it with their feet and half can only touch it with their hands. this could prove to be difficult because the players will have to be mixed up at points in the game and this is play with their mental skills. or maybe the rules of the game change once you pass the half way point of the field or court. the point of the game could be to get the ball to the other side.","team, ball, player, game, get, point, hit, member, goal, throw"
738,2,"maybe a sport where the point is to get a person to the other side without harm or being touched. This is much more difficult than a ball or object to make points. And if it is actually a large person, this could be really challenging.","team, ball, player, game, get, point, hit, member, goal, throw"
739,1,"a water sport with jet skis would be interesting. with all the waves this could be challenging, but fun. maybe half on land and half at sea. they could capture the ball or flag or any object and have to race back to land to win.","would, sport, could, water, also, require, able, opponent, winner, certain"
740,2,A new sport could be jet ski racing in which teams of 3 participate in a relay jet skiing across a large body of water performing tricks for extra points. First team to reach the finish line will earn 10 points and every trick will add extra points depending on the level of difficulty. The team with the most points will win.,"team, ball, player, game, get, point, hit, member, goal, throw"
741,2,"A game similar to dodgeball, it will be a single player sport but instead of only attempting to hit the other player, there will also be boundary penalties as in tennis. If the dodgeball goes out of bounds, the player who threw the ball that was failed to be caught gains 10 points. Once a ball is caught it must thrown back at the other player within a ten second period. There will only be two balls on the court at all times.","team, ball, player, game, get, point, hit, member, goal, throw"
742,2,"this sport will be a mixture of basketball and capture the flag. each team hides their flags, but only one team gets to search at a time. the game will be played on a basketball court, but there will be barricades present like the ones in laser tag arenas. the offensive team has the basketball and must be dribbling at all times. the team of five can only move up as far as the member with the ball is. if they move passed the member with the basketball, the must handover the ball to the other team. the members will also be wearing belts with flags attached to them. if a players flag is removed, the other team gains the ball and begins to search for the flag. while dribbling the ball, the entire team must try to look for the hidden flag around the barricade and guide the player who is dribbling what direction to move in to get closer to the flag. while this is happening, the team that is on defense is actively trying to steal the ball away so that it can become their turn to search for the other team's flag. the point of the game is to get as far down the court as a team without getting your flag on your belt taken while also protecting the team flag that is hidden.","team, ball, player, game, get, point, hit, member, goal, throw"
743,2,zip line racing while collecting bananas and throwing them at the other competitors for extra points.,"team, ball, player, game, get, point, hit, member, goal, throw"
744,1,Sport idea: Aquatic Nerfball,"would, sport, could, water, also, require, able, opponent, winner, certain"
745,1,Nerf football with long tail at end,"would, sport, could, water, also, require, able, opponent, winner, certain"
746,2,Two teams of 4,"team, ball, player, game, get, point, hit, member, goal, throw"
747,2,The objective is to reach the other side of the pool within five attempts.,"team, ball, player, game, get, point, hit, member, goal, throw"
748,2,Each attempt is ended with a head of the ball carrier being dunked under water,"team, ball, player, game, get, point, hit, member, goal, throw"
749,2,Each team has its own:,"team, ball, player, game, get, point, hit, member, goal, throw"
750,2,1. Quarterback,"team, ball, player, game, get, point, hit, member, goal, throw"
751,2,2. Lineman,"team, ball, player, game, get, point, hit, member, goal, throw"
752,1,3. In-water receiver,"would, sport, could, water, also, require, able, opponent, winner, certain"
753,1,4. Out-of-water receiver,"would, sport, could, water, also, require, able, opponent, winner, certain"
754,2,The teammates can switch positions at anytime,"team, ball, player, game, get, point, hit, member, goal, throw"
755,2,The pool depth will only be 5.5 feet,"team, ball, player, game, get, point, hit, member, goal, throw"
756,2,The length of the pool will be 90 feet,"team, ball, player, game, get, point, hit, member, goal, throw"
757,2,The width of the pool will be 45 feet,"team, ball, player, game, get, point, hit, member, goal, throw"
758,1,The out-of-water receiver will only have 3 seconds to be out of the water before he is no longer able to be in the play.,"would, sport, could, water, also, require, able, opponent, winner, certain"
759,1,"The in-water receiver however, will be able to receive the ball at any time as he is in the water.","would, sport, could, water, also, require, able, opponent, winner, certain"
760,2,The QB will have all the time he can get from his lineman guarding him from rushing defense players.,"team, ball, player, game, get, point, hit, member, goal, throw"
761,2,Each score will count 1 point. The first team to seven would win the game,"team, ball, player, game, get, point, hit, member, goal, throw"
762,2,"%another way to receive points is if you hit the person and they still do not catch the ball. this will play into the dodge ball game too. so points can come from both a dodge ball area and a tennis, with the ball going out of bounds without being caught. and with the added difficulty of two balls, this can be a very fast paced game. Maybe there could also be two player teams like tennis.%","team, ball, player, game, get, point, hit, member, goal, throw"
763,0,"%maybe this can be played on a larger field with more people. and as the offense is searching for the flag, the person dribbling can also have a protection, almost like football. But, the dribbler has to be the one to steal the flag. This makes it hard because that person can't exactly be stealthy. so the extra protection can be pretty helpful. maybe the dribbler has to be past the half field at all times to put them more at risk of having the ball taken by the defense.%","person, must, time, win, first, go, flag, balloon, end, give"
764,2,"%maybe a mixture of football, soccer, handball, and football. Played on a football or soccer field with a full team, the ball has to be taken to the other side like normal and scored in a soccer like net that also has holes at the top like basketball hoops. if the player is a foot player, they can only kick it or punt it. if the player is a hand player, they must dribble, pass, and throw. the foot player uses the soccer net as a goal and the hand player uses the holes at the top as a goal. what makes it harder is that the ball is a little more bouncy than a normal soccer ball, but a little more dull than a basketball. This is a full contact sport, like football.%","team, ball, player, game, get, point, hit, member, goal, throw"
765,2,"%the playing field is a basketball court sized obstacle course and this is a full contact sport. this makes them have to be stealth and try not to run into another man. but there is a ""shot clock"" type of thing to make sure the game is still fast paced. all the offensive men have to pass the half line in a certain amount of time or else the other team gets points. the object of the game is to get the other teams ball and bring it back to your side. first one with the ball sitting in the location where their ball is or was wins.%","team, ball, player, game, get, point, hit, member, goal, throw"
766,2,"%this could be a play off of football. the jet ski players will be playing a game similar to capture the flag, once they get their ball, they will head to land to give it to the land players. the land players on offense will take the ball handed off by the jet ski players and have to make a touch down through the on land defense. they'll have four attempts like football to get first downs and continue their time. But the field will only be half the distance. and if the defense gets the ball they have to take it into the water on their jet skis, return it, grab their own ball and do the same thing as offense now.%","team, ball, player, game, get, point, hit, member, goal, throw"
767,2,"%this could be like football. but there's no ball in this game. use a small person and try to hid them from the defense, they won't know who the person is. the offenses goal is to get that person to the end zone. if he get there, they get a point. if the defense finds out which person it is, they touch steal his flags and then it is their turn to play as offense. they will need a football sized team with offense and defense players. the goal person will have to be pretty small and fast.%","team, ball, player, game, get, point, hit, member, goal, throw"
768,2,"this is an interesting idea. Maybe there could be two ziplines side by side and it could be a relay to make it into a team sport. Also it could be a maze and there will be many different ziplines going in different direction and the first team to make it to the finish line wins. There could be different ways to go on the zipline such as head first, on your back, upside down, etc and the more challenging the position the more points you get, however it may slow you down and lessen your teams chance of getting to the finish line.","team, ball, player, game, get, point, hit, member, goal, throw"
769,3,this sport is a great idea! when would the ball carrier be dunked under water? the large length of the pool seems like the teams would need to be bigger than 4. maybe a 8 person team with 3 substitutes on the sidelines. there could also be challenges within the pool such as a lazy river component that is flowing against the direction the team wants to go in and changes direction each time the other team is on offense. It would create resistance and require the teams not to float but to actually swim while playing.,"make, different, not, would, race, way, obstacle, people, also, good"
770,2,"this may be a little confusing. There would need to be a separate set of rules for the team that uses hands ans the one that uses feet. To make the game equal, at half time maybe the teams switch what body parts they are using at the time.","team, ball, player, game, get, point, hit, member, goal, throw"
771,1,"would this game be played indoor? and if it is would the floor still be grassy like a flag football field or carpeted like a laser tag arena? when the two teams are playing, i think that 4 refs would be needed, two for the upstairs and two for downstairs. while the teams are playing are there certain position each player holds?","would, sport, could, water, also, require, able, opponent, winner, certain"
772,2,would this be a single player sport or a team sport or a relay of sorts? how are the other people trying to tag the offense player? are they all just running after his or are there sideline restrictions that the cannot step over? this game combined with capture the flag would have the same element of attempting to get to the other side with the added challenge of capturing a flag.,"team, ball, player, game, get, point, hit, member, goal, throw"
773,1,This could be like Mario Kart. You cold collect some objects to slow down your opponents or gain more speed.,"would, sport, could, water, also, require, able, opponent, winner, certain"
774,1,"It could also have other obstacles like really bad wind, splashing water, etc.","would, sport, could, water, also, require, able, opponent, winner, certain"
775,2,each team could have an offense and defense. The defense has to stay back and can only use their hands. The offense can run through the field but can only use their feet. itll be like regular soccer but with more then one goalie.,"team, ball, player, game, get, point, hit, member, goal, throw"
776,0,"Maybe the sport could incorporate a ""round"" system. Such as the 1st round being an all crawling round and each round be different","person, must, time, win, first, go, flag, balloon, end, give"
777,3,"Possibly add on to the race by getting into a 2 person go kart and do the same thing. Make the race a three or four event marathon. The locations of this sport could also be located in different regions. Regions like the desert, jungle, mountains, and other extreme weathered areas. Or just create a huge dome that involves all four seasons with some areas being fairly easy to compete in and others being in the harshest areas. This sport could be an international one, due to the weather having a huge factor in the sport; different people from around the world would have an advantage in one area than another based on their environment that they live in.","make, different, not, would, race, way, obstacle, people, also, good"
778,2,"To make the game more interesting, teammates could be split up on each side of the field and whether that team is on offense or defense determines what body parts they can use. For instance, If your team is on offense, you can only use your feet, defense only with their hands. Of course, if there was a ""goalie"" of some type, they could use both. Also, implement a time threat. Where if one team does not get the ball across the half way point of the field it would be considered a ""back court"" and a turnover. This would prevent any delay and chance for fans to get bored watching.","team, ball, player, game, get, point, hit, member, goal, throw"
779,2,It would as be unique if all players had to wear GoPros,"team, ball, player, game, get, point, hit, member, goal, throw"
780,0,"The real life hunger games. Having people compete in certain arenas in harsh, unknown conditions to the opponets. Instead of the goal of the game to be the last one alive, maybe have some sort of capture the flag mentallity","person, must, time, win, first, go, flag, balloon, end, give"
781,4,"Extreme scavengers hunts. Teams compete against others in order to retrieve the listed items only displayed on the list. With the items only being revealed through riddles, and having to use wits and brain to figure them out. Then having to use strength to actually get said item.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
782,2,"dance off four square. Somehow combining a childhood game with a musical twist. Having the dancing increasing the amount of effort into the game while keep concentrating on the ball. Bigger ""arenas"" and more challenging obstacles to avoid?","team, ball, player, game, get, point, hit, member, goal, throw"
783,2,"A cross beteween Tennis and bean bag toss. The court is set up like a typical tennis court except behind that participants, a board with a series of holes that will be spaced around and worth a certain number of points depending on where it is located. The players will try to get the ball into the opposing players goals or try to deflect balls that are headed towards their goal.","team, ball, player, game, get, point, hit, member, goal, throw"
784,2,Name:,"team, ball, player, game, get, point, hit, member, goal, throw"
785,2,Four Tennis,"team, ball, player, game, get, point, hit, member, goal, throw"
786,2,Goal:,"team, ball, player, game, get, point, hit, member, goal, throw"
787,2,(Much like the game four square) To gain 12 points before your opponent,"team, ball, player, game, get, point, hit, member, goal, throw"
788,2,Rules:,"team, ball, player, game, get, point, hit, member, goal, throw"
789,2,A player must stay within their specified zone or area,"team, ball, player, game, get, point, hit, member, goal, throw"
790,2,A play must only touch the ball with a tennis racquet,"team, ball, player, game, get, point, hit, member, goal, throw"
791,2,Scoring:,"team, ball, player, game, get, point, hit, member, goal, throw"
792,2,"If the ball bounces twice inside an opponent's area then that will count as two points. If it bounces once inside an opponent's area and then goes out of bounds then this will be one point. Finally, if the ball is hit and doesn't enter the opponent's area at all then it will take away a point from the player that hit it.","team, ball, player, game, get, point, hit, member, goal, throw"
793,2,"Full contact basketball. The ball will be much smaller so that someone can hold onto it easily with one hand. The court will be a much softer surface as well to avoid injury. Finally, the basket will be lowered so that any play is able to dunk it.","team, ball, player, game, get, point, hit, member, goal, throw"
794,2,A game where you have two teams with 5 people on each. The objective is to get one player from one side to the other side of the field. A player can only move if they are touching a completely stationary partner. If an opponent touches a player then they must return to their side and start over. Players are allowed to try an approach with all five players in a group or they can split up their team into groups of 3 and 2.,"team, ball, player, game, get, point, hit, member, goal, throw"
795,2,Basketball with a tennis ball,"team, ball, player, game, get, point, hit, member, goal, throw"
796,2,Wall ball but instead of sharing one wall you try to hit an opponents wall. Teams of 3,"team, ball, player, game, get, point, hit, member, goal, throw"
797,2,Similar to ultimate Frisbee but instead you use a hackysack.,"team, ball, player, game, get, point, hit, member, goal, throw"
798,0,"3+ players. each has a paintball gun. There is one round for every player that is in the game. Each player takes turns being the ""loner"". The loner has 1 minute to find a proper place to hide. After this time the other players begin to search for them. The other players have to loudly and clearly count to 10. Every 10 seconds the loner is allowed to shoot anyone he sees. If he doesn't see anyone he still has to shoot something. This will leave a mark and make a noise to make it easier for players to look for him. Every time the loner shoots another player and hits them they score a point. If a player is able to hit the loner then the round ends and that person gets points equal to the number of players in the game (in a game of 3 people finding and hitting the loner would count for 3 points)","person, must, time, win, first, go, flag, balloon, end, give"
799,2,"There's a ball to capture in four corners of a room. Four teams compete, each has a corner. Every team must be a different color. They are all against each other, trying to get all the balls in their corner. If someone enters your corner from another team, you can tackle them. They must do jumping jacks or a funny dance until someone from their team rescues them.","team, ball, player, game, get, point, hit, member, goal, throw"
800,2,The only way to rescue a team mate is to high five dramatically.,"team, ball, player, game, get, point, hit, member, goal, throw"
801,2,"The points at the end are as follows: each ball is worth 500 points. Dances are judged by referees and awarded based on intensity: up to 100 points. Dramatic high fives are worth 10 points. Each ""frozen"" dancing or jumping jack member is worth 10 points.","team, ball, player, game, get, point, hit, member, goal, throw"
802,2,Helmets are reccommended but not required.,"team, ball, player, game, get, point, hit, member, goal, throw"
803,2,3 referees a game.,"team, ball, player, game, get, point, hit, member, goal, throw"
804,2,Cones or lines help separate the squares per team and the balls have their own corners via lines or cones.,"team, ball, player, game, get, point, hit, member, goal, throw"
805,4,Preferably on grass or turf (tackling hurts!),"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
806,2,"If you manage to get a ball without being tackled, you have a free run back to your square/team.","team, ball, player, game, get, point, hit, member, goal, throw"
807,2,"If you add a ball to your team's square, you have to scream your team chant OR the ball returns to the other team. Referees will monitor.","team, ball, player, game, get, point, hit, member, goal, throw"
808,2,"No tripping, hitting, punching, ect or that player will be told to leave the game.","team, ball, player, game, get, point, hit, member, goal, throw"
809,2,"If a team loses 3 or more players to unsportsman-like conduct, half the team must do 20 jumping jacks and be unable to protect their ball.","team, ball, player, game, get, point, hit, member, goal, throw"
810,2,Players wear detachable tutus(like in ballet) and other players can steal these: tutus are worth 10 points each.,"team, ball, player, game, get, point, hit, member, goal, throw"
811,2,"The area behind the ball on the far side of the corner is considered ""hot lava"" and may only be breached using a bridge of tutus; your team's or ones stolen from other teams.","team, ball, player, game, get, point, hit, member, goal, throw"
812,2,20 players a team. Half a football field size court/arena.,"team, ball, player, game, get, point, hit, member, goal, throw"
813,2,"Referees can decree ""JAIL BREAK"" once per game at any given moment, and all frozen players may return to their square without being rescued. NOTE: they MUST return to their square before trying to capture another team's ball.","team, ball, player, game, get, point, hit, member, goal, throw"
814,2,"If your tutu gets stolen, you may not enter another team's square until you steal a new one.","team, ball, player, game, get, point, hit, member, goal, throw"
815,2,"There are NO gender differences: everyone plays the same, with the same amount of points awarded no matter who captures a ball, steals a tutu, does a dance, ect.","team, ball, player, game, get, point, hit, member, goal, throw"
816,2,Music should be playing at all times to encourage funny dances. Preferably OutKast.,"team, ball, player, game, get, point, hit, member, goal, throw"
817,2,"Since there are four corners, or four teams playing each corner should have its own referee, and then an additional referee in the middle to over see and break any ties on calls","team, ball, player, game, get, point, hit, member, goal, throw"
818,2,each team's cones and lines are color coded and each team's beginning number of balls is correlated with the color of their corner,"team, ball, player, game, get, point, hit, member, goal, throw"
819,2,Once your tutu gets stolen you should not be permitted to go back to the game until another member of the team has retrieved a tutu for you,"team, ball, player, game, get, point, hit, member, goal, throw"
820,0,There should only be a half time in the middle of the game in order for teams to come together and to plan out how they will preform the last half of the game. Each half should range from 20-30 minutes with a ten minute half time in order to rehydrate and plan.,"person, must, time, win, first, go, flag, balloon, end, give"
821,1,"The arena of this game is held in a room similar to laser tag. All team members wear neon vests that are able to be seen in the black lighted arena, but when you are the loner you are able to take off this vest to make it harder for you to be found. All paint used from the paint gun will be brightly colored to be able to be seen easily for referees","would, sport, could, water, also, require, able, opponent, winner, certain"
822,3,Could also be interesting to hold the play offs or the championship games in a huge bounce house arena in order to make thing more challenging,"make, different, not, would, race, way, obstacle, people, also, good"
823,2,Since there should be a decently big number of balls in each team's corner maybe the amount of points the ball is worth should be lowered to 50 in order to keep the games point values from being too high,"team, ball, player, game, get, point, hit, member, goal, throw"
824,2,tutus not color coded,"team, ball, player, game, get, point, hit, member, goal, throw"
825,2,once off player should have to go to side lines until another team member has stolen a tutu for that player to wear,"team, ball, player, game, get, point, hit, member, goal, throw"
826,2,Tutu can be retrieved by taking off a tutu from an opponent or from taking it from their corner with the balls,"team, ball, player, game, get, point, hit, member, goal, throw"
827,0,"This should be mixed with paint ball. You could have teams that will have their own sector to watch over (these could be the different arenas) The teams will not find out which arena they get though until they show up. There could be a flag or some sort of ""prize"" that each team has to guard while simultaneously trying to capture the other teams. The teams will also not find out where there prize/flag is hidden before the game. They will have to locate their flag/prize before they can start looking for the other teams. Each team will have a certain color of paintball to go with their arena. The way to ""kill"" other opponents would be to shoot them. Once you have been shot you are out of the game. After the flag/prize from another team has been captured, you have to make it back to your arena before you get shot. If you do not make it back to the arena with the flag before you are shot, the flag/prize will stay where ever you were shot down. The team of the flag/prize will then have to defend their flag/prize from that spot no matter who's arena it is in. All the other teams will have to find the new spot where the flag was dropped as well. The flag can only be moved if an opposing team member moves it. The game is over once a team has gotten an opposing flag/prize back to their arena.  also if every member of a team is ""killed"" before their flag is captured that flag in no longer in play. Teams will have to find a different flag. If they bring back the flag of a team that is out they get a penalty and cannot move from where they are for 5 minutes.","person, must, time, win, first, go, flag, balloon, end, give"
828,4,"As it starts to get closer to the end of each players round, after they shoot to alert others of where they are they have to shout out something that is close to them as well. They can not repeat anything they have previously said either.","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
829,2,At the start of the game only 3 players per team should be allowed to have tutus then all the rest of the tutus should be in the middle of the field,"team, ball, player, game, get, point, hit, member, goal, throw"
830,0,"There should be 3-5 rounds that last roughly 10-15 minutes each. At the end of each round the points are added up and the positions of players, balls, and tutus are reset.","person, must, time, win, first, go, flag, balloon, end, give"
831,2,"Also, a team should lose points for each ball of theirs that is missing at the end of the round. This would encourage some teams to team up on a team that may have been dominating previous rounds","team, ball, player, game, get, point, hit, member, goal, throw"
832,1,I agree with all the above rules and the small parts I added. I think its a great idea.,"would, sport, could, water, also, require, able, opponent, winner, certain"
833,2,It might even be better if there is one referee per team that monitors that team's area. Then there could be one or two additional referees that roam around,"team, ball, player, game, get, point, hit, member, goal, throw"
834,1,"Random events like ""Jail Break"" could also be set ahead of time to happen at different times. For example, 5 minutes in they may automatically call jail break or there could be a set time when you say ""Ice Age"" so everyone has to freeze where they are for 20 seconds","would, sport, could, water, also, require, able, opponent, winner, certain"
835,1,"Maybe it could be a team sport: 3 people per square/arena or something like that? And if certain songs are played certain dances have to done, like Cha Cha Slide or Crank That (;","would, sport, could, water, also, require, able, opponent, winner, certain"
836,2,Are there 2 players or 4? Teams or singles? How big is the arena (bigger than four square)?,"team, ball, player, game, get, point, hit, member, goal, throw"
837,3,foam pit or really thick yoga mat to play on? Or egg carton bed toppers? If the ball is small how do you retrieve it from the opponent? Tackle and turn over?,"make, different, not, would, race, way, obstacle, people, also, good"
838,2,"There should be a small fence to separate the players from the holes to avoid injury. Preferably a net of some sorts that players can dramatically fall back into as they try to save balls, but not too tall to keep the ball from going over.","team, ball, player, game, get, point, hit, member, goal, throw"
839,2,"Or a soccer ball if juggling/using feet&legs. If throwing, a hackysack is better.","team, ball, player, game, get, point, hit, member, goal, throw"
840,2,Are the walls next to each other? One or two of the team mates should be able to protect your wall somehow.,"team, ball, player, game, get, point, hit, member, goal, throw"
841,2,or tennis with a soccer ball. (:,"team, ball, player, game, get, point, hit, member, goal, throw"
842,1,"There should be athletic challenges to get items, kind of like Survivor. Like having to fit together giant, heavy pieces of a puzzle or something bizarre.","would, sport, could, water, also, require, able, opponent, winner, certain"
843,2,Referees to judge dancing? Bigger ball used?,"team, ball, player, game, get, point, hit, member, goal, throw"
844,2,"Fancy indoor arena or open outdoors arena? If the loner gets 15 points before being found, (or X amt of points), the counting gets longer, ie, 12 or 15 seconds.","team, ball, player, game, get, point, hit, member, goal, throw"
845,3,"smaller and less players to avoid injury. Gender differences/rules? Helmets (like soft boxing helmets). Team spirit awards (for chants, uniforms, ect.)","make, different, not, would, race, way, obstacle, people, also, good"
846,2,"if you accidentally find an opponents item, it's worth double points.","team, ball, player, game, get, point, hit, member, goal, throw"
847,2,"As a small team instead of alone. Team is assigned randomly, so it's also a test of working together.","team, ball, player, game, get, point, hit, member, goal, throw"
848,2,"Multiple balls or just one per team? If multiple balls, then yes, lower points!","team, ball, player, game, get, point, hit, member, goal, throw"
849,0,Foam pit sounds more interesting,"person, must, time, win, first, go, flag, balloon, end, give"
850,2,Multiple balls just lowered points,"team, ball, player, game, get, point, hit, member, goal, throw"
851,1,black light arena and neon paint for paintball? Combine the other game with this one?,"would, sport, could, water, also, require, able, opponent, winner, certain"
852,2,I want to play this game. (:,"team, ball, player, game, get, point, hit, member, goal, throw"
853,4,So using both mental strength and physical strength to win,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
854,1,"Could be used for the ""hunger games"" but the places that game could be held are able to change","would, sport, could, water, also, require, able, opponent, winner, certain"
855,2,Definitely like the black light feel for this game,"team, ball, player, game, get, point, hit, member, goal, throw"
856,2,Should frozen players be allowed to participate in half time?,"team, ball, player, game, get, point, hit, member, goal, throw"
857,2,yes,"team, ball, player, game, get, point, hit, member, goal, throw"
858,2,Same I like this one the most,"team, ball, player, game, get, point, hit, member, goal, throw"
859,2,Its definitely the most detailed(:,"team, ball, player, game, get, point, hit, member, goal, throw"
860,2,so extra tutus are stored in corner with the balls? I like it.,"team, ball, player, game, get, point, hit, member, goal, throw"
861,2,Can the players grab extras? Or only one?,"team, ball, player, game, get, point, hit, member, goal, throw"
862,2,Either one would be interesting,"team, ball, player, game, get, point, hit, member, goal, throw"
863,0,Maybe you have a limit of 3. Or some limit,"person, must, time, win, first, go, flag, balloon, end, give"
864,2,Here it is:,"team, ball, player, game, get, point, hit, member, goal, throw"
865,2,"Tennis sized court, with a net in the middle that's as high as a volleyball net.","team, ball, player, game, get, point, hit, member, goal, throw"
866,2,Two players on each end of the court with tennis racquets.,"team, ball, player, game, get, point, hit, member, goal, throw"
867,2,Behind said players are large cylindrical containers about 3 feet tall with 3 feet in diameter. These cups are arranged in a pyramid scheme is 4 in the back 3 in front of that and 2 in front of that and 1 in the very front. Like so:,"team, ball, player, game, get, point, hit, member, goal, throw"
868,2,OOOO,"team, ball, player, game, get, point, hit, member, goal, throw"
869,2,OOO,"team, ball, player, game, get, point, hit, member, goal, throw"
870,2,OO,"team, ball, player, game, get, point, hit, member, goal, throw"
871,2,O,"team, ball, player, game, get, point, hit, member, goal, throw"
872,2,"The object of the game is to have the teams of two players to hit a tennis sized ball over the net into the large cups. Every time a cup is made, it is ruled out of the game. Therefore the game is not based totally on score, but a process of elimination","team, ball, player, game, get, point, hit, member, goal, throw"
873,2,"Yes, this is a glorified version on beer pong.  :)","team, ball, player, game, get, point, hit, member, goal, throw"
874,2,"A few more things. If the court could be enclosed like a large raquet ball court, that would be exciting. That way players can bounce the ball off and around the wall.","team, ball, player, game, get, point, hit, member, goal, throw"
875,2,"Also, players on the opposing team are not allowed to block shots. This could be up for debate.","team, ball, player, game, get, point, hit, member, goal, throw"
876,2,"In regards to the net, volleyball rules apply. If you don't make it over the net, the shot is lost, and turned over to the other team.","team, ball, player, game, get, point, hit, member, goal, throw"
877,4,"Something that incorporates hang gliders also sounds fun, and extremely dangerous","target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
878,2,Something without a complicated scoring system,"team, ball, player, game, get, point, hit, member, goal, throw"
879,2,Contact sports could be an option.,"team, ball, player, game, get, point, hit, member, goal, throw"
880,3,Maybe a paintball match fought in the air. Just keep making this idea more intense and dangerous,"make, different, not, would, race, way, obstacle, people, also, good"
881,2,my sport is to have a group of maybe about 5 or 6 people and have them compete in getting as many of the opposite team out by removing as many flags/tassles off of that individual as possible all while trying to kick a soccer ball into a goal.,"team, ball, player, game, get, point, hit, member, goal, throw"
882,2,get a group of people have them compete in who can run the longest in a set amount of time all while being distracted by a number of different obstacles and/or props.,"team, ball, player, game, get, point, hit, member, goal, throw"
883,2,teams compete against other teams in an effort to hit a ball over a net while on skates with the least amount of falls possible and without going out of bounds. every time someone goes out of bounds the opposite team would get the ball and have the upper hand at scoring once the game resumed and Evey time someone fell that team would lose half a point. the team with the most points will win,"team, ball, player, game, get, point, hit, member, goal, throw"
884,2,involves a tennis ball. the subject of the game is to score the ball to the other teams goal. once the ball is in your possession you can't move. the tennis ball can bounce only once if you need it to.,"team, ball, player, game, get, point, hit, member, goal, throw"
885,2,having a frisbee held with your teeth. run across the field without getting tagged by the opposite team member. if you are tagged you must attempt to throw the frisbee with your teeth,"team, ball, player, game, get, point, hit, member, goal, throw"
886,2,"mixing football with polo, using horses to carry football across goal line","team, ball, player, game, get, point, hit, member, goal, throw"
887,0,"version of capture the flag where a teammate picked randomly from both teams is held ""captive"" and that and each team has to retrieve their teammate. in essence the person is the flag","person, must, time, win, first, go, flag, balloon, end, give"
888,4,quiddage like in harry potter but we use horses,"target, even, participant, hole, difficult, maze, item, difficulty, wear, one"
889,3,instead of horse racing camel racing,"make, different, not, would, race, way, obstacle, people, also, good"
